t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz
0.176500,0.583773,0.204562,0.000000,-0.938422,0.000000,0.000000,-0.345492,1.239201,0.775205,0.000000,0.000000,0.000000,98.048677
0.177000,0.585013,0.205335,0.000000,-0.920367,0.000000,0.000000,-0.391055,1.239043,0.770288,0.000000,0.000000,0.000000,98.047996
0.177500,0.586252,0.206103,0.000000,-0.900103,0.000000,0.000000,-0.435678,1.238886,0.765372,0.000000,0.000000,0.000000,98.047315
0.178000,0.587490,0.206866,0.000000,-0.877676,0.000000,0.000000,-0.479255,1.238729,0.760456,0.000000,0.000000,0.000000,98.046634
0.178500,0.588729,0.207624,0.000000,-0.853141,0.000000,0.000000,-0.521680,1.238573,0.755541,0.000000,0.000000,0.000000,98.045953
0.179000,0.589968,0.208377,0.000000,-0.826558,0.000000,0.000000,-0.562851,1.238417,0.750627,0.000000,0.000000,0.000000,98.045272
0.179500,0.591206,0.209125,0.000000,-0.797990,0.000000,0.000000,-0.602671,1.238262,0.745713,0.000000,0.000000,0.000000,98.044591
0.180000,0.592444,0.209868,0.000000,-0.767505,0.000000,0.000000,-0.641043,1.238107,0.740800,0.000000,0.000000,0.000000,98.043910
0.180500,0.593682,0.210607,0.000000,-0.735177,0.000000,0.000000,-0.677875,1.237953,0.735887,0.000000,0.000000,0.000000,98.043230
0.181000,0.594920,0.211340,0.000000,-0.701084,0.000000,0.000000,-0.713079,1.237799,0.730975,0.000000,0.000000,0.000000,98.042549
0.181500,0.596158,0.212069,0.000000,-0.665307,0.000000,0.000000,-0.746570,1.237646,0.726063,0.000000,0.000000,0.000000,98.041868
0.182000,0.597395,0.212792,0.000000,-0.627933,0.000000,0.000000,-0.778268,1.237493,0.721152,0.000000,0.000000,0.000000,98.041187
0.182500,0.598633,0.213511,0.000000,-0.589050,0.000000,0.000000,-0.808096,1.237341,0.716242,0.000000,0.000000,0.000000,98.040506
0.183000,0.599870,0.214225,0.000000,-0.548754,0.000000,0.000000,-0.835984,1.237189,0.711332,0.000000,0.000000,0.000000,98.039825
0.183500,0.601107,0.214934,0.000000,-0.507140,0.000000,0.000000,-0.861864,1.237037,0.706423,0.000000,0.000000,0.000000,98.039144
0.184000,0.602344,0.215638,0.000000,-0.464308,0.000000,0.000000,-0.885674,1.236887,0.701515,0.000000,0.000000,0.000000,98.038464
0.184500,0.603581,0.216337,0.000000,-0.420362,0.000000,0.000000,-0.907356,1.236736,0.696607,0.000000,0.000000,0.000000,98.037783
0.185000,0.604817,0.217031,0.000000,-0.375407,0.000000,0.000000,-0.926860,1.236586,0.691699,0.000000,0.000000,0.000000,98.037102
0.185500,0.606054,0.217720,0.000000,-0.329550,0.000000,0.000000,-0.944138,1.236436,0.686792,0.000000,0.000000,0.000000,98.036421
0.186000,0.607290,0.218404,0.000000,-0.282902,0.000000,0.000000,-0.959149,1.236287,0.681886,0.000000,0.000000,0.000000,98.035740
0.186500,0.608527,0.219084,0.000000,-0.235576,0.000000,0.000000,-0.971856,1.236139,0.676980,0.000000,0.000000,0.000000,98.035060
0.187000,0.609763,0.219758,0.000000,-0.187683,0.000000,0.000000,-0.982230,1.235991,0.672075,0.000000,0.000000,0.000000,98.034379
0.187500,0.610999,0.220428,0.000000,-0.139341,0.000000,0.000000,-0.990244,1.235843,0.667170,0.000000,0.000000,0.000000,98.033698
0.188000,0.612234,0.221093,0.000000,-0.090664,0.000000,0.000000,-0.995882,1.235696,0.662266,0.000000,0.000000,0.000000,98.033017
0.188500,0.613470,0.221753,0.000000,-0.041770,0.000000,0.000000,-0.999127,1.235549,0.657362,0.000000,0.000000,0.000000,98.032336
0.189000,0.614705,0.222407,0.000000,0.007224,0.000000,0.000000,-0.999974,1.235402,0.652459,0.000000,0.000000,0.000000,98.031656
0.189500,0.615941,0.223057,0.000000,0.056200,0.000000,0.000000,-0.998420,1.235257,0.647557,0.000000,0.000000,0.000000,98.030975
0.190000,0.617176,0.223703,0.000000,0.105041,0.000000,0.000000,-0.994468,1.235111,0.642655,0.000000,0.000000,0.000000,98.030294
0.190500,0.618411,0.224343,0.000000,0.153629,0.000000,0.000000,-0.988129,1.234966,0.637754,0.000000,0.000000,0.000000,98.029613
0.191000,0.619646,0.224978,0.000000,0.201849,0.000000,0.000000,-0.979417,1.234822,0.632853,0.000000,0.000000,0.000000,98.028933
0.191500,0.620881,0.225608,0.000000,0.249583,0.000000,0.000000,-0.968353,1.234678,0.627952,0.000000,0.000000,0.000000,98.028252
0.192000,0.622115,0.226234,0.000000,0.296718,0.000000,0.000000,-0.954965,1.234534,0.623053,0.000000,0.000000,0.000000,98.027571
0.192500,0.623350,0.226855,0.000000,0.343140,0.000000,0.000000,-0.939284,1.234391,0.618153,0.000000,0.000000,0.000000,98.026890
0.193000,0.624584,0.227470,0.000000,0.388737,0.000000,0.000000,-0.921349,1.234248,0.613255,0.000000,0.000000,0.000000,98.026210
0.193500,0.625818,0.228081,0.000000,0.433402,0.000000,0.000000,-0.901201,1.234106,0.608356,0.000000,0.000000,0.000000,98.025529
0.194000,0.627052,0.228687,0.000000,0.477025,0.000000,0.000000,-0.878890,1.233964,0.603459,0.000000,0.000000,0.000000,98.024848
0.194500,0.628286,0.229288,0.000000,0.519503,0.000000,0.000000,-0.854469,1.233823,0.598562,0.000000,0.000000,0.000000,98.024167
0.195000,0.629520,0.229884,0.000000,0.560733,0.000000,0.000000,-0.827996,1.233682,0.593665,0.000000,0.000000,0.000000,98.023487
0.195500,0.630753,0.230475,0.000000,0.600617,0.000000,0.000000,-0.799537,1.233541,0.588769,0.000000,0.000000,0.000000,98.022806
0.196000,0.631987,0.231062,0.000000,0.639059,0.000000,0.000000,-0.769158,1.233401,0.583873,0.000000,0.000000,0.000000,98.022125
0.196500,0.633220,0.231643,0.000000,0.675967,0.000000,0.000000,-0.736932,1.233262,0.578978,0.000000,0.000000,0.000000,98.021445
0.197000,0.634453,0.232220,0.000000,0.711251,0.000000,0.000000,-0.702938,1.233122,0.574084,0.000000,0.000000,0.000000,98.020764
0.197500,0.635687,0.232791,0.000000,0.744828,0.000000,0.000000,-0.667257,1.232984,0.569190,0.000000,0.000000,0.000000,98.020083
0.198000,0.636919,0.233358,0.000000,0.776616,0.000000,0.000000,-0.629974,1.232845,0.564296,0.000000,0.000000,0.000000,98.019402
0.198500,0.638152,0.233920,0.000000,0.806540,0.000000,0.000000,-0.591179,1.232708,0.559403,0.000000,0.000000,0.000000,98.018722
0.199000,0.639385,0.234477,0.000000,0.834528,0.000000,0.000000,-0.550965,1.232570,0.554510,0.000000,0.000000,0.000000,98.018041
0.199500,0.640617,0.235029,0.000000,0.860513,0.000000,0.000000,-0.509429,1.232433,0.549618,0.000000,0.000000,0.000000,98.017360
0.200000,0.641850,0.235576,0.000000,0.884431,0.000000,0.000000,-0.466671,1.232296,0.544727,0.000000,0.000000,0.000000,98.016680
0.200500,0.643082,0.236118,0.000000,0.906227,0.000000,0.000000,-0.422792,1.232160,0.539836,0.000000,0.000000,0.000000,98.015999
0.201000,0.644314,0.236656,0.000000,0.925847,0.000000,0.000000,-0.377899,1.232025,0.534945,0.000000,0.000000,0.000000,98.015318
0.201500,0.645546,0.237188,0.000000,0.943244,0.000000,0.000000,-0.332100,1.231889,0.530055,0.000000,0.000000,0.000000,98.014638
0.202000,0.646778,0.237716,0.000000,0.958378,0.000000,0.000000,-0.285503,1.231754,0.525166,0.000000,0.000000,0.000000,98.013957
0.202500,0.648010,0.238239,0.000000,0.971211,0.000000,0.000000,-0.238221,1.231620,0.520277,0.000000,0.000000,0.000000,98.013276
0.203000,0.649241,0.238756,0.000000,0.981713,0.000000,0.000000,-0.190369,1.231486,0.515388,0.000000,0.000000,0.000000,98.012596
0.203500,0.650472,0.239269,0.000000,0.989858,0.000000,0.000000,-0.142059,1.231352,0.510500,0.000000,0.000000,0.000000,98.011915
0.204000,0.651704,0.239777,0.000000,0.995628,0.000000,0.000000,-0.093409,1.231219,0.505613,0.000000,0.000000,0.000000,98.011234
0.204500,0.652935,0.240281,0.000000,0.999008,0.000000,0.000000,-0.044535,1.231086,0.500726,0.000000,0.000000,0.000000,98.010554
0.205000,0.654166,0.240779,0.000000,0.999990,0.000000,0.000000,0.004446,1.230954,0.495839,0.000000,0.000000,0.000000,98.009873
0.205500,0.655397,0.241272,0.000000,0.998572,0.000000,0.000000,0.053415,1.230822,0.490953,0.000000,0.000000,0.000000,98.009193
0.206000,0.656628,0.241761,0.000000,0.994758,0.000000,0.000000,0.102256,1.230691,0.486067,0.000000,0.000000,0.000000,98.008512
0.206500,0.657858,0.242244,0.000000,0.988556,0.000000,0.000000,0.150852,1.230559,0.481182,0.000000,0.000000,0.000000,98.007831
0.207000,0.659089,0.242723,0.000000,0.979982,0.000000,0.000000,0.199084,1.230429,0.476297,0.000000,0.000000,0.000000,98.007151
0.207500,0.660319,0.243197,0.000000,0.969056,0.000000,0.000000,0.246839,1.230298,0.471413,0.000000,0.000000,0.000000,98.006470
0.208000,0.661549,0.243666,0.000000,0.955805,0.000000,0.000000,0.294001,1.230169,0.466529,0.000000,0.000000,0.000000,98.005790
0.208500,0.662779,0.244130,0.000000,0.940260,0.000000,0.000000,0.340457,1.230039,0.461646,0.000000,0.000000,0.000000,98.005109
0.209000,0.664009,0.244589,0.000000,0.922459,0.000000,0.000000,0.386096,1.229910,0.456763,0.000000,0.000000,0.000000,98.004428
0.209500,0.665239,0.245044,0.000000,0.902444,0.000000,0.000000,0.430808,1.229781,0.451881,0.000000,0.000000,0.000000,98.003748
0.210000,0.666469,0.245493,0.000000,0.880263,0.000000,0.000000,0.474486,1.229653,0.446999,0.000000,0.000000,0.000000,98.003067
0.210500,0.667699,0.245938,0.000000,0.855970,0.000000,0.000000,0.517025,1.229525,0.442118,0.000000,0.000000,0.000000,98.002387
0.211000,0.668928,0.246377,0.000000,0.829624,0.000000,0.000000,0.558323,1.229398,0.437237,0.000000,0.000000,0.000000,98.001706
0.211500,0.670157,0.246812,0.000000,0.801287,0.000000,0.000000,0.598281,1.229271,0.432356,0.000000,0.000000,0.000000,98.001025
0.212000,0.671387,0.247242,0.000000,0.771027,0.000000,0.000000,0.636803,1.229144,0.427476,0.000000,0.000000,0.000000,98.000345
0.212500,0.672616,0.247667,0.000000,0.738917,0.000000,0.000000,0.673796,1.229018,0.422597,0.000000,0.000000,0.000000,97.999664
0.213000,0.673845,0.248087,0.000000,0.705035,0.000000,0.000000,0.709173,1.228892,0.417718,0.000000,0.000000,0.000000,97.998984
0.213500,0.675073,0.248502,0.000000,0.669461,0.000000,0.000000,0.742848,1.228766,0.412839,0.000000,0.000000,0.000000,97.998303
0.214000,0.676302,0.248913,0.000000,0.632281,0.000000,0.000000,0.774740,1.228641,0.407961,0.000000,0.000000,0.000000,97.997623
0.214500,0.677531,0.249318,0.000000,0.593584,0.000000,0.000000,0.804772,1.228517,0.403083,0.000000,0.000000,0.000000,97.996942
0.215000,0.678759,0.249719,0.000000,0.553463,0.000000,0.000000,0.832874,1.228392,0.398206,0.000000,0.000000,0.000000,97.996262
0.215500,0.679987,0.250115,0.000000,0.512014,0.000000,0.000000,0.858977,1.228268,0.393329,0.000000,0.000000,0.000000,97.995581
0.216000,0.681216,0.250506,0.000000,0.469337,0.000000,0.000000,0.883019,1.228145,0.388453,0.000000,0.000000,0.000000,97.994901
0.216500,0.682444,0.250892,0.000000,0.425535,0.000000,0.000000,0.904942,1.228022,0.383577,0.000000,0.000000,0.000000,97.994220
0.217000,0.683672,0.251273,0.000000,0.380711,0.000000,0.000000,0.924694,1.227899,0.378701,0.000000,0.000000,0.000000,97.993540
0.217500,0.684900,0.251649,0.000000,0.334975,0.000000,0.000000,0.942227,1.227776,0.373826,0.000000,0.000000,0.000000,97.992859
0.218000,0.686127,0.252020,0.000000,0.288435,0.000000,0.000000,0.957499,1.227654,0.368952,0.000000,0.000000,0.000000,97.992179
0.218500,0.687355,0.252387,0.000000,0.241204,0.000000,0.000000,0.970475,1.227533,0.364077,0.000000,0.000000,0.000000,97.991498
0.219000,0.688582,0.252749,0.000000,0.193394,0.000000,0.000000,0.981121,1.227412,0.359204,0.000000,0.000000,0.000000,97.990818
0.219500,0.689810,0.253105,0.000000,0.145121,0.000000,0.000000,0.989414,1.227291,0.354330,0.000000,0.000000,0.000000,97.990137
0.220000,0.691037,0.253457,0.000000,0.096499,0.000000,0.000000,0.995333,1.227170,0.349457,0.000000,0.000000,0.000000,97.989457
0.220500,0.692264,0.253804,0.000000,0.047647,0.000000,0.000000,0.998864,1.227050,0.344585,0.000000,0.000000,0.000000,97.988776
0.221000,0.693491,0.254146,0.000000,-0.001320,0.000000,0.000000,0.999999,1.226930,0.339713,0.000000,0.000000,0.000000,97.988096
0.221500,0.694718,0.254484,0.000000,-0.050282,0.000000,0.000000,0.998735,1.226811,0.334842,0.000000,0.000000,0.000000,97.987415
0.222000,0.695945,0.254816,0.000000,-0.099124,0.000000,0.000000,0.995075,1.226692,0.329970,0.000000,0.000000,0.000000,97.986735
0.222500,0.697171,0.255144,0.000000,-0.147728,0.000000,0.000000,0.989028,1.226573,0.325100,0.000000,0.000000,0.000000,97.986054
0.223000,0.698398,0.255466,0.000000,-0.195977,0.000000,0.000000,0.980608,1.226455,0.320229,0.000000,0.000000,0.000000,97.985374
0.223500,0.699624,0.255784,0.000000,-0.243756,0.000000,0.000000,0.969837,1.226337,0.315360,0.000000,0.000000,0.000000,97.984693
0.224000,0.700850,0.256097,0.000000,-0.290949,0.000000,0.000000,0.956738,1.226219,0.310490,0.000000,0.000000,0.000000,97.984013
0.224500,0.702077,0.256405,0.000000,-0.337445,0.000000,0.000000,0.941345,1.226102,0.305621,0.000000,0.000000,0.000000,97.983332
0.225000,0.703303,0.256708,0.000000,-0.383130,0.000000,0.000000,0.923694,1.225985,0.300753,0.000000,0.000000,0.000000,97.982652
0.225500,0.704529,0.257007,0.000000,-0.427896,0.000000,0.000000,0.903828,1.225869,0.295884,0.000000,0.000000,0.000000,97.981972
0.226000,0.705754,0.257300,0.000000,-0.471636,0.000000,0.000000,0.881793,1.225753,0.291017,0.000000,0.000000,0.000000,97.981291
0.226500,0.706980,0.257589,0.000000,-0.514244,0.000000,0.000000,0.857644,1.225637,0.286149,0.000000,0.000000,0.000000,97.980611
0.227000,0.708206,0.257872,0.000000,-0.555618,0.000000,0.000000,0.831438,1.225521,0.281283,0.000000,0.000000,0.000000,97.979930
0.227500,0.709431,0.258151,0.000000,-0.595659,0.000000,0.000000,0.803237,1.225406,0.276416,0.000000,0.000000,0.000000,97.979250
0.228000,0.710656,0.258425,0.000000,-0.634271,0.000000,0.000000,0.773110,1.225291,0.271550,0.000000,0.000000,0.000000,97.978569
0.228500,0.711882,0.258694,0.000000,-0.671362,0.000000,0.000000,0.741130,1.225177,0.266684,0.000000,0.000000,0.000000,97.977889
0.229000,0.713107,0.258959,0.000000,-0.706842,0.000000,0.000000,0.707371,1.225063,0.261819,0.000000,0.000000,0.000000,97.977209
0.229500,0.714332,0.259218,0.000000,-0.740627,0.000000,0.000000,0.671917,1.224949,0.256954,0.000000,0.000000,0.000000,97.976528
0.230000,0.715557,0.259472,0.000000,-0.772635,0.000000,0.000000,0.634851,1.224836,0.252090,0.000000,0.000000,0.000000,97.975848
0.230500,0.716782,0.259722,0.000000,-0.802790,0.000000,0.000000,0.596263,1.224723,0.247226,0.000000,0.000000,0.000000,97.975167
0.231000,0.718006,0.259967,0.000000,-0.831019,0.000000,0.000000,0.556245,1.224610,0.242362,0.000000,0.000000,0.000000,97.974487
0.231500,0.719231,0.260207,0.000000,-0.857255,0.000000,0.000000,0.514893,1.224498,0.237499,0.000000,0.000000,0.000000,97.973807
0.232000,0.720455,0.260442,0.000000,-0.881434,0.000000,0.000000,0.472306,1.224386,0.232636,0.000000,0.000000,0.000000,97.973126
0.232500,0.721680,0.260672,0.000000,-0.903500,0.000000,0.000000,0.428588,1.224274,0.227774,0.000000,0.000000,0.000000,97.972446
0.233000,0.722904,0.260897,0.000000,-0.923399,0.000000,0.000000,0.383841,1.224163,0.222912,0.000000,0.000000,0.000000,97.971766
0.233500,0.724128,0.261118,0.000000,-0.941083,0.000000,0.000000,0.338175,1.224052,0.218051,0.000000,0.000000,0.000000,97.971085
0.234000,0.725352,0.261334,0.000000,-0.956511,0.000000,0.000000,0.291698,1.223941,0.213189,0.000000,0.000000,0.000000,97.970405
0.234500,0.726576,0.261544,0.000000,-0.969644,0.000000,0.000000,0.244521,1.223831,0.208329,0.000000,0.000000,0.000000,97.969725
0.235000,0.727799,0.261750,0.000000,-0.980452,0.000000,0.000000,0.196759,1.223721,0.203468,0.000000,0.000000,0.000000,97.969044
0.235500,0.729023,0.261951,0.000000,-0.988909,0.000000,0.000000,0.148525,1.223611,0.198608,0.000000,0.000000,0.000000,97.968364
0.236000,0.730247,0.262147,0.000000,-0.994994,0.000000,0.000000,0.099935,1.223502,0.193749,0.000000,0.000000,0.000000,97.967684
0.236500,0.731470,0.262339,0.000000,-0.998693,0.000000,0.000000,0.051106,1.223393,0.188890,0.000000,0.000000,0.000000,97.967003
0.237000,0.732694,0.262525,0.000000,-0.999998,0.000000,0.000000,0.002155,1.223284,0.184031,0.000000,0.000000,0.000000,97.966323
0.237500,0.733917,0.262707,0.000000,-0.998904,0.000000,0.000000,-0.046801,1.223176,0.179173,0.000000,0.000000,0.000000,97.965643
0.238000,0.735140,0.262884,0.000000,-0.995416,0.000000,0.000000,-0.095645,1.223068,0.174315,0.000000,0.000000,0.000000,97.964962
0.238500,0.736363,0.263055,0.000000,-0.989540,0.000000,0.000000,-0.144259,1.222960,0.169457,0.000000,0.000000,0.000000,97.964282
0.239000,0.737586,0.263222,0.000000,-0.981292,0.000000,0.000000,-0.192526,1.222853,0.164600,0.000000,0.000000,0.000000,97.963602
0.239500,0.738809,0.263385,0.000000,-0.970691,0.000000,0.000000,-0.240332,1.222745,0.159743,0.000000,0.000000,0.000000,97.962921
0.240000,0.740031,0.263542,0.000000,-0.957762,0.000000,0.000000,-0.287561,1.222639,0.154887,0.000000,0.000000,0.000000,97.962241
0.240500,0.741254,0.263694,0.000000,-0.942538,0.000000,0.000000,-0.334100,1.222532,0.150031,0.000000,0.000000,0.000000,97.961561
0.241000,0.742476,0.263842,0.000000,-0.925053,0.000000,0.000000,-0.379838,1.222426,0.145175,0.000000,0.000000,0.000000,97.960880
0.241500,0.743699,0.263985,0.000000,-0.905351,0.000000,0.000000,-0.424665,1.222320,0.140320,0.000000,0.000000,0.000000,97.960200
0.242000,0.744921,0.264123,0.000000,-0.883478,0.000000,0.000000,-0.468473,1.222214,0.135466,0.000000,0.000000,0.000000,97.959520
0.242500,0.746143,0.264256,0.000000,-0.859487,0.000000,0.000000,-0.511158,1.222109,0.130611,0.000000,0.000000,0.000000,97.958840
0.243000,0.747365,0.264384,0.000000,-0.833435,0.000000,0.000000,-0.552617,1.222004,0.125757,0.000000,0.000000,0.000000,97.958159
0.243500,0.748587,0.264507,0.000000,-0.805386,0.000000,0.000000,-0.592751,1.221900,0.120904,0.000000,0.000000,0.000000,97.957479
0.244000,0.749809,0.264626,0.000000,-0.775406,0.000000,0.000000,-0.631463,1.221795,0.116050,0.000000,0.000000,0.000000,97.956799
0.244500,0.751031,0.264739,0.000000,-0.743567,0.000000,0.000000,-0.668662,1.221691,0.111197,0.000000,0.000000,0.000000,97.956119
0.245000,0.752252,0.264848,0.000000,-0.709945,0.000000,0.000000,-0.704257,1.221587,0.106345,0.000000,0.000000,0.000000,97.955438
0.245500,0.753474,0.264952,0.000000,-0.674622,0.000000,0.000000,-0.738163,1.221484,0.101493,0.000000,0.000000,0.000000,97.954758
0.246000,0.754695,0.265051,0.000000,-0.637682,0.000000,0.000000,-0.770300,1.221381,0.096641,0.000000,0.000000,0.000000,97.954078
0.246500,0.755917,0.265145,0.000000,-0.599214,0.000000,0.000000,-0.800589,1.221278,0.091790,0.000000,0.000000,0.000000,97.953398
0.247000,0.757138,0.265235,0.000000,-0.559309,0.000000,0.000000,-0.828959,1.221175,0.086939,0.000000,0.000000,0.000000,97.952717
0.247500,0.758359,0.265319,0.000000,-0.518063,0.000000,0.000000,-0.855342,1.221073,0.082089,0.000000,0.000000,0.000000,97.952037
0.248000,0.759580,0.265399,0.000000,-0.475577,0.000000,0.000000,-0.879674,1.220971,0.077239,0.000000,0.000000,0.000000,97.951357
0.248500,0.760801,0.265474,0.000000,-0.431950,0.000000,0.000000,-0.901898,1.220869,0.072389,0.000000,0.000000,0.000000,97.950677
0.249000,0.762022,0.265544,0.000000,-0.387288,0.000000,0.000000,-0.921959,1.220768,0.067539,0.000000,0.000000,0.000000,97.949996
0.249500,0.763242,0.265609,0.000000,-0.341698,0.000000,0.000000,-0.939810,1.220666,0.062690,0.000000,0.000000,0.000000,97.949316
0.250000,0.764463,0.265669,0.000000,-0.295289,0.000000,0.000000,-0.955408,1.220565,0.057842,0.000000,0.000000,0.000000,97.948636
0.250500,0.765684,0.265724,0.000000,-0.248173,0.000000,0.000000,-0.968716,1.220465,0.052994,0.000000,0.000000,0.000000,97.947956
0.251000,0.766904,0.265775,0.000000,-0.200463,0.000000,0.000000,-0.979701,1.220364,0.048146,0.000000,0.000000,0.000000,97.947276
0.251500,0.768124,0.265821,0.000000,-0.152272,0.000000,0.000000,-0.988339,1.220264,0.043298,0.000000,0.000000,0.000000,97.946596
0.252000,0.769345,0.265862,0.000000,-0.103716,0.000000,0.000000,-0.994607,1.220165,0.038451,0.000000,0.000000,0.000000,97.945915
0.252500,0.770565,0.265898,0.000000,-0.054912,0.000000,0.000000,-0.998491,1.220065,0.033605,0.000000,0.000000,0.000000,97.945235
0.253000,0.771785,0.265929,0.000000,-0.005977,0.000000,0.000000,-0.999982,1.219966,0.028759,0.000000,0.000000,0.000000,97.944555
0.253500,0.773005,0.265955,0.000000,0.042972,0.000000,0.000000,-0.999076,1.219867,0.023913,0.000000,0.000000,0.000000,97.943875
0.254000,0.774224,0.265977,0.000000,0.091817,0.000000,0.000000,-0.995776,1.219768,0.019067,0.000000,0.000000,0.000000,97.943195
0.254500,0.775444,0.265993,0.000000,0.140443,0.000000,0.000000,-0.990089,1.219670,0.014222,0.000000,0.000000,0.000000,97.942514
0.255000,0.776664,0.266005,0.000000,0.188731,0.000000,0.000000,-0.982029,1.219571,0.009377,0.000000,0.000000,0.000000,97.941834
0.255500,0.777883,0.266012,0.000000,0.236567,0.000000,0.000000,-0.971615,1.219474,0.004533,0.000000,0.000000,0.000000,97.941154
0.256000,0.779103,0.266014,0.000000,0.283835,0.000000,0.000000,-0.958873,1.219376,-0.000311,0.000000,0.000000,0.000000,97.940474
0.256500,0.780322,0.266011,0.000000,0.330423,0.000000,0.000000,-0.943833,1.219278,-0.005155,0.000000,0.000000,0.000000,97.939794
0.257000,0.781541,0.266004,0.000000,0.376219,0.000000,0.000000,-0.926531,1.219181,-0.009998,0.000000,0.000000,0.000000,97.939114
0.257500,0.782760,0.265991,0.000000,0.421112,0.000000,0.000000,-0.907009,1.219084,-0.014841,0.000000,0.000000,0.000000,97.938434
0.258000,0.783979,0.265974,0.000000,0.464996,0.000000,0.000000,-0.885313,1.218988,-0.019683,0.000000,0.000000,0.000000,97.937753
0.258500,0.785198,0.265952,0.000000,0.507766,0.000000,0.000000,-0.861495,1.218891,-0.024525,0.000000,0.000000,0.000000,97.937073
0.259000,0.786417,0.265925,0.000000,0.549318,0.000000,0.000000,-0.835613,1.218795,-0.029367,0.000000,0.000000,0.000000,97.936393
0.259500,0.787636,0.265893,0.000000,0.589554,0.000000,0.000000,-0.807729,1.218699,-0.034208,0.000000,0.000000,0.000000,97.935713
0.260000,0.788855,0.265857,0.000000,0.628376,0.000000,0.000000,-0.777909,1.218604,-0.039049,0.000000,0.000000,0.000000,97.935033
0.260500,0.790073,0.265815,0.000000,0.665693,0.000000,0.000000,-0.746226,1.218508,-0.043890,0.000000,0.000000,0.000000,97.934353
0.261000,0.791292,0.265769,0.000000,0.701414,0.000000,0.000000,-0.712754,1.218413,-0.048730,0.000000,0.000000,0.000000,97.933673
0.261500,0.792510,0.265718,0.000000,0.735454,0.000000,0.000000,-0.677575,1.218318,-0.053570,0.000000,0.000000,0.000000,97.932993
0.262000,0.793728,0.265662,0.000000,0.767731,0.000000,0.000000,-0.640772,1.218224,-0.058409,0.000000,0.000000,0.000000,97.932313
0.262500,0.794946,0.265601,0.000000,0.798168,0.000000,0.000000,-0.602434,1.218129,-0.063248,0.000000,0.000000,0.000000,97.931633
0.263000,0.796165,0.265535,0.000000,0.826693,0.000000,0.000000,-0.562653,1.218035,-0.068087,0.000000,0.000000,0.000000,97.930952
0.263500,0.797383,0.265465,0.000000,0.853237,0.000000,0.000000,-0.521524,1.217941,-0.072925,0.000000,0.000000,0.000000,97.930272
0.264000,0.798600,0.265389,0.000000,0.877735,0.000000,0.000000,-0.479146,1.217847,-0.077763,0.000000,0.000000,0.000000,97.929592
0.264500,0.799818,0.265309,0.000000,0.900131,0.000000,0.000000,-0.435619,1.217754,-0.082600,0.000000,0.000000,0.000000,97.928912
0.265000,0.801036,0.265224,0.000000,0.920370,0.000000,0.000000,-0.391050,1.217661,-0.087437,0.000000,0.000000,0.000000,97.928232
0.265500,0.802254,0.265134,0.000000,0.938403,0.000000,0.000000,-0.345543,1.217568,-0.092274,0.000000,0.000000,0.000000,97.927552
0.266000,0.803471,0.265040,0.000000,0.954188,0.000000,0.000000,-0.299209,1.217475,-0.097111,0.000000,0.000000,0.000000,97.926872
0.266500,0.804688,0.264940,0.000000,0.967686,0.000000,0.000000,-0.252159,1.217382,-0.101946,0.000000,0.000000,0.000000,97.926192
0.267000,0.805906,0.264836,0.000000,0.978866,0.000000,0.000000,-0.204504,1.217290,-0.106782,0.000000,0.000000,0.000000,97.925512
0.267500,0.807123,0.264727,0.000000,0.987700,0.000000,0.000000,-0.156360,1.217198,-0.111617,0.000000,0.000000,0.000000,97.924832
0.268000,0.808340,0.264613,0.000000,0.994168,0.000000,0.000000,-0.107842,1.217106,-0.116452,0.000000,0.000000,0.000000,97.924152
0.268500,0.809557,0.264494,0.000000,0.998254,0.000000,0.000000,-0.059065,1.217014,-0.121286,0.000000,0.000000,0.000000,97.923472
0.269000,0.810774,0.264370,0.000000,0.999949,0.000000,0.000000,-0.010148,1.216923,-0.126120,0.000000,0.000000,0.000000,97.922792
0.269500,0.811991,0.264241,0.000000,0.999247,0.000000,0.000000,0.038794,1.216832,-0.130954,0.000000,0.000000,0.000000,97.922112
0.270000,0.813208,0.264108,0.000000,0.996152,0.000000,0.000000,0.087642,1.216741,-0.135787,0.000000,0.000000,0.000000,97.921432
0.270500,0.814425,0.263970,0.000000,0.990670,0.000000,0.000000,0.136280,1.216650,-0.140620,0.000000,0.000000,0.000000,97.920752
0.271000,0.815641,0.263827,0.000000,0.982815,0.000000,0.000000,0.184591,1.216559,-0.145453,0.000000,0.000000,0.000000,97.920072
0.271500,0.816858,0.263679,0.000000,0.972606,0.000000,0.000000,0.232460,1.216469,-0.150285,0.000000,0.000000,0.000000,97.919392
0.272000,0.818074,0.263526,0.000000,0.960067,0.000000,0.000000,0.279771,1.216379,-0.155116,0.000000,0.000000,0.000000,97.918712
0.272500,0.819290,0.263369,0.000000,0.945228,0.000000,0.000000,0.326412,1.216289,-0.159948,0.000000,0.000000,0.000000,97.918032
0.273000,0.820507,0.263206,0.000000,0.928124,0.000000,0.000000,0.372271,1.216199,-0.164779,0.000000,0.000000,0.000000,97.917352
0.273500,0.821723,0.263039,0.000000,0.908798,0.000000,0.000000,0.417237,1.216109,-0.169609,0.000000,0.000000,0.000000,97.916672
