t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz
0.936000,1.544538,0.078208,0.000000,-0.424418,0.000000,0.000000,0.905467,-0.076175,0.482457,0.000000,0.000000,0.000000,3.815474
0.936500,1.544462,0.078688,0.000000,-0.426144,0.000000,0.000000,0.904655,-0.076173,0.477536,0.000000,0.000000,0.000000,3.815448
0.937000,1.544386,0.079163,0.000000,-0.427869,0.000000,0.000000,0.903841,-0.076172,0.472616,0.000000,0.000000,0.000000,3.815421
0.937500,1.544310,0.079633,0.000000,-0.429593,0.000000,0.000000,0.903023,-0.076170,0.467696,0.000000,0.000000,0.000000,3.815395
0.938000,1.544234,0.080098,0.000000,-0.431315,0.000000,0.000000,0.902202,-0.076169,0.462776,0.000000,0.000000,0.000000,3.815368
0.938500,1.544158,0.080558,0.000000,-0.433035,0.000000,0.000000,0.901377,-0.076167,0.457857,0.000000,0.000000,0.000000,3.815342
0.939000,1.544081,0.081014,0.000000,-0.434754,0.000000,0.000000,0.900549,-0.076166,0.452938,0.000000,0.000000,0.000000,3.815315
0.939500,1.544005,0.081464,0.000000,-0.436471,0.000000,0.000000,0.899718,-0.076164,0.448019,0.000000,0.000000,0.000000,3.815289
0.940000,1.543929,0.081910,0.000000,-0.438186,0.000000,0.000000,0.898884,-0.076163,0.443101,0.000000,0.000000,0.000000,3.815262
0.940500,1.543853,0.082351,0.000000,-0.439900,0.000000,0.000000,0.898047,-0.076162,0.438183,0.000000,0.000000,0.000000,3.815236
0.941000,1.543777,0.082786,0.000000,-0.441613,0.000000,0.000000,0.897206,-0.076160,0.433265,0.000000,0.000000,0.000000,3.815209
0.941500,1.543701,0.083217,0.000000,-0.443323,0.000000,0.000000,0.896362,-0.076159,0.428347,0.000000,0.000000,0.000000,3.815183
0.942000,1.543624,0.083643,0.000000,-0.445033,0.000000,0.000000,0.895514,-0.076158,0.423430,0.000000,0.000000,0.000000,3.815156
0.942500,1.543548,0.084064,0.000000,-0.446740,0.000000,0.000000,0.894664,-0.076156,0.418513,0.000000,0.000000,0.000000,3.815130
0.943000,1.543472,0.084480,0.000000,-0.448446,0.000000,0.000000,0.893810,-0.076155,0.413596,0.000000,0.000000,0.000000,3.815103
0.943500,1.543396,0.084891,0.000000,-0.450150,0.000000,0.000000,0.892953,-0.076154,0.408680,0.000000,0.000000,0.000000,3.815077
0.944000,1.543320,0.085297,0.000000,-0.451852,0.000000,0.000000,0.892093,-0.076152,0.403763,0.000000,0.000000,0.000000,3.815050
0.944500,1.543244,0.085699,0.000000,-0.453553,0.000000,0.000000,0.891229,-0.076151,0.398847,0.000000,0.000000,0.000000,3.815024
0.945000,1.543167,0.086095,0.000000,-0.455253,0.000000,0.000000,0.890362,-0.076150,0.393932,0.000000,0.000000,0.000000,3.814997
0.945500,1.543091,0.086487,0.000000,-0.456950,0.000000,0.000000,0.889492,-0.076149,0.389016,0.000000,0.000000,0.000000,3.814971
0.946000,1.543015,0.086873,0.000000,-0.458646,0.000000,0.000000,0.888619,-0.076148,0.384101,0.000000,0.000000,0.000000,3.814944
0.946500,1.542939,0.087255,0.000000,-0.460340,0.000000,0.000000,0.887743,-0.076146,0.379186,0.000000,0.000000,0.000000,3.814918
0.947000,1.542863,0.087631,0.000000,-0.462033,0.000000,0.000000,0.886863,-0.076145,0.374271,0.000000,0.000000,0.000000,3.814891
0.947500,1.542787,0.088003,0.000000,-0.463723,0.000000,0.000000,0.885980,-0.076144,0.369357,0.000000,0.000000,0.000000,3.814865
0.948000,1.542711,0.088370,0.000000,-0.465412,0.000000,0.000000,0.885094,-0.076143,0.364443,0.000000,0.000000,0.000000,3.814838
0.948500,1.542634,0.088732,0.000000,-0.467100,0.000000,0.000000,0.884205,-0.076142,0.359529,0.000000,0.000000,0.000000,3.814812
0.949000,1.542558,0.089089,0.000000,-0.468786,0.000000,0.000000,0.883312,-0.076141,0.354615,0.000000,0.000000,0.000000,3.814785
0.949500,1.542482,0.089441,0.000000,-0.470469,0.000000,0.000000,0.882416,-0.076139,0.349702,0.000000,0.000000,0.000000,3.814759
0.950000,1.542406,0.089789,0.000000,-0.472152,0.000000,0.000000,0.881517,-0.076138,0.344788,0.000000,0.000000,0.000000,3.814732
0.950500,1.542330,0.090131,0.000000,-0.473832,0.000000,0.000000,0.880615,-0.076137,0.339875,0.000000,0.000000,0.000000,3.814706
0.951000,1.542254,0.090468,0.000000,-0.475511,0.000000,0.000000,0.879710,-0.076136,0.334962,0.000000,0.000000,0.000000,3.814679
0.951500,1.542178,0.090801,0.000000,-0.477188,0.000000,0.000000,0.878801,-0.076135,0.330050,0.000000,0.000000,0.000000,3.814653
0.952000,1.542101,0.091128,0.000000,-0.478863,0.000000,0.000000,0.877889,-0.076134,0.325137,0.000000,0.000000,0.000000,3.814626
0.952500,1.542025,0.091451,0.000000,-0.480537,0.000000,0.000000,0.876975,-0.076133,0.320225,0.000000,0.000000,0.000000,3.814600
0.953000,1.541949,0.091769,0.000000,-0.482209,0.000000,0.000000,0.876056,-0.076132,0.315313,0.000000,0.000000,0.000000,3.814573
0.953500,1.541873,0.092082,0.000000,-0.483879,0.000000,0.000000,0.875135,-0.076131,0.310401,0.000000,0.000000,0.000000,3.814547
0.954000,1.541797,0.092390,0.000000,-0.485547,0.000000,0.000000,0.874211,-0.076130,0.305490,0.000000,0.000000,0.000000,3.814520
0.954500,1.541721,0.092693,0.000000,-0.487213,0.000000,0.000000,0.873283,-0.076129,0.300578,0.000000,0.000000,0.000000,3.814494
0.955000,1.541645,0.092991,0.000000,-0.488878,0.000000,0.000000,0.872352,-0.076128,0.295667,0.000000,0.000000,0.000000,3.814467
0.955500,1.541569,0.093284,0.000000,-0.490541,0.000000,0.000000,0.871418,-0.076127,0.290756,0.000000,0.000000,0.000000,3.814441
0.956000,1.541492,0.093572,0.000000,-0.492202,0.000000,0.000000,0.870481,-0.076126,0.285845,0.000000,0.000000,0.000000,3.814415
0.956500,1.541416,0.093856,0.000000,-0.493861,0.000000,0.000000,0.869541,-0.076125,0.280934,0.000000,0.000000,0.000000,3.814388
0.957000,1.541340,0.094134,0.000000,-0.495519,0.000000,0.000000,0.868597,-0.076124,0.276024,0.000000,0.000000,0.000000,3.814362
0.957500,1.541264,0.094408,0.000000,-0.497174,0.000000,0.000000,0.867651,-0.076124,0.271114,0.000000,0.000000,0.000000,3.814335
0.958000,1.541188,0.094676,0.000000,-0.498828,0.000000,0.000000,0.866701,-0.076123,0.266204,0.000000,0.000000,0.000000,3.814309
0.958500,1.541112,0.094940,0.000000,-0.500480,0.000000,0.000000,0.865748,-0.076122,0.261294,0.000000,0.000000,0.000000,3.814282
0.959000,1.541036,0.095199,0.000000,-0.502130,0.000000,0.000000,0.864792,-0.076121,0.256384,0.000000,0.000000,0.000000,3.814256
0.959500,1.540960,0.095453,0.000000,-0.503779,0.000000,0.000000,0.863833,-0.076120,0.251474,0.000000,0.000000,0.000000,3.814229
0.960000,1.540883,0.095702,0.000000,-0.505425,0.000000,0.000000,0.862870,-0.076119,0.246565,0.000000,0.000000,0.000000,3.814203
0.960500,1.540807,0.095946,0.000000,-0.507070,0.000000,0.000000,0.861905,-0.076119,0.241656,0.000000,0.000000,0.000000,3.814176
0.961000,1.540731,0.096185,0.000000,-0.508713,0.000000,0.000000,0.860936,-0.076118,0.236746,0.000000,0.000000,0.000000,3.814150
0.961500,1.540655,0.096420,0.000000,-0.510354,0.000000,0.000000,0.859965,-0.076117,0.231837,0.000000,0.000000,0.000000,3.814123
0.962000,1.540579,0.096649,0.000000,-0.511993,0.000000,0.000000,0.858990,-0.076116,0.226929,0.000000,0.000000,0.000000,3.814097
0.962500,1.540503,0.096873,0.000000,-0.513630,0.000000,0.000000,0.858012,-0.076115,0.222020,0.000000,0.000000,0.000000,3.814070
0.963000,1.540427,0.097093,0.000000,-0.515265,0.000000,0.000000,0.857031,-0.076115,0.217111,0.000000,0.000000,0.000000,3.814044
0.963500,1.540351,0.097308,0.000000,-0.516899,0.000000,0.000000,0.856047,-0.076114,0.212203,0.000000,0.000000,0.000000,3.814017
0.964000,1.540275,0.097517,0.000000,-0.518530,0.000000,0.000000,0.855059,-0.076113,0.207295,0.000000,0.000000,0.000000,3.813991
0.964500,1.540198,0.097722,0.000000,-0.520160,0.000000,0.000000,0.854069,-0.076113,0.202387,0.000000,0.000000,0.000000,3.813964
0.965000,1.540122,0.097922,0.000000,-0.521788,0.000000,0.000000,0.853075,-0.076112,0.197479,0.000000,0.000000,0.000000,3.813938
0.965500,1.540046,0.098117,0.000000,-0.523413,0.000000,0.000000,0.852079,-0.076111,0.192571,0.000000,0.000000,0.000000,3.813911
0.966000,1.539970,0.098307,0.000000,-0.525037,0.000000,0.000000,0.851079,-0.076111,0.187663,0.000000,0.000000,0.000000,3.813885
0.966500,1.539894,0.098493,0.000000,-0.526659,0.000000,0.000000,0.850076,-0.076110,0.182756,0.000000,0.000000,0.000000,3.813858
0.967000,1.539818,0.098673,0.000000,-0.528279,0.000000,0.000000,0.849071,-0.076109,0.177848,0.000000,0.000000,0.000000,3.813832
0.967500,1.539742,0.098848,0.000000,-0.529898,0.000000,0.000000,0.848062,-0.076109,0.172941,0.000000,0.000000,0.000000,3.813805
0.968000,1.539666,0.099019,0.000000,-0.531514,0.000000,0.000000,0.847050,-0.076108,0.168033,0.000000,0.000000,0.000000,3.813779
0.968500,1.539590,0.099184,0.000000,-0.533128,0.000000,0.000000,0.846035,-0.076108,0.163126,0.000000,0.000000,0.000000,3.813752
0.969000,1.539513,0.099345,0.000000,-0.534740,0.000000,0.000000,0.845016,-0.076107,0.158219,0.000000,0.000000,0.000000,3.813726
0.969500,1.539437,0.099501,0.000000,-0.536351,0.000000,0.000000,0.843995,-0.076106,0.153312,0.000000,0.000000,0.000000,3.813699
0.970000,1.539361,0.099652,0.000000,-0.537959,0.000000,0.000000,0.842971,-0.076106,0.148405,0.000000,0.000000,0.000000,3.813673
0.970500,1.539285,0.099798,0.000000,-0.539566,0.000000,0.000000,0.841944,-0.076105,0.143499,0.000000,0.000000,0.000000,3.813646
0.971000,1.539209,0.099939,0.000000,-0.541170,0.000000,0.000000,0.840913,-0.076105,0.138592,0.000000,0.000000,0.000000,3.813620
0.971500,1.539133,0.100075,0.000000,-0.542772,0.000000,0.000000,0.839880,-0.076104,0.133685,0.000000,0.000000,0.000000,3.813593
0.972000,1.539057,0.100206,0.000000,-0.544373,0.000000,0.000000,0.838843,-0.076104,0.128779,0.000000,0.000000,0.000000,3.813567
0.972500,1.538981,0.100332,0.000000,-0.545971,0.000000,0.000000,0.837804,-0.076103,0.123873,0.000000,0.000000,0.000000,3.813540
0.973000,1.538905,0.100454,0.000000,-0.547568,0.000000,0.000000,0.836761,-0.076103,0.118966,0.000000,0.000000,0.000000,3.813514
0.973500,1.538828,0.100570,0.000000,-0.549162,0.000000,0.000000,0.835716,-0.076102,0.114060,0.000000,0.000000,0.000000,3.813487
0.974000,1.538752,0.100682,0.000000,-0.550755,0.000000,0.000000,0.834667,-0.076102,0.109154,0.000000,0.000000,0.000000,3.813461
0.974500,1.538676,0.100789,0.000000,-0.552345,0.000000,0.000000,0.833615,-0.076101,0.104248,0.000000,0.000000,0.000000,3.813435
0.975000,1.538600,0.100890,0.000000,-0.553934,0.000000,0.000000,0.832561,-0.076101,0.099342,0.000000,0.000000,0.000000,3.813408
0.975500,1.538524,0.100987,0.000000,-0.555520,0.000000,0.000000,0.831503,-0.076101,0.094436,0.000000,0.000000,0.000000,3.813382
0.976000,1.538448,0.101079,0.000000,-0.557105,0.000000,0.000000,0.830442,-0.076100,0.089530,0.000000,0.000000,0.000000,3.813355
0.976500,1.538372,0.101166,0.000000,-0.558687,0.000000,0.000000,0.829379,-0.076100,0.084624,0.000000,0.000000,0.000000,3.813329
0.977000,1.538296,0.101248,0.000000,-0.560267,0.000000,0.000000,0.828312,-0.076099,0.079718,0.000000,0.000000,0.000000,3.813302
0.977500,1.538220,0.101326,0.000000,-0.561846,0.000000,0.000000,0.827242,-0.076099,0.074813,0.000000,0.000000,0.000000,3.813276
0.978000,1.538144,0.101398,0.000000,-0.563422,0.000000,0.000000,0.826169,-0.076099,0.069907,0.000000,0.000000,0.000000,3.813249
0.978500,1.538067,0.101466,0.000000,-0.564996,0.000000,0.000000,0.825094,-0.076098,0.065001,0.000000,0.000000,0.000000,3.813223
0.979000,1.537991,0.101528,0.000000,-0.566568,0.000000,0.000000,0.824015,-0.076098,0.060096,0.000000,0.000000,0.000000,3.813196
0.979500,1.537915,0.101586,0.000000,-0.568138,0.000000,0.000000,0.822933,-0.076097,0.055190,0.000000,0.000000,0.000000,3.813170
0.980000,1.537839,0.101639,0.000000,-0.569706,0.000000,0.000000,0.821848,-0.076097,0.050285,0.000000,0.000000,0.000000,3.813143
0.980500,1.537763,0.101686,0.000000,-0.571272,0.000000,0.000000,0.820761,-0.076097,0.045379,0.000000,0.000000,0.000000,3.813117
0.981000,1.537687,0.101729,0.000000,-0.572836,0.000000,0.000000,0.819670,-0.076096,0.040474,0.000000,0.000000,0.000000,3.813090
0.981500,1.537611,0.101767,0.000000,-0.574397,0.000000,0.000000,0.818577,-0.076096,0.035569,0.000000,0.000000,0.000000,3.813064
0.982000,1.537535,0.101800,0.000000,-0.575957,0.000000,0.000000,0.817480,-0.076096,0.030663,0.000000,0.000000,0.000000,3.813037
0.982500,1.537459,0.101829,0.000000,-0.577515,0.000000,0.000000,0.816380,-0.076095,0.025758,0.000000,0.000000,0.000000,3.813011
0.983000,1.537383,0.101852,0.000000,-0.579070,0.000000,0.000000,0.815278,-0.076095,0.020853,0.000000,0.000000,0.000000,3.812984
0.983500,1.537307,0.101870,0.000000,-0.580623,0.000000,0.000000,0.814172,-0.076095,0.015947,0.000000,0.000000,0.000000,3.812958
0.984000,1.537230,0.101884,0.000000,-0.582174,0.000000,0.000000,0.813064,-0.076094,0.011042,0.000000,0.000000,0.000000,3.812931
0.984500,1.537154,0.101892,0.000000,-0.583723,0.000000,0.000000,0.811953,-0.076094,0.006137,0.000000,0.000000,0.000000,3.812905
0.985000,1.537078,0.101896,0.000000,-0.585270,0.000000,0.000000,0.810838,-0.076094,0.001232,0.000000,0.000000,0.000000,3.812878
0.985500,1.537002,0.101895,0.000000,-0.586815,0.000000,0.000000,0.809721,-0.076093,-0.003673,0.000000,0.000000,0.000000,3.812852
0.986000,1.536926,0.101889,0.000000,-0.588358,0.000000,0.000000,0.808601,-0.076093,-0.008578,0.000000,0.000000,0.000000,3.812825
0.986500,1.536850,0.101878,0.000000,-0.589898,0.000000,0.000000,0.807478,-0.076092,-0.013484,0.000000,0.000000,0.000000,3.812799
0.987000,1.536774,0.101862,0.000000,-0.591436,0.000000,0.000000,0.806352,-0.076092,-0.018389,0.000000,0.000000,0.000000,3.812773
0.987500,1.536698,0.101841,0.000000,-0.592972,0.000000,0.000000,0.805223,-0.076092,-0.023294,0.000000,0.000000,0.000000,3.812746
0.988000,1.536622,0.101815,0.000000,-0.594506,0.000000,0.000000,0.804091,-0.076091,-0.028199,0.000000,0.000000,0.000000,3.812720
0.988500,1.536546,0.101785,0.000000,-0.596038,0.000000,0.000000,0.802956,-0.076091,-0.033104,0.000000,0.000000,0.000000,3.812693
0.989000,1.536470,0.101749,0.000000,-0.597568,0.000000,0.000000,0.801818,-0.076090,-0.038009,0.000000,0.000000,0.000000,3.812667
0.989500,1.536393,0.101709,0.000000,-0.599095,0.000000,0.000000,0.800678,-0.076090,-0.042914,0.000000,0.000000,0.000000,3.812640
0.990000,1.536317,0.101663,0.000000,-0.600621,0.000000,0.000000,0.799534,-0.076089,-0.047818,0.000000,0.000000,0.000000,3.812614
0.990500,1.536241,0.101613,0.000000,-0.602144,0.000000,0.000000,0.798388,-0.076089,-0.052723,0.000000,0.000000,0.000000,3.812587
0.991000,1.536165,0.101558,0.000000,-0.603664,0.000000,0.000000,0.797239,-0.076088,-0.057628,0.000000,0.000000,0.000000,3.812561
0.991500,1.536089,0.101498,0.000000,-0.605183,0.000000,0.000000,0.796086,-0.076087,-0.062533,0.000000,0.000000,0.000000,3.812534
0.992000,1.536013,0.101433,0.000000,-0.606700,0.000000,0.000000,0.794931,-0.076087,-0.067438,0.000000,0.000000,0.000000,3.812508
0.992500,1.535937,0.101363,0.000000,-0.608214,0.000000,0.000000,0.793773,-0.076086,-0.072342,0.000000,0.000000,0.000000,3.812481
0.993000,1.535861,0.101288,0.000000,-0.609726,0.000000,0.000000,0.792612,-0.076085,-0.077247,0.000000,0.000000,0.000000,3.812455
0.993500,1.535785,0.101208,0.000000,-0.611236,0.000000,0.000000,0.791449,-0.076085,-0.082152,0.000000,0.000000,0.000000,3.812428
0.994000,1.535709,0.101124,0.000000,-0.612743,0.000000,0.000000,0.790282,-0.076084,-0.087056,0.000000,0.000000,0.000000,3.812402
0.994500,1.535633,0.101034,0.000000,-0.614248,0.000000,0.000000,0.789113,-0.076083,-0.091961,0.000000,0.000000,0.000000,3.812375
0.995000,1.535556,0.100940,0.000000,-0.615752,0.000000,0.000000,0.787940,-0.076082,-0.096865,0.000000,0.000000,0.000000,3.812349
0.995500,1.535480,0.100840,0.000000,-0.617252,0.000000,0.000000,0.786765,-0.076082,-0.101769,0.000000,0.000000,0.000000,3.812322
0.996000,1.535404,0.100736,0.000000,-0.618751,0.000000,0.000000,0.785587,-0.076081,-0.106674,0.000000,0.000000,0.000000,3.812296
0.996500,1.535328,0.100627,0.000000,-0.620247,0.000000,0.000000,0.784406,-0.076080,-0.111578,0.000000,0.000000,0.000000,3.812269
0.997000,1.535252,0.100513,0.000000,-0.621741,0.000000,0.000000,0.783223,-0.076079,-0.116482,0.000000,0.000000,0.000000,3.812243
0.997500,1.535176,0.100394,0.000000,-0.623233,0.000000,0.000000,0.782036,-0.076078,-0.121386,0.000000,0.000000,0.000000,3.812217
0.998000,1.535100,0.100270,0.000000,-0.624723,0.000000,0.000000,0.780847,-0.076077,-0.126290,0.000000,0.000000,0.000000,3.812190
0.998500,1.535024,0.100142,0.000000,-0.626210,0.000000,0.000000,0.779655,-0.076076,-0.131194,0.000000,0.000000,0.000000,3.812164
0.999000,1.534948,0.100008,0.000000,-0.627695,0.000000,0.000000,0.778460,-0.076075,-0.136098,0.000000,0.000000,0.000000,3.812137
0.999500,1.534872,0.099869,0.000000,-0.629177,0.000000,0.000000,0.777262,-0.076074,-0.141002,0.000000,0.000000,0.000000,3.812111
1.000000,1.534796,0.099726,0.000000,-0.630658,0.000000,0.000000,0.776061,-0.076073,-0.145905,0.000000,0.000000,0.000000,3.812084
1.000500,1.534720,0.099578,0.000000,-0.632136,0.000000,0.000000,0.774858,-0.076072,-0.150809,0.000000,0.000000,0.000000,3.812058
1.001000,1.534644,0.099424,0.000000,-0.633612,0.000000,0.000000,0.773651,-0.076071,-0.155712,0.000000,0.000000,0.000000,3.812031
1.001500,1.534567,0.099266,0.000000,-0.635085,0.000000,0.000000,0.772442,-0.076070,-0.160616,0.000000,0.000000,0.000000,3.812005
1.002000,1.534491,0.099103,0.000000,-0.636556,0.000000,0.000000,0.771230,-0.076068,-0.165519,0.000000,0.000000,0.000000,3.811978
1.002500,1.534415,0.098935,0.000000,-0.638025,0.000000,0.000000,0.770016,-0.076067,-0.170422,0.000000,0.000000,0.000000,3.811952
1.003000,1.534339,0.098762,0.000000,-0.639491,0.000000,0.000000,0.768798,-0.076066,-0.175325,0.000000,0.000000,0.000000,3.811925
1.003500,1.534263,0.098584,0.000000,-0.640955,0.000000,0.000000,0.767578,-0.076065,-0.180228,0.000000,0.000000,0.000000,3.811899
1.004000,1.534187,0.098402,0.000000,-0.642417,0.000000,0.000000,0.766355,-0.076063,-0.185131,0.000000,0.000000,0.000000,3.811872
1.004500,1.534111,0.098214,0.000000,-0.643877,0.000000,0.000000,0.765129,-0.076062,-0.190033,0.000000,0.000000,0.000000,3.811846
1.005000,1.534035,0.098022,0.000000,-0.645334,0.000000,0.000000,0.763901,-0.076060,-0.194936,0.000000,0.000000,0.000000,3.811819
1.005500,1.533959,0.097824,0.000000,-0.646789,0.000000,0.000000,0.762669,-0.076059,-0.199838,0.000000,0.000000,0.000000,3.811793
1.006000,1.533883,0.097622,0.000000,-0.648241,0.000000,0.000000,0.761435,-0.076058,-0.204741,0.000000,0.000000,0.000000,3.811767
1.006500,1.533807,0.097415,0.000000,-0.649691,0.000000,0.000000,0.760198,-0.076056,-0.209643,0.000000,0.000000,0.000000,3.811740
1.007000,1.533731,0.097203,0.000000,-0.651139,0.000000,0.000000,0.758959,-0.076055,-0.214545,0.000000,0.000000,0.000000,3.811714
1.007500,1.533655,0.096986,0.000000,-0.652584,0.000000,0.000000,0.757716,-0.076053,-0.219447,0.000000,0.000000,0.000000,3.811687
1.008000,1.533579,0.096764,0.000000,-0.654027,0.000000,0.000000,0.756471,-0.076051,-0.224349,0.000000,0.000000,0.000000,3.811661
1.008500,1.533503,0.096537,0.000000,-0.655467,0.000000,0.000000,0.755224,-0.076050,-0.229250,0.000000,0.000000,0.000000,3.811634
1.009000,1.533427,0.096305,0.000000,-0.656905,0.000000,0.000000,0.753973,-0.076048,-0.234152,0.000000,0.000000,0.000000,3.811608
1.009500,1.533351,0.096069,0.000000,-0.658341,0.000000,0.000000,0.752720,-0.076046,-0.239053,0.000000,0.000000,0.000000,3.811581
1.010000,1.533274,0.095827,0.000000,-0.659775,0.000000,0.000000,0.751464,-0.076045,-0.243954,0.000000,0.000000,0.000000,3.811555
1.010500,1.533198,0.095581,0.000000,-0.661205,0.000000,0.000000,0.750205,-0.076043,-0.248855,0.000000,0.000000,0.000000,3.811528
1.011000,1.533122,0.095329,0.000000,-0.662634,0.000000,0.000000,0.748943,-0.076041,-0.253756,0.000000,0.000000,0.000000,3.811502
1.011500,1.533046,0.095073,0.000000,-0.664060,0.000000,0.000000,0.747679,-0.076039,-0.258657,0.000000,0.000000,0.000000,3.811475
1.012000,1.532970,0.094812,0.000000,-0.665484,0.000000,0.000000,0.746412,-0.076037,-0.263557,0.000000,0.000000,0.000000,3.811449
1.012500,1.532894,0.094546,0.000000,-0.666905,0.000000,0.000000,0.745143,-0.076036,-0.268458,0.000000,0.000000,0.000000,3.811422
1.013000,1.532818,0.094275,0.000000,-0.668324,0.000000,0.000000,0.743871,-0.076034,-0.273358,0.000000,0.000000,0.000000,3.811396
1.013500,1.532742,0.093999,0.000000,-0.669740,0.000000,0.000000,0.742596,-0.076032,-0.278258,0.000000,0.000000,0.000000,3.811369
1.014000,1.532666,0.093719,0.000000,-0.671154,0.000000,0.000000,0.741318,-0.076030,-0.283158,0.000000,0.000000,0.000000,3.811343
1.014500,1.532590,0.093433,0.000000,-0.672566,0.000000,0.000000,0.740038,-0.076028,-0.288057,0.000000,0.000000,0.000000,3.811317
1.015000,1.532514,0.093143,0.000000,-0.673975,0.000000,0.000000,0.738755,-0.076026,-0.292957,0.000000,0.000000,0.000000,3.811290
1.015500,1.532438,0.092847,0.000000,-0.675381,0.000000,0.000000,0.737469,-0.076023,-0.297856,0.000000,0.000000,0.000000,3.811264
1.016000,1.532362,0.092547,0.000000,-0.676785,0.000000,0.000000,0.736180,-0.076021,-0.302755,0.000000,0.000000,0.000000,3.811237
1.016500,1.532286,0.092242,0.000000,-0.678187,0.000000,0.000000,0.734889,-0.076019,-0.307654,0.000000,0.000000,0.000000,3.811211
1.017000,1.532210,0.091932,0.000000,-0.679586,0.000000,0.000000,0.733596,-0.076017,-0.312553,0.000000,0.000000,0.000000,3.811184
1.017500,1.532134,0.091617,0.000000,-0.680983,0.000000,0.000000,0.732299,-0.076015,-0.317451,0.000000,0.000000,0.000000,3.811158
1.018000,1.532058,0.091297,0.000000,-0.682377,0.000000,0.000000,0.731000,-0.076013,-0.322350,0.000000,0.000000,0.000000,3.811131
1.018500,1.531982,0.090972,0.000000,-0.683769,0.000000,0.000000,0.729699,-0.076010,-0.327248,0.000000,0.000000,0.000000,3.811105
1.019000,1.531906,0.090642,0.000000,-0.685158,0.000000,0.000000,0.728395,-0.076008,-0.332146,0.000000,0.000000,0.000000,3.811078
1.019500,1.531830,0.090308,0.000000,-0.686545,0.000000,0.000000,0.727088,-0.076006,-0.337043,0.000000,0.000000,0.000000,3.811052
1.020000,1.531754,0.089968,0.000000,-0.687929,0.000000,0.000000,0.725778,-0.076003,-0.341941,0.000000,0.000000,0.000000,3.811025
1.020500,1.531678,0.089624,0.000000,-0.689311,0.000000,0.000000,0.724466,-0.076001,-0.346838,0.000000,0.000000,0.000000,3.810999
1.021000,1.531602,0.089274,0.000000,-0.690690,0.000000,0.000000,0.723151,-0.075998,-0.351735,0.000000,0.000000,0.000000,3.810972
1.021500,1.531526,0.088920,0.000000,-0.692067,0.000000,0.000000,0.721834,-0.075996,-0.356632,0.000000,0.000000,0.000000,3.810946
1.022000,1.531450,0.088561,0.000000,-0.693441,0.000000,0.000000,0.720514,-0.075993,-0.361528,0.000000,0.000000,0.000000,3.810920
1.022500,1.531374,0.088197,0.000000,-0.694812,0.000000,0.000000,0.719191,-0.075991,-0.366425,0.000000,0.000000,0.000000,3.810893
1.023000,1.531298,0.087828,0.000000,-0.696181,0.000000,0.000000,0.717866,-0.075988,-0.371321,0.000000,0.000000,0.000000,3.810867
1.023500,1.531222,0.087455,0.000000,-0.697548,0.000000,0.000000,0.716538,-0.075986,-0.376217,0.000000,0.000000,0.000000,3.810840
1.024000,1.531146,0.087076,0.000000,-0.698912,0.000000,0.000000,0.715208,-0.075983,-0.381112,0.000000,0.000000,0.000000,3.810814
1.024500,1.531070,0.086692,0.000000,-0.700274,0.000000,0.000000,0.713875,-0.075980,-0.386008,0.000000,0.000000,0.000000,3.810787
1.025000,1.530994,0.086304,0.000000,-0.701632,0.000000,0.000000,0.712539,-0.075977,-0.390903,0.000000,0.000000,0.000000,3.810761
1.025500,1.530918,0.085911,0.000000,-0.702989,0.000000,0.000000,0.711201,-0.075975,-0.395798,0.000000,0.000000,0.000000,3.810734
1.026000,1.530842,0.085512,0.000000,-0.704343,0.000000,0.000000,0.709860,-0.075972,-0.400692,0.000000,0.000000,0.000000,3.810708
1.026500,1.530766,0.085109,0.000000,-0.705694,0.000000,0.000000,0.708517,-0.075969,-0.405587,0.000000,0.000000,0.000000,3.810681
1.027000,1.530690,0.084701,0.000000,-0.707043,0.000000,0.000000,0.707171,-0.075966,-0.410481,0.000000,0.000000,0.000000,3.810655
1.027500,1.530614,0.084288,0.000000,-0.708389,0.000000,0.000000,0.705823,-0.075963,-0.415375,0.000000,0.000000,0.000000,3.810628
1.028000,1.530538,0.083870,0.000000,-0.709732,0.000000,0.000000,0.704472,-0.075960,-0.420268,0.000000,0.000000,0.000000,3.810602
1.028500,1.530462,0.083448,0.000000,-0.711073,0.000000,0.000000,0.703118,-0.075957,-0.425162,0.000000,0.000000,0.000000,3.810576
1.029000,1.530386,0.083020,0.000000,-0.712412,0.000000,0.000000,0.701762,-0.075954,-0.430055,0.000000,0.000000,0.000000,3.810549
1.029500,1.530310,0.082588,0.000000,-0.713747,0.000000,0.000000,0.700403,-0.075951,-0.434947,0.000000,0.000000,0.000000,3.810523
1.030000,1.530234,0.082150,0.000000,-0.715080,0.000000,0.000000,0.699042,-0.075948,-0.439840,0.000000,0.000000,0.000000,3.810496
1.030500,1.530159,0.081708,0.000000,-0.716411,0.000000,0.000000,0.697679,-0.075945,-0.444732,0.000000,0.000000,0.000000,3.810470
1.031000,1.530083,0.081261,0.000000,-0.717739,0.000000,0.000000,0.696312,-0.075942,-0.449624,0.000000,0.000000,0.000000,3.810443
1.031500,1.530007,0.080809,0.000000,-0.719064,0.000000,0.000000,0.694944,-0.075939,-0.454516,0.000000,0.000000,0.000000,3.810417
