t,x,y,E
22140.0,8.451982497034036e8,-5.344553043820368e8,-3.3371499991003734e34
22200.0,8.533805186090679e8,-5.212906292157804e8,-3.3371499991479563e34
22260.0,8.613577628045601e8,-5.080007124271729e8,-3.337149999194346e34
22320.0,8.691280656106771e8,-4.945887468346187e8,-3.3371499992395347e34
22380.0,8.766895600671242e8,-4.8105795458540314e8,-3.337149999283506e34
22440.0,8.840404293812897e8,-4.674115863814733e8,-3.337149999326253e34
22500.0,8.911789073649626e8,-4.5365292069835025e8,-3.337149999367761e34
22560.0,8.981032788588886e8,-4.397852629973613e8,-3.3371499994080254e34
22620.0,9.048118801450622e8,-4.2581194493138146e8,-3.3371499994470334e34
22680.0,9.113030993466543e8,-4.117363235442748e8,-3.337149999484776e34
22740.0,9.175753768154807e8,-3.975617804642286e8,-3.3371499995212432e34
22800.0,9.236272055069172e8,-3.8329172109117395e8,-3.337149999556428e34
22860.0,9.294571313421712e8,-3.689295737784888e8,-3.3371499995903217e34
22920.0,9.350637535578223e8,-3.5447878900917923e8,-3.337149999622915e34
22980.0,9.404457250425489e8,-3.399428385667378e8,-3.3371499996542014e34
23040.0,9.456017526609576e8,-3.253252147008783e8,-3.337149999684174e34
23100.0,9.505305975644395e8,-3.106294292883478e8,-3.3371499997128224e34
23160.0,9.552310754889774e8,-2.9585901298901653e8,-3.3371499997401424e34
23220.0,9.597020570398319e8,-2.810175143974505e8,-3.337149999766128e34
23280.0,9.639424679630388e8,-2.6610849919016925e8,-3.3371499997907705e34
23340.0,9.679512894036523e8,-2.5113554926879486e8,-3.3371499998140655e34
23400.0,9.717275581506704e8,-2.361022618992978e8,-3.3371499998360074e34
23460.0,9.752703668685852e8,-2.2101224884754685e8,-3.3371499998565907e34
23520.0,9.785788643155018e8,-2.0586913551137102e8,-3.337149999875811e34
23580.0,9.816522555477725e8,-1.906765600493421e8,-3.3371499998936622e34
23640.0,9.844898021110982e8,-1.7543817250648758e8,-3.3371499999101407e34
23700.0,9.870908222180498e8,-1.601576339371442e8,-3.3371499999252408e34
23760.0,9.89454690911968e8,-1.448386155251629e8,-3.3371499999389633e34
23820.0,9.915808402172014e8,-1.2948479770167735e8,-3.3371499999513023e34
23880.0,9.93468759275646e8,-1.1409986926064757e8,-3.3371499999622532e34
23940.0,9.951179944695548e8,-9.868752647239192e7,-3.3371499999718183e34
24000.0,9.965281495305867e8,-8.325147219532062e7,-3.3371499999799884e34
24060.0,9.976988856350689e8,-6.779541498608427e7,-3.3371499999867676e34
24120.0,9.986299214854496e8,-5.232306820835163e7,-3.3371499999921513e34
24180.0,9.993210333779217e8,-3.683814914043103e7,-3.3371499999961394e34
24240.0,9.997720552562011e8,-2.1344378081950016e7,-3.3371499999987303e34
24300.0,9.999828787514462e8,-5845477.459808172,-3.337149999999922e34
24360.0,9.999534532083097e8,9654829.066381797,-3.3371499999997177e34
24420.0,9.99683785697116e8,2.5152817499149524e7,-3.3371499999981137e34
24480.0,9.991739410121617e8,4.064476439810372e7,-3.3371499999951143e34
24540.0,9.984240416561385e8,5.61269477747349e7,-3.3371499999907156e34
24600.0,9.974342678106838e8,7.159564798686881e7,-3.3371499999849224e34
24660.0,9.962048572930647e8,8.704714863255545e7,-3.337149999977733e34
24720.0,9.947361054990069e8,1.0247773744317852e8,-3.337149999969153e34
24780.0,9.930283653316815e8,1.1788370717557058e8,-3.33714999995918e34
24840.0,9.910820471168677e8,1.3326135650291929e8,-3.3371499999478205e34
24900.0,9.888976185043103e8,1.4860699090425026e8,-3.337149999935074e34
24960.0,9.864756043552977e8,1.6391692355227283e8,-3.3371499999209473e34
25020.0,9.838165866164861e8,1.7918747619937474e8,-3.337149999905439e34
25080.0,9.809212041800002e8,1.9441498006155315e8,-3.337149999888557e34
25140.0,9.777901527298458e8,2.0959577670006895e8,-3.337149999870304e34
25200.0,9.744241845746689e8,2.2472621890061224e8,-3.3371499998506836e34
25260.0,9.708241084669036e8,2.3980267154976788e8,-3.3371499998297014e34
25320.0,9.66990789408351e8,2.5482151250856993e8,-3.3371499998073615e34
25380.0,9.62925148442237e8,2.6977913348293495e8,-3.33714999978367e34
25440.0,9.586281624317987e8,2.846719408907649e8,-3.337149999758634e34
25500.0,9.541008638254514e8,2.994963567255109e8,-3.3371499997322574e34
25560.0,9.493443404085954e8,3.1424881941599023e8,-3.3371499997045458e34
25620.0,9.443597350421206e8,3.289257846822498e8,-3.337149999675507e34
25680.0,9.391482453876712e8,3.4352372638727003e8,-3.337149999645149e34
25740.0,9.337111236197398e8,3.580391373843047e8,-3.337149999613478e34
25800.0,9.28049676124656e8,3.7246853035965246e8,-3.337149999580501e34
25860.0,9.221652631865456e8,3.868084386706577e8,-3.3371499995462294e34
25920.0,9.160592986603342e8,4.01055417178739e8,-3.337149999510666e34
25980.0,9.097332496318741e8,4.152060430772451e8,-3.3371499994738227e34
26040.0,9.031886360652769e8,4.292569167139389e8,-3.337149999435708e34
26100.0,8.964270304375367e8,4.43204662407912e8,-3.3371499993963306e34
26160.0,8.894500573605314e8,4.570459292607335e8,-3.3371499993557012e34
26220.0,8.822593931904932e8,4.7077739196163714e8,-3.337149999313827e34
26280.0,8.748567656250429e8,4.843957515865546e8,-3.337149999270722e34
26340.0,8.672439532878848e8,4.9789773639080113e8,-3.337149999226392e34
26400.0,8.594227853012618e8,5.112801025952245e8,-3.33714999918085e34
26460.0,8.513951408462739e8,5.245396351656271e8,-3.3371499991341083e34
26520.0,8.431629487111669e8,5.376731485852745e8,-3.3371499990861754e34
26580.0,8.34728186827698e8,5.506774876203039e8,-3.3371499990370656e34
26640.0,8.260928817956923e8,5.635495280778501e8,-3.3371499989867885e34
26700.0,8.17259108395903e8,5.762861775567046e8,-3.3371499989353567e34
26760.0,8.082289890912931e8,5.888843761903288e8,-3.337149998882781e34
26820.0,7.990046935168593e8,6.013410973820425e8,-3.3371499988290785e34
26880.0,7.895884379581198e8,6.136533485322105e8,-3.337149998774256e34
26940.0,7.799824848183923e8,6.258181717572529e8,-3.3371499987183316e34
27000.0,7.70189142074991e8,6.378326446003069e8,-3.3371499986613183e34
27060.0,7.60210762724472e8,6.496938807333668e8,-3.3371499986032295e34
27120.0,7.500497442170622e8,6.613990306507376e8,-3.3371499985440777e34
27180.0,7.397085278804064e8,6.72945282353631e8,-3.337149998483875e34
27240.0,7.291895983327725e8,6.843298620257429e8,-3.3371499984226414e34
27300.0,7.184954828858564e8,6.95550034699648e8,-3.3371499983603873e34
27360.0,7.076287509373287e8,7.066031049138525e8,-3.33714999829713e34
27420.0,6.965920133532706e8,7.17486417360346e8,-3.337149998232883e34
27480.0,6.853879218406478e8,7.281973575224981e8,-3.337149998167664e34
27540.0,6.740191683099723e8,7.387333523031455e8,-3.3371499981014854e34
27600.0,6.624884842283071e8,7.490918706427191e8,-3.3371499980343665e34
27660.0,6.507986399627688e8,7.592704241272633e8,-3.3371499979663206e34
27720.0,6.389524441146849e8,7.692665675862e8,-3.3371499978973667e34
27780.0,6.269527428445686e8,7.790778996796952e8,-3.3371499978275195e34
27840.0,6.148024191880709e8,7.887020634754864e8,-3.337149997756796e34
27900.0,6.02504392363077e8,7.981367470150316e8,-3.3371499976852134e34
27960.0,5.900616170681121e8,8.073796838688458e8,-3.3371499976127897e34
28020.0,5.774770827722253e8,8.164286536808901e8,-3.337149997539541e34
28080.0,5.647538129965242e8,8.252814827018827e8,-3.3371499974654873e34
28140.0,5.51894864587532e8,8.339360443114053e8,-3.337149997390643e34
28200.0,5.38903326982541e8,8.423902595286773e8,-3.337149997315028e34
28260.0,5.25782321467141e8,8.506420975118778e8,-3.3371499972386616e34
28320.0,5.1253500042510045e8,8.586895760458925e8,-3.33714999716156e34
28380.0,4.991645465807806e8,8.665307620183716e8,-3.3371499970837417e34
28440.0,4.856741722342655e8,8.741637718839822e8,-3.337149997005228e34
28500.0,4.720671184893911e8,8.815867721167449e8,-3.3371499969260345e34
28560.0,4.5834665447485995e8,8.887979796503456e8,-3.3371499968461813e34
28620.0,4.445160765586286e8,8.957956623063169e8,-3.3371499967656894e34
28680.0,4.305787075557563e8,9.025781392099869e8,-3.3371499966845753e34
28740.0,4.165378959299058e8,9.091437811940956e8,-3.3371499966028613e34
28800.0,4.023970149886889e8,9.154910111899807e8,-3.337149996520565e34
28860.0,3.8815946207304925e8,9.216183046062412e8,-3.3371499964377063e34
28920.0,3.738286577408781e8,9.275241896947863e8,-3.337149996354306e34
28980.0,3.5940804494505906e8,9.332072479041829e8,-3.3371499962703828e34
29040.0,3.4490108820613945e8,9.386661142202164e8,-3.3371499961859585e34
29100.0,3.303112727798277e8,9.438994774935834e8,-3.3371499961010522e34
29160.0,3.156421038195166e8,9.489060807546383e8,-3.3371499960156863e34
29220.0,3.008971055340334e8,9.536847215151173e8,-3.3371499959298785e34
29280.0,2.860798203408204e8,9.582342520567683e8,-3.337149995843651e34
29340.0,2.711938080147483e8,9.625535797068179e8,-3.337149995757027e34
29400.0,2.5624264483276823e8,9.666416671002089e8,-3.337149995670022e34
29460.0,2.4122992271460724e8,9.704975324285456e8,-3.337149995582658e34
29520.0,2.261592483597141e8,9.741202496756877e8,-3.33714999549496e34
29580.0,2.11034242380663e8,9.775089488399365e8,-3.337149995406944e34
29640.0,1.958585384332235e8,9.806628161427599e8,-3.3371499953186364e34
29700.0,1.806357823433054e8,9.835810942240067e8,-3.337149995230054e34
29760.0,1.6536963123098937e8,9.862630823235629e8,-3.33714999514122e34
29820.0,1.5006375263185257e8,9.887081364494076e8,-3.337149995052155e34
29880.0,1.3472182361580163e8,9.909156695320281e8,-3.3371499949628835e34
29940.0,1.193475299036242e8,9.928851515651567e8,-3.3371499948734224e34
30000.0,1.0394456498147139e8,9.946161097327963e8,-3.3371499947837956e34
30060.0,8.851662921348415e7,9.961081285225048e8,-3.3371499946940245e34
30120.0,7.306742895277667e7,9.973608498249109e8,-3.33714999460413e34
30180.0,5.760067565099049e7,9.983739730194376e8,-3.337149994514135e34
30240.0,4.212008496663329e7,9.991472550462134e8,-3.33714999442406e34
30300.0,2.6629375872416593e7,9.996805104641547e8,-3.3371499943339256e34
30360.0,1.1132269761806924e7,9.999736114952043e8,-3.3371499942437557e34
30420.0,-4367510.444994993,1.000026488054717e9,-3.33714999415357e34
30480.0,-1.986624119543214e7,9.998391277679849e8,-3.337149994063391e34
30540.0,-3.536019919911139e7,9.994115759728991e8,-3.337149993973242e34
30600.0,-5.084566232225101e7,9.98743935708746e8,-3.337149993883143e34
30660.0,-6.6318910481840715e7,9.97836367691143e8,-3.337149993793115e34
30720.0,-8.177622653929938e7,9.966890902731194e8,-3.3371499937031807e34
30780.0,-9.721389719341584e7,9.953023793923509e8,-3.3371499936133626e34
30840.0,-1.1262821387235816e8,9.936765685045626e8,-3.3371499935236815e34
30900.0,-1.2801547362453741e8,9.918120485031157e8,-3.3371499934341567e34
30960.0,-1.4337198000811157e8,9.897092676247971e8,-3.337149993344812e34
31020.0,-1.586940439789164e8,9.873687313418366e8,-3.3371499932556696e34
31080.0,-1.739779847766097e8,9.847910022401752e8,-3.337149993166748e34
31140.0,-1.8922013080881608e8,9.819766998840173e8,-3.3371499930780722e34
31200.0,-2.0441682053306055e8,9.789265006666961e8,-3.3371499929896584e34
31260.0,-2.1956440333627835e8,9.756411376478913e8,-3.337149992901535e34
31320.0,-2.3465924041169035e8,9.721214003772376e8,-3.3371499928137175e34
31380.0,-2.496977056328334e8,9.68368134704365e8,-3.3371499927262287e34
31440.0,-2.6467618642453557e8,9.643822425754194e8,-3.33714999263909e34
31500.0,-2.795910846306277e8,9.601646818161106e8,-3.3371499925523216e34
31560.0,-2.9443881737818193e8,9.557164659013414e8,-3.337149992465945e34
31620.0,-3.092158179380712e8,9.510386637114727e8,-3.337149992379981e34
31680.0,-3.2391853658164173e8,9.461323992752837e8,-3.33714999229445e34
31740.0,-3.3854344143329376e8,9.409988514996886e8,-3.3371499922093717e34
31800.0,-3.530870193187654e8,9.356392538862765e8,-3.337149992124767e34
31860.0,-3.675457766089164e8,9.300548942347406e8,-3.337149992040657e34
31920.0,-3.819162400588089e8,9.242471143332703e8,-3.3371499919570604e34
31980.0,-3.961949576418843e8,9.182173096359795e8,-3.337149991874001e34
32040.0,-4.103784993790353e8,9.119669289274496e8,-3.3371499917914935e34
32100.0,-4.244634581623748e8,9.054974739744667e8,-3.3371499917095622e34
32160.0,-4.3844645057350403e8,8.988104991650387e8,-3.3371499916282246e34
32220.0,-4.523241176960829e8,8.919076111347781e8,-3.3371499915475007e34
32280.0,-4.660931259225081e8,8.847904683807405e8,-3.3371499914674095e34
32340.0,-4.797501677545055e8,8.774607808628116e8,-3.3371499913879686e34
32400.0,-4.932919625974442e8,8.699203095927396e8,-3.337149991309203e34
32460.0,-5.0671525754818213e8,8.621708662109112e8,-3.3371499912311256e34
32520.0,-5.2001682817625433e8,8.542143125509723e8,-3.3371499911537577e34
32580.0,-5.3319347929821575e8,8.460525601924002e8,-3.3371499910771147e34
32640.0,-5.462420457449534e8,8.37687570001132e8,-3.3371499910012197e34
32700.0,-5.591593931217841e8,8.291213516583631e8,-3.3371499909260884e34
32760.0,-5.719424185611544e8,8.203559631776264e8,-3.3371499908517393e34
32820.0,-5.845880514677631e8,8.113935104102695e8,-3.3371499907781908e34
32880.0,-5.970932542559273e8,8.022361465394492e8,-3.337149990705459e34
32940.0,-6.094550230790154e8,7.928860715627633e8,-3.337149990633563e34
33000.0,-6.216703885507709e8,7.833455317636462e8,-3.3371499905625193e34
33060.0,-6.337364164583561e8,7.736168191716542e8,-3.337149990492344e34
33120.0,-6.456502084669431e8,7.6370227101177e8,-3.3371499904230545e34
33180.0,-6.57408902815683e8,7.536042691428597e8,-3.3371499903546696e34
33240.0,-6.690096750048876e8,7.433252394854165e8,-3.3371499902872034e34
33300.0,-6.804497384742582e8,7.32867651438729e8,-3.3371499902206753e34
33360.0,-6.917263452719983e8,7.222340172876141e8,-3.3371499901550966e34
33420.0,-7.028367867146506e8,7.114268915988566e8,-3.337149990090486e34
33480.0,-7.137783940375e8,7.004488706075013e8,-3.3371499900268586e34
33540.0,-7.245485390353856e8,6.893025915931449e8,-3.337149989964229e34
33600.0,-7.351446346937698e8,6.779907322463768e8,-3.337149989902613e34
33660.0,-7.45564135809912e8,6.665160100255216e8,-3.3371499898420254e34
33720.0,-7.558045396039976e8,6.548811815038385e8,-3.3371499897824802e34
33780.0,-7.658633863200774e8,6.430890417073323e8,-3.3371499897239916e34
33840.0,-7.757382598166717e8,6.311424234433373e8,-3.337149989666574e34
33900.0,-7.854267881468983e8,6.190441966200349e8,-3.337149989610242e34
33960.0,-7.949266441279851e8,6.067972675570666e8,-3.337149989555007e34
34020.0,-8.042355459000314e8,5.9440457828741e8,-3.337149989500885e34
34080.0,-8.133512574738829e8,5.818691058506851e8,-3.337149989447885e34
34140.0,-8.222715892679896e8,5.691938615780591e8,-3.337149989396025e34
34200.0,-8.309943986341184e8,5.563818903689233e8,-3.337149989345315e34
34260.0,-8.395175903717934e8,5.434362699595149e8,-3.3371499892957643e34
34320.0,-8.478391172313411e8,5.303601101836586e8,-3.3371499892473886e34
34380.0,-8.559569804054209e8,5.171565522258076e8,-3.337149989200199e34
34440.0,-8.638692300089207e8,5.0382876786656064e8,-3.3371499891542044e34
34500.0,-8.715739655471048e8,4.903799587208382e8,-3.3371499891094194e34
34560.0,-8.790693363719018e8,4.7681335546889997e8,-3.337149989065853e34
34620.0,-8.863535421262206e8,4.6313221708038837e8,-3.337149989023515e34
34680.0,-8.934248331761919e8,4.4933983003158414e8,-3.3371499889824164e34
34740.0,-9.002815110312284e8,4.354395075160621e8,-3.3371499889425663e34
34800.0,-9.069219287518046e8,4.214345886489363e8,-3.3371499889039757e34
34860.0,-9.133444913448579e8,4.07328437664886e8,-3.3371499888666524e34
34920.0,-9.195476561467171e8,3.9312444311015457e8,-3.337149988830607e34
34980.0,-9.255299331934649e8,3.7882601702871525e8,-3.3371499887958455e34
35040.0,-9.312898855786477e8,3.644365941427994e8,-3.337149988762381e34
35100.0,-9.368261297982455e8,3.4995963102798325e8,-3.3371499887302143e34
35160.0,-9.421373360828195e8,3.353986052830322e8,-3.33714998869936e34
35220.0,-9.472222287167579e8,3.207570146947003e8,-3.337149988669821e34
35280.0,-9.520795863445443e8,3.060383763976872e8,-3.337149988641607e34
35340.0,-9.567082422639737e8,2.912462260299525e8,-3.3371499886147234e34
35400.0,-9.611070847062473e8,2.7638411688359135e8,-3.3371499885891774e34
35460.0,-9.652750571028777e8,2.6145561905147412e8,-3.337149988564976e34
35520.0,-9.692111583393418e8,2.4646431856985578e8,-3.3371499885421235e34
35580.0,-9.729144429954196e8,2.3141381655715996e8,-3.3371499885206256e34
35640.0,-9.763840215721625e8,2.1630772834914482e8,-3.3371499885004896e34
35700.0,-9.796190607054347e8,2.011496826306581e8,-3.337149988481715e34
35760.0,-9.826187833659788e8,1.859433205641895e8,-3.337149988464312e34
35820.0,-9.85382469045957e8,1.7069229491542965e8,-3.337149988448282e34
35880.0,-9.879094539319215e8,1.5540026917604545e8,-3.337149988433628e34
35940.0,-9.901991310641756e8,1.4007091668388212e8,-3.337149988420358e34
36000.0,-9.922509504824848e8,1.2470791974080321e8,-3.3371499884084704e34
36060.0,-9.940644193581042e8,1.0931496872838007e8,-3.3371499883979695e34
36120.0,-9.956391021120906e8,9.389576122164299e7,-3.3371499883888582e34
36180.0,-9.9697462051987e8,7.845400110110664e7,-3.3371499883811387e34
36240.0,-9.980706538020374e8,6.299339766328283e7,-3.337149988374812e34
36300.0,-9.989269387013643e8,4.751766472989388e7,-3.3371499883698816e34
36360.0,-9.995432695459986e8,3.203051975600055e7,-3.3371499883663463e34
36420.0,-9.999194982988391e8,1.6535682937258177e7,-3.3371499883642074e34
36480.0,-1.0000555345930742e9,1036876.3165154345,-3.337149988363466e34
36540.0,-9.99951345753876e8,-1.4462177110030076e7,-3.337149988364123e34
36600.0,-9.996069568062446e8,-2.9957754286904946e7,-3.3371499883661784e34
36660.0,-9.99022450469001e8,-4.5446132993447304e7,-3.337149988369631e34
36720.0,-9.98197967134929e8,-6.0923592737693906e7,-3.337149988374479e34
36780.0,-9.971337048370715e8,-7.638641564985251e7,-3.337149988380722e34
36840.0,-9.958299192011911e8,-9.183088737514518e7,-3.337149988388358e34
36900.0,-9.942869233844018e8,-1.072532979658084e8,-3.3371499883973857e34
36960.0,-9.925050879999921e8,-1.2264994277203594e8,-3.3371499884078035e34
37020.0,-9.90484841028453e8,-1.3801712333165067e8,-3.337149988419609e34
37080.0,-9.882266677147343e8,-1.533511482582922e8,-3.3371499884327984e34
37140.0,-9.857311104517542e8,-1.6864833412790662e8,-3.33714998844737e34
37200.0,-9.829987686501887e8,-1.8390500636332658e8,-3.3371499884633185e34
37260.0,-9.800302985945727e8,-1.9911750011672863e8,-3.3371499884806414e34
37320.0,-9.768264132857474e8,-2.142821611497566e8,-3.3371499884993326e34
37380.0,-9.73387882269692e8,-2.2939534671109974e8,-3.337149988519389e34
37440.0,-9.697155314527792e8,-2.4445342641131505e8,-3.337149988540806e34
37500.0,-9.658102429035014e8,-2.5945278309468392e8,-3.3371499885635803e34
37560.0,-9.616729546407124e8,-2.743898137078939e8,-3.337149988587701e34
37620.0,-9.573046604084367e8,-2.8926093016533744e8,-3.337149988613167e34
37680.0,-9.527064094373006e8,-3.0406256021081924e8,-3.3371499886399705e34
37740.0,-9.478793061926414e8,-3.1879114827546644e8,-3.3371499886681055e34
37800.0,-9.428245101093557e8,-3.334431563316352e8,-3.3371499886975663e34
37860.0,-9.3754323531355e8,-3.4801506474260855e8,-3.3371499887283424e34
37920.0,-9.320367503310603e8,-3.625033731078827e8,-3.3371499887604296e34
37980.0,-9.263063777829108e8,-3.7690460110383743e8,-3.337149988793818e34
38040.0,-9.203534940677844e8,-3.912152893195904e8,-3.337149988828503e34
38100.0,-9.141795290315812e8,-4.054320000878336e8,-3.337149988864472e34
38160.0,-9.077859656241437e8,-4.1955131831045306e8,-3.3371499889017183e34
38220.0,-9.011743395432328e8,-4.33569852278734e8,-3.337149988940235e34
38280.0,-8.943462388658367e8,-4.47484234487954e8,-3.337149988980009e34
38340.0,-8.873033036669041e8,-4.612911224461687e8,-3.3371499890210332e34
38400.0,-8.800472256255912e8,-4.749871994769968e8,-3.337149989063298e34
38460.0,-8.725797476191179e8,-4.885691755162104e8,-3.3371499891067903e34
38520.0,-8.649026633043298e8,-5.0203378790194064e8,-3.3371499891515043e34
38580.0,-8.570178166870669e8,-5.153778021583082e8,-3.3371499891974275e34
38640.0,-8.489271016794417e8,-5.2859801277229077e8,-3.337149989244545e34
38700.0,-8.406324616451324e8,-5.416912439636414e8,-3.3371499892928497e34
38760.0,-8.321358889328021e8,-5.546543504476725e8,-3.337149989342331e34
38820.0,-8.234394243977531e8,-5.674842181907221e8,-3.3371499893929735e34
38880.0,-8.145451569119333e8,-5.801777651581222e8,-3.337149989444767e34
38940.0,-8.054552228624103e8,-5.927319420544878e8,-3.3371499894976985e34
39000.0,-7.961718056384351e8,-6.05143733056151e8,-3.3371499895517544e34
39060.0,-7.86697135107217e8,-6.174101565355623e8,-3.337149989606923e34
39120.0,-7.770334870785356e8,-6.295282657774864e8,-3.3371499896631898e34
39180.0,-7.671831827583195e8,-6.414951496868212e8,-3.337149989720545e34
39240.0,-7.571485881913207e8,-6.533079334878671e8,-3.337149989778969e34
39300.0,-7.469321136930192e8,-6.649637794148823e8,-3.3371499898384523e34
39360.0,-7.36536213270895e8,-6.76459887393756e8,-3.337149989898978e34
39420.0,-7.259633840352044e8,-6.877934957146366e8,-3.337149989960534e34
39480.0,-7.152161655994029e8,-6.989618816953526e8,-3.3371499900231023e34
39540.0,-7.042971394703584e8,-7.099623623354682e8,-3.337149990086671e34
39600.0,-6.932089284285008e8,-7.207922949608153e8,-3.3371499901512237e34
39660.0,-6.819541958980565e8,-7.314490778583474e8,-3.337149990216744e34
39720.0,-6.705356453075188e8,-7.419301509011629e8,-3.3371499902832176e34
39780.0,-6.589560194405078e8,-7.52232996163548e8,-3.3371499903506293e34
39840.0,-6.472180997771746e8,-7.623551385258912e8,-3.3371499904189593e34
39900.0,-6.353247058263094e8,-7.722941462693235e8,-3.3371499904881927e34
39960.0,-6.232786944483118e8,-7.820476316599422e8,-3.3371499905583143e34
40020.0,-6.110829591691866e8,-7.916132515224776e8,-3.3371499906293075e34
40080.0,-5.987404294857298e8,-8.009887078032653e8,-3.337149990701152e34
40140.0,-5.862540701620709e8,-8.101717481223868e8,-3.3371499907738355e34
40200.0,-5.7362688051774e8,-8.191601663148485e8,-3.3371499908473365e34
40260.0,-5.608618937074317e8,-8.279518029606674e8,-3.3371499909216386e34
40320.0,-5.479621759926364e8,-8.365445459037352e8,-3.3371499909967233e34
40380.0,-5.349308260053166e8,-8.449363307593389e8,-3.3371499910725727e34
40440.0,-5.2177097400380164e8,-8.531251414102128e8,-3.337149991149171e34
40500.0,-5.084857811210819e8,-8.611090104910042e8,-3.337149991226496e34
40560.0,-4.950784386056813e8,-8.688860198610368e8,-3.337149991304533e34
40620.0,-4.815521670552909e8,-8.76454301065256e8,-3.3371499913832596e34
40680.0,-4.679102156433469e8,-8.838120357832478e8,-3.337149991462661e34
40740.0,-4.541558613387394e8,-8.909574562662214e8,-3.3371499915427124e34
40800.0,-4.4029240811883795e8,-8.97888845761851e8,-3.3371499916233994e34
40860.0,-4.2632318617602396e8,-9.046045389268746e8,-3.3371499917047015e34
40920.0,-4.122515511179194e8,-9.111029222273512e8,-3.3371499917865986e34
40980.0,-3.9808088316150403e8,-9.173824343264779e8,-3.3371499918690712e34
41040.0,-3.838145863213147e8,-9.234415664598764e8,-3.3371499919521e34
41100.0,-3.6945608759192115e8,-9.292788627982565e8,-3.3371499920356633e34
41160.0,-3.550088361248748e8,-9.348929207973698e8,-3.3371499921197436e34
41220.0,-3.404763024003275e8,-9.402823915351698e8,-3.3371499922043196e34
41280.0,-3.2586197739352024e8,-9.454459800360968e8,-3.33714999228937e34
41340.0,-3.1116937173634017e8,-9.50382445582409e8,-3.337149992374876e34
41400.0,-2.9640201487414855e8,-9.550906020124861e8,-3.337149992460814e34
41460.0,-2.8156345421808136e8,-9.59569318006032e8,-3.337149992547167e34
41520.0,-2.6665725429302612e8,-9.638175173561089e8,-3.3371499926339134e34
41580.0,-2.516869958814796e8,-9.67834179227937e8,-3.337149992721031e34
41640.0,-2.3665627516349155e8,-9.716183384043965e8,-3.337149992808501e34
41700.0,-2.215687028529014e8,-9.751690855181744e8,-3.337149992896299e34
41760.0,-2.064279033300749e8,-9.78485567270498e8,-3.3371499929844066e34
41820.0,-1.9123751377134904e8,-9.815669866364044e8,-3.337149993072802e34
41880.0,-1.7600118327539432e8,-9.844126030564945e8,-3.3371499931614644e34
41940.0,-1.60722571986704e8,-9.870217326151266e8,-3.3371499932503713e34
42000.0,-1.4540535021642083e8,-9.893937482050059e8,-3.337149993339503e34
42060.0,-1.3005319756071246e8,-9.915280796781294e8,-3.337149993428836e34
42120.0,-1.1466980201690689e8,-9.934242139830517e8,-3.33714999351835e34
42180.0,-9.925885909760073e7,-9.950816952884357e8,-3.337149993608023e34
42240.0,-8.382407094295248e7,-9.96500125092861e8,-3.3371499936978363e34
42300.0,-6.83691454313744e7,-9.976791623208612e8,-3.3371499937877628e34
42360.0,-5.289779528883632e7,-9.986185234051672e8,-3.3371499938777866e34
42420.0,-3.741373719699541e7,-9.993179823551378e8,-3.3371499939678814e34
42480.0,-2.1920690900366068e7,-9.99777370811359e8,-3.3371499940580283e34
42540.0,-6422378.312744485,-9.999965780863998e8,-3.337149994148206e34
42600.0,9077477.376897654,-9.999755511917137e8,-3.337149994238391e34
42660.0,2.4575152598835383e7,-9.997142948506801e8,-3.3371499943285627e34
42720.0,4.0066924297113836e7,-9.99212871497781e8,-3.337149994418699e34
42780.0,5.554907082395783e7,-9.984714012639136e8,-3.3371499945087786e34
42840.0,7.101787283385283e7,-9.974900619478418e8,-3.3371499945987803e34
42900.0,8.646961417708243e7,-9.96269088973793e8,-3.337149994688681e34
42960.0,1.0190058279250778e8,-9.948087753352115e8,-3.33714999477846e34
43020.0,1.1730707159937422e8,-9.931094715246787e8,-3.3371499948680963e34
43080.0,1.3268537938793111e8,-9.911715854500197e8,-3.3371499949575667e34
43140.0,1.4803181170865068e8,-9.889955823366148e8,-3.3371499950468517e34
43200.0,1.6334268175983214e8,-9.865819846159391e8,-3.3371499951359287e34
43260.0,1.7861431127337807e8,-9.839313718003565e8,-3.337149995224776e34
43320.0,1.9384303139852977e8,-9.810443803441985e8,-3.3371499953133744e34
43380.0,2.090251835833495e8,-9.779217034911603e8,-3.337149995401699e34
43440.0,2.2415712045373768e8,-9.745640911080517e8,-3.337149995489732e34
43500.0,2.3923520668977368e8,-9.709723495049402e8,-3.3371499955774506e34
43560.0,2.5425581989916968e8,-9.671473412417319e8,-3.3371499956648343e34
43620.0,2.692153514876275e8,-9.630899849212345e8,-3.33714999575186e34
43680.0,2.8411020752588934e8,-9.588012549687524e8,-3.33714999583851e34
43740.0,2.989368096132738e8,-9.542821813982673e8,-3.3371499959247622e34
43800.0,3.136915957374899e8,-9.495338495652589e8,-3.337149996010594e34
43860.0,3.283710211305218e8,-9.445573999062258e8,-3.3371499960959863e34
43920.0,3.429715591203792e8,-9.393540276649688e8,-3.3371499961809207e34
43980.0,3.574897019785082e8,-9.339249826057017e8,-3.337149996265374e34
44040.0,3.719219617626584e8,-9.282715687130584e8,-3.3371499963493265e34
44100.0,3.8626487115500504e8,-9.223951438790686e8,-3.337149996432759e34
44160.0,4.005149842953224e8,-9.162971195771769e8,-3.3371499965156493e34
44220.0,4.146688776090107e8,-9.099789605233825e8,-3.3371499965979794e34
