t,x1,x2,p1,p2,Ptot,E,Erel
3.54,9.961164185404149e-2,1.0003883581459618,-2.7822417119611247e-2,2.7822417119611247e-2,0.0,5.0000387043447954e-2,7.740868957356581e-6
3.5500000000000003,9.928394515307694e-2,1.0007160548469263,-3.771692307329961e-2,3.771692307329961e-2,0.0,5.0000711283143935e-2,1.4225662876982102e-5
3.56,9.885768056180623e-2,1.001142319438197,-4.753599518084138e-2,4.753599518084138e-2,0.0,5.000112983541979e-2,2.2596708394023686e-5
3.5700000000000003,9.833370060941192e-2,1.0016662993905914,-5.7259995298021456e-2,5.7259995298021456e-2,0.0,5.000163935353159e-2,3.278707063014691e-5
3.58,9.771305325579879e-2,1.0022869467442046,-6.686947542460549e-2,6.686947542460549e-2,0.0,5.0002235763372545e-2,4.471526744917457e-5
3.59,9.699697979567407e-2,1.0030030202043294,-7.63452166003403e-2,7.63452166003403e-2,0.0,5.0002914296049486e-2,5.828592098799924e-5
3.6,9.618691237595799e-2,1.0038130876240454,-8.566826734287442e-2,8.566826734287442e-2,0.0,5.000366952601549e-2,7.339052030805303e-5
3.61,9.528447113149e-2,1.0047155288685135,-9.48199815507228e-2,9.48199815507228e-2,0.0,5.000449541445128e-2,8.990828902391542e-5
3.62,9.429146094475903e-2,1.0057085390552445,-0.10378205579546972,0.10378205579546972,0.0,5.000538535755317e-2,1.0770715106161991e-4
3.63,9.320986783613855e-2,1.006790132163865,-0.11253656592862571,0.11253656592862571,0.0,5.0006332239336086e-2,1.2664478672000357e-4
3.64,9.20418549918458e-2,1.0079581450081578,-0.12106600292992442,0.12106600292992442,0.0,5.000732848853321e-2,1.4656977066249108e-4
3.65,9.078975843756937e-2,1.0092102415624342,-0.12935330792536331,0.12935330792536331,0.0,5.000836613913621e-2,1.6732278272243965e-4
3.66,8.945608236641779e-2,1.0105439176335858,-0.13738190630495145,0.13738190630495145,0.0,5.000943689409055e-2,1.8873788180925855e-4
3.67,8.804349413053339e-2,1.0119565058694702,-0.1451357408719297,0.1451357408719297,0.0,5.001053219163977e-2,2.1064383279367736e-4
3.68,8.655481890638791e-2,1.0134451810936156,-0.1525993039571641,0.1525993039571641,0.0,5.0011643273784726e-2,2.3286547569278907e-4
3.69,8.499303404442968e-2,1.0150069659555738,-0.15975766843448416,0.15975766843448416,0.0,5.001276125631243e-2,2.5522512624692696e-4
3.7,8.336126311438258e-2,1.0166387368856211,-0.16659651757493527,0.16659651757493527,0.0,5.001387719983448e-2,2.775439966878896e-4
3.71,8.166276965810672e-2,1.0183372303418972,-0.17310217368023648,0.17310217368023648,0.0,5.001498218126676e-2,2.996436253334395e-4
3.72,7.990095066251465e-2,1.0200990493374893,-0.1792616254381772,0.1792616254381772,0.0,5.0016067365177705e-2,3.2134730355237674e-4
3.73,7.807932976559756e-2,1.0219206702344064,-0.18506255394524157,0.18506255394524157,0.0,5.0017124074436675e-2,3.4248148873178226e-4
3.74,7.620155020914927e-2,1.0237984497908545,-0.19049335734441544,0.19049335734441544,0.0,5.001814385959658e-2,3.628771919299272e-4
3.75,7.42713675522827e-2,1.025728632447721,-0.1955431740289005,0.1955431740289005,0.0,5.001911856645507e-2,3.823713290997115e-4
3.7600000000000002,7.229264216031156e-2,1.0277073578396922,-0.20020190436532778,0.20020190436532778,0.0,5.002004040125619e-2,4.008080251220729e-4
3.77,7.02693314840198e-2,1.0297306685159842,-0.20446023089302437,0.20446023089302437,0.0,5.0020901993008765e-2,4.180398601735795e-4
3.7800000000000002,6.820548214476001e-2,1.0317945178552441,-0.2083096369589349,0.2083096369589349,0.0,5.002169645242525e-2,4.33929048503228e-4
3.79,6.61052218412107e-2,1.0338947781587935,-0.21174242375092756,0.21174242375092756,0.0,5.002241742700823e-2,4.483485401628177e-4
3.8000000000000003,6.397275109397897e-2,1.0360272489060252,-0.21475172569541834,0.21475172569541834,0.0,5.0023059151844844e-2,4.611830368951567e-4
3.81,6.181233484455928e-2,1.0381876651554447,-0.2173315241885183,0.2173315241885183,0.0,5.002361649570337e-2,4.723299140656215e-4
3.8200000000000003,5.962829392545048e-2,1.0403717060745534,-0.21947665963324126,0.21947665963324126,0.0,5.002408500206221e-2,4.817000412424269e-4
3.83,5.742499641849078e-2,1.0425750035815131,-0.2211828417586977,0.2211828417586977,0.0,5.0024460924744545e-2,4.8921849488917e-4
3.84,5.520684891869411e-2,1.0447931510813098,-0.22244665820063678,0.22244665820063678,0.0,5.002474125787264e-2,4.948251574510279e-4
3.85,5.297828772106005e-2,1.0470217122789438,-0.22326558132617458,0.22326558132617458,0.0,5.0024923759902785e-2,4.984751980539872e-4
3.86,5.074376994798387e-2,1.04925623005202,-0.22363797328906004,0.22363797328906004,0.0,5.0025006971548755e-2,5.001394309733778e-4
3.87,4.850776463501173e-2,1.0514922353649923,-0.22356308930536736,0.22356308930536736,0.0,5.002499022745021e-2,4.998045490024741e-4
3.88,4.627474379276957e-2,1.0537252562072343,-0.22304107914306395,0.22304107914306395,0.0,5.002487366149299e-2,4.974732298580744e-4
3.89,4.4049173462941876e-2,1.055950826537062,-0.22207298682247442,0.22207298682247442,0.0,5.002465820573848e-2,4.931641147679069e-4
3.9,4.1835504786188304e-2,1.0581644952138156,-0.22066074852823994,0.22066074852823994,0.0,5.002434558297088e-2,4.869116594158332e-4
3.91,3.9638165099862364e-2,1.0603618349001416,-0.218807188736949,0.218807188736949,0.0,5.002393829292185e-2,4.7876585843528637e-4
3.92,3.74615490833367e-2,1.0625384509166673,-0.21651601456818412,0.21651601456818412,0.0,5.002343959228261e-2,4.6879184565043393e-4
3.93,3.531000996864437e-2,1.0646899900313596,-0.2137918083702829,0.2137918083702829,0.0,5.002285346866348e-2,4.5706937326792015e-4
3.94,3.318785083401475e-2,1.066812149165989,-0.2106400185556411,0.2106400185556411,0.0,5.0022184608708886e-2,4.436921741760017e-4
3.95,3.1099315997717106e-2,1.0689006840022865,-0.20706694870388806,0.20706694870388806,0.0,5.002143836062305e-2,4.287672124592127e-4
3.96,2.904858252942403e-2,1.0709514174705796,-0.20307974495472722,0.20307974495472722,0.0,5.0020620691405726e-2,4.124138281128002e-4
3.97,2.7039751896072106e-2,1.0729602481039315,-0.19868638171565692,0.19868638171565692,0.0,5.001973813913989e-2,3.9476278279604245e-4
3.98,2.5076841758928044e-2,1.0749231582410756,-0.19389564571315532,0.19389564571315532,0.0,5.0018797760713565e-2,3.759552142695848e-4
3.99,2.316377793826613e-2,1.0768362220617376,-0.1887171184192274,0.1887171184192274,0.0,5.001780707539254e-2,3.561415078490165e-4
4.0,2.130438656172769e-2,1.078695613438276,-0.18316115688846102,0.18316115688846102,0.0,5.001677400469656e-2,3.3548009392952934e-4
4.01,1.9502386412065795e-2,1.0804976135879378,-0.17723887304391775,0.17723887304391775,0.0,5.001570680905918e-2,3.141361811818949e-4
4.0200000000000005,1.7761381489579772e-2,1.0822386185104238,-0.17096211145328663,0.17096211145328663,0.0,5.0014614021776455e-2,2.9228043552736955e-4
4.03,1.6084853804114594e-2,1.083915146195889,-0.16434342563974894,0.16434342563974894,0.0,5.001350438077573e-2,2.7008761551289235e-4
4.04,1.4476156411041191e-2,1.0855238435889623,-0.15739605297493175,0.15739605297493175,0.0,5.001238675874619e-2,2.477351749220753e-4
4.05,1.293850670514571e-2,1.0870614932948577,-0.15013388820416473,0.15013388820416473,0.0,5.001127009219372e-2,2.2540184387270752e-4
4.0600000000000005,1.147497998583994e-2,1.0885250200141634,-0.14257145565698937,0.14257145565698937,0.0,5.001016330998406e-2,2.0326619967953006e-4
4.07,1.0088503306562495e-2,1.0899114966934407,-0.13472388019850004,0.13472388019850004,0.0,5.0009075261947755e-2,1.81505238953383e-4
4.08,8.781849620671927e-3,1.0912181503793312,-0.12660685697961374,0.12660685697961374,0.0,5.0008014648117e-2,1.6029296233829843e-4
4.09,7.557632235540018e-3,1.0924423677644632,-0.11823662004676819,0.11823662004676819,0.0,5.000698994916008e-2,1.3979898319985116e-4
4.1,6.418299585937032e-3,1.0935817004140662,-0.10962990987382909,0.10962990987382909,0.0,5.000600935856949e-2,1.2018717138809178e-4
4.11,5.366130337162175e-3,1.094633869662841,-0.10080393988114235,0.10080393988114235,0.0,5.0005080717147744e-2,1.0161434295316556e-4
4.12,4.403228827712997e-3,1.0955967711722903,-9.177636200869331e-2,9.177636200869331e-2,0.0,5.000421145031182e-2,8.422900623472603e-5
4.13,3.5315208606083955e-3,1.0964684791393948,-8.256523141222688e-2,8.256523141222688e-2,0.0,5.0003408508719045e-2,6.817017437918392e-5
4.14,2.752749851782581e-3,1.0972472501482207,-7.318897035293602e-2,7.318897035293602e-2,0.0,5.000267831269068e-2,5.3566253811892966e-5
4.15,2.068473343253205e-3,1.0979315266567502,-6.366633135293927e-2,6.366633135293927e-2,0.0,5.000202670087408e-2,4.053401747985956e-5
4.16,1.4800598880373255e-3,1.098519940111966,-5.401635969023662e-2,5.401635969023662e-2,0.0,5.000145888355719e-2,2.9177671142105404e-5
4.17,9.886863130453747e-4,1.099011313686958,-4.425835530815352e-2,4.425835530815352e-2,0.0,5.000097940100741e-2,1.9588020146454854e-5
4.18,5.953353654273365e-4,1.0994046646345759,-3.441183421545411e-2,3.441183421545411e-2,0.0,5.000059208716697e-2,1.1841743337709356e-5
4.19,3.007937470784469e-4,1.0996992062529247,-2.449648945432381e-2,2.449648945432381e-2,0.0,5.000030003899766e-2,6.000779951415004e-6
4.2,1.0565054123540355e-4,1.0998943494587679,-1.4532151714284857e-2,1.4532151714284857e-2,0.0,5.0000105591716755e-2,2.111834333379244e-6
4.21,1.0296034309892598e-5,1.0999897039656934,-4.538749670817332e-3,4.538749670817332e-3,0.0,5.0000010300124395e-2,2.0600248618052285e-7
4.22,1.4920935315765138e-5,1.0999850790646875,5.46372987199184e-3,-5.46372987199184e-3,0.0,5.0000014926172016e-2,2.9852343860770017e-7
4.23,1.195159944510094e-4,1.099880484005552,1.545528195505701e-2,-1.545528195505701e-2,0.0,5.000011943287002e-2,2.3886573986830985e-6
4.24,3.2387202159735466e-4,1.0996761279784055,2.5415923474212045e-2,-2.5415923474212045e-2,0.0,5.000032298458253e-2,6.459691648946764e-6
4.25,6.275803047005081e-4,1.0993724196953023,3.532573314641865e-2,-3.532573314641865e-2,0.0,5.0000623953710764e-2,1.2479074213561625e-5
4.26,1.0300334271942633e-3,1.0989699665728085,4.516489135233242e-2,-4.516489135233242e-2,0.0,5.000101993370502e-2,2.0398674098615032e-5
4.2700000000000005,1.530426482833633e-3,1.0984695735171692,5.491371977554152e-2,-5.491371977554152e-2,0.0,5.000150775830948e-2,3.0155166187845144e-5
4.28,2.1277586855073384e-3,1.0978722413144957,6.455272075919954e-2,-6.455272075919954e-2,0.0,5.000208352687848e-2,4.167053756790044e-5
4.29,2.820835370810032e-3,1.097179164629193,7.406261630133917e-2,-7.406261630133917e-2,0.0,5.000274263556642e-2,5.485271132671378e-5
4.3,3.6082703853711085e-3,1.096391729614632,8.342438661087613e-2,-8.342438661087613e-2,0.0,5.000347981414052e-2,6.959628280872586e-5
4.3100000000000005,4.488488859161446e-3,1.0955115111408416,9.261930814719134e-2,-9.261930814719134e-2,0.0,5.000428916812057e-2,8.57833624097469e-5
4.32,5.459730355233463e-3,1.0945402696447695,0.10162899106721217,-0.10162899106721217,0.0,5.0005164225912294e-2,1.032845182441509e-4
4.33,6.5200523905950165e-3,1.093479947609408,0.11043541600509856,-0.11043541600509856,0.0,5.000609799055374e-2,1.2195981107312994e-4
4.34,7.667334321175383e-3,1.0923326656788277,0.11902097011097476,-0.11902097011097476,0.0,5.0007082995662956e-2,1.4165991325740233e-4
4.3500000000000005,8.899281583113402e-3,1.0911007184168897,0.12736848227662903,-0.12736848227662903,0.0,5.000811136513848e-2,1.6222730276793635e-4
4.36,1.0213430281885197e-2,1.089786569718118,0.13546125747773005,-0.13546125747773005,0.0,5.000917487613851e-2,1.8349752276852727e-4
4.37,1.1607152120093224e-2,1.0883928478799099,0.1432831101638756,-0.1432831101638756,0.0,5.0010265024828846e-2,2.0530049657518888e-4
4.38,1.307765965406107e-2,1.0869223403459418,0.15081839662969337,-0.15081839662969337,0.0,5.001137309438057e-2,2.2746188760969195e-4
4.39,1.4622011868720796e-2,1.085377988131282,0.15805204630225175,-0.15805204630225175,0.0,5.0012490224669706e-2,2.498044933924022e-4
4.4,1.6237120059643083e-2,1.0837628799403596,0.1649695918822056,-0.1649695918822056,0.0,5.001360748312232e-2,2.72149662444709e-4
4.41,1.7919754010446085e-2,1.0820802459895564,0.17155719827839505,-0.17155719827839505,0.0,5.001471593613996e-2,2.9431872279744815e-4
4.42,1.9666548453228197e-2,1.0803334515467742,0.1778016902780277,-0.1778016902780277,0.0,5.001580672053223e-2,3.1613441064282045e-4
4.43,2.1474009799103855e-2,1.0785259902008986,0.18369057889710427,-0.18369057889710427,0.0,5.0016871114387185e-2,3.3742228774197243e-4
4.44,2.333852312538131e-2,1.0766614768746212,0.18921208635838666,-0.18921208635838666,0.0,5.001790060681145e-2,3.5801213622732526e-4
4.45,2.5256359405408005e-2,1.0747436405945945,0.19435516964695226,-0.19435516964695226,0.0,5.0018886965983625e-2,3.7773931967077724e-4
4.46,2.7223682966623884e-2,1.0727763170333786,0.19910954259622393,-0.19910954259622393,0.0,5.0019822304975814e-2,3.964460995145573e-4
4.47,2.9236559161906518e-2,1.0707634408380962,0.20346569646030319,-0.20346569646030319,0.0,5.002069914481747e-2,4.1398289634772474e-4
4.48,3.129096223886534e-2,1.0687090377611375,0.20741491893146186,-0.20741491893146186,0.0,5.002151047429721e-2,4.3020948594249466e-4
4.49,3.338278339134644e-2,1.0666172166086563,0.2109493115647576,-0.2109493115647576,0.0,5.00222498060243e-2,4.449961204842915e-4
4.5,3.550783897704485e-2,1.0644921610229579,0.21406180557492382,-0.21406180557492382,0.0,5.0022911228302464e-2,4.5822456604754843e-4
4.51,3.766187888478917e-2,1.0623381211152136,0.21674617597394022,-0.21674617597394022,0.0,5.002348945239919e-2,4.697890479821157e-4
4.5200000000000005,3.984059503476391e-2,1.060159404965239,0.21899705402100875,-0.21899705402100875,0.0,5.002397985483447e-2,4.795970966876831e-4
4.53,4.2039629994669134e-2,1.0579603700053337,0.22080993796003526,-0.22080993796003526,0.0,5.0024378514350515e-2,4.875702870085755e-4
4.54,4.425458569458502e-2,1.0557454143054177,0.22218120202314168,-0.22218120202314168,0.0,5.002468224326575e-2,4.936448653132522e-4
4.55,4.6481032223111736e-2,1.0535189677768908,0.2231081036822018,-0.2231081036822018,0.0,5.002488861296385e-2,4.977722592752745e-4
4.5600000000000005,4.871451668719223e-2,1.0512854833128102,0.2235887891338975,-0.2235887891338975,0.0,5.002499597331268e-2,4.999194662519404e-4
4.57,5.095057211789835e-2,1.049049427882104,0.2236222970073254,-0.2236222970073254,0.0,5.002500346585892e-2,5.000693171766648e-4
4.58,5.318472640436867e-2,1.0468152735956338,0.22320856028673863,-0.22320856028673863,0.0,5.002491103069214e-2,4.982206138411096e-4
4.59,5.541251123803026e-2,1.0445874887619722,0.2223484064455784,-0.2223484064455784,0.0,5.002471940692395e-2,4.943881384772411e-4
4.6000000000000005,5.7629471049215786e-2,1.0423705289507865,0.221043555791527,-0.221043555791527,0.0,5.0024430126778e-2,4.886025355582682e-4
4.61,5.983117191830288e-2,1.0401688280816994,0.21929661802589256,-0.21929661802589256,0.0,5.0024045503338326e-2,4.809100667647884e-4
4.62,6.2013210443553374e-2,1.037986789556449,0.21711108702420634,-0.21711108702420634,0.0,5.0023568612053926e-2,4.713722410767943e-4
4.63,6.417122254791677e-2,1.0358287774520856,0.2144913338484717,-0.2144913338484717,0.0,5.002300326614756e-2,4.6006532294945365e-4
4.64,6.630089220718433e-2,1.033699107792818,0.2114425980050401,-0.2114425980050401,0.0,5.002235398612512e-2,4.47079722500631e-4
4.65,6.839796008203752e-2,1.0316020399179646,0.2079709769655984,-0.2079709769655984,0.0,5.002162596362958e-2,4.325192725898589e-4
4.66,7.045823203672665e-2,1.0295417679632755,0.2040834139722255,-0.2040834139722255,0.0,5.0020825019928876e-2,4.1650039857579687e-4
4.67,7.247758752734232e-2,1.0275224124726599,0.19978768415090817,-0.19978768415090817,0.0,5.001995755936878e-2,3.9915118737382445e-4
4.68,7.445198784290331e-2,1.025548012157099,0.19509237896128903,-0.19509237896128903,0.0,5.001903051816389e-2,3.806103632761342e-4
4.69,7.63774841827785e-2,1.0236225158172239,0.19000688901374732,-0.19000688901374732,0.0,5.001805130893583e-2,3.6102617871486216e-4
4.7,7.825022555428812e-2,1.0217497744457142,0.1845413852881781,-0.1845413852881781,0.0,5.00170277614415e-2,3.405552288282537e-4
4.71,8.006646647468918e-2,1.0199335335253132,0.17870679879203255,-0.17870679879203255,0.0,5.001596805996672e-2,3.1936119933267894e-4
4.72,8.182257446214086e-2,1.0181774255378615,0.1725147986983029,-0.1725147986983029,0.0,5.0014880677884434e-2,2.976135576869538e-4
4.73,8.351503730066827e-2,1.016484962699334,0.16597776900717667,-0.16597776900717667,0.0,5.001377430990188e-2,2.7548619803585646e-4
4.74,8.514047006459434e-2,1.0148595299354077,0.15910878377803606,-0.15910878377803606,0.0,5.00126578025374e-2,2.5315605074627224e-4
4.75,8.669562188839122e-2,1.013304378111611,0.15192158098133934,-0.15192158098133934,0.0,5.001154008338361e-2,2.3080166767053227e-4
4.76,8.817738246841132e-2,1.011822617531591,0.14443053502268,-0.14443053502268,0.0,5.001043008972306e-2,2.0860179445941727e-4
4.7700000000000005,8.95827882834946e-2,1.0104172117165078,0.1366506279939753,-0.1366506279939753,0.0,5.0009336697065115e-2,1.867339413005872e-4
4.78,9.09090285220109e-2,1.0090909714779914,0.12859741970928262,-0.12859741970928262,0.0,5.00082686481775e-2,1.6537296354826565e-4
4.79,9.215345070348317e-2,1.0078465492965192,0.12028701658517138,-0.12028701658517138,0.0,5.0007234483178994e-2,1.446896635781678e-4
4.8,9.331356598354848e-2,1.006686434016454,0.11173603942788982,-0.11173603942788982,0.0,5.000624247125286e-2,1.2484942505552855e-4
4.8100000000000005,9.438705413164669e-2,1.005612945868356,0.1029615901917525,-0.1029615901917525,0.0,5.000530054452666e-2,1.0601089053152695e-4
4.82,9.537176817148162e-2,1.0046282318285211,9.398121777523169e-2,-9.398121777523169e-2,0.0,5.00044162346465e-2,8.83246929282709e-5
4.83,9.626573867497358e-2,1.003734261325029,8.48128829231604e-2,-8.48128829231604e-2,0.0,5.000359661255417e-2,7.193225108170763e-5
4.84,9.70671777011156e-2,1.002932822298887,7.547492230524279e-2,-7.547492230524279e-2,0.0,5.000284823194795e-2,5.696463895726857e-5
4.8500000000000005,9.777448237185539e-2,1.002225517628147,6.598601184271467e-2,-6.598601184271467e-2,0.0,5.0002177076879074e-2,4.354153757976646e-5
4.86,9.838623807785146e-2,1.0016137619221508,5.6365129356501106e-2,-5.6365129356501106e-2,0.0,5.000158851390343e-2,3.1770278066944825e-5
4.87,9.890122130769184e-2,1.0010987786923105,4.663151661157454e-2,-4.663151661157454e-2,0.0,5.000108724917041e-2,2.1744983406540815e-5
4.88,9.931840209491684e-2,1.0006815979050854,3.680464083342483e-2,-3.680464083342483e-2,0.0,5.000067729079316e-2,1.3545815861493147e-5
4.89,9.9636946077952e-2,1.00036305392205,2.6904155773608253e-2,-2.6904155773608253e-2,0.0,5.0000361916798866e-2,7.238335975601183e-6
4.9,9.985621616883125e-2,1.0001437838311706,1.6949862402244442e-2,-1.6949862402244442e-2,0.0,5.0000143648917715e-2,2.8729783525804858e-6
4.91,9.997577382737285e-2,1.0000242261726289,6.961669306076123e-3,-6.961669306076123e-3,0.0,5.0000024232419976e-2,4.846483978027108e-7
4.92,9.999537993825972e-2,1.000004620061742,-3.040447128704349e-3,3.040447128704349e-3,0.0,5.000000462215948e-2,9.244318782686262e-8
4.93,9.991499528927006e-2,1.0000850047107317,-1.3036482669227412e-2,1.3036482669227412e-2,0.0,5.000008497494036e-2,1.6994988054352926e-6
4.94,9.973478064970187e-2,1.0002652193502999,-2.3006445244412022e-2,2.3006445244412022e-2,0.0,5.000026464826157e-2,5.29296522971955e-6
4.95,9.945509644883428e-2,1.0005449035511673,-3.2930394929107806e-2,3.2930394929107806e-2,0.0,5.000054220545549e-2,1.0844109108037995e-5
4.96,9.907650205506902e-2,1.0009234979449324,-4.278848382394541e-2,4.278848382394541e-2,0.0,5.0000915427174504e-2,1.8308543488360055e-5
4.97,9.85997546571936e-2,1.0014002453428077,-5.2560995751135126e-2,5.2560995751135126e-2,0.0,5.000138132913782e-2,2.762658275465286e-5
4.98,9.802580775000382e-2,1.0019741922499974,-6.222838568682258e-2,6.222838568682258e-2,0.0,5.0001936185993294e-2,3.872371986415872e-5
4.99,9.735580922731403e-2,1.002644190772687,-7.177131885113641e-2,7.177131885113641e-2,0.0,5.000257556110564e-2,5.151122211111128e-5
5.0,9.659109908616961e-2,1.0034089009138314,-8.117070937774798e-2,8.117070937774798e-2,0.0,5.000329434203136e-2,6.588684062544526e-5
5.01,9.573320674685286e-2,1.0042667932531482,-9.040775848560406e-2,9.040775848560406e-2,0.0,5.0004086781398095e-2,8.173562796018316e-5
5.0200000000000005,9.47838479940424e-2,1.0052161520059586,-9.946399207648893e-2,9.946399207648893e-2,0.0,5.0004946542860855e-2,9.893085721537891e-5
5.03,9.374492154524385e-2,1.006255078454757,-0.10832129768322082,0.10832129768322082,0.0,5.000586675176694e-2,1.1733503533714586e-4
5.04,9.261850525335481e-2,1.007381494746646,-0.1169619606945863,0.1169619606945863,0.0,5.0006840050125914e-2,1.36801002516562e-4
5.05,9.140685195095907e-2,1.0085931480490415,-0.1253686997845626,0.1253686997845626,0.0,5.000785865544416e-2,1.5717310888146958e-4
5.0600000000000005,9.011238494466142e-2,1.009887615055339,-0.1335247014749698,0.1335247014749698,0.0,5.0008914422953424e-2,1.782884590667552e-4
5.07,8.873769316847445e-2,1.011262306831526,-0.1414136537624271,0.1414136537624271,0.0,5.000999891073666e-2,1.999782147314718e-4
5.08,8.728552600595052e-2,1.0127144739940501,-0.1490197787423595,0.1490197787423595,0.0,5.0011103447229546e-2,2.2206894458920396e-4
5.09,8.575878779141469e-2,1.014241212208586,-0.15632786416480718,0.15632786416480718,0.0,5.001221920055847e-2,2.4438401116766385e-4
5.1000000000000005,8.416053200129603e-2,1.0158394679987046,-0.16332329385892524,0.16332329385892524,0.0,5.001333724915981e-2,2.667449831944553e-4
5.11,8.249395514717478e-2,1.017506044852826,-0.16999207696532545,0.16999207696532545,0.0,5.001444865311684e-2,2.8897306233510673e-4
5.12,8.076239038275917e-2,1.0192376096172415,-0.17632087591779502,0.17632087591779502,0.0,5.001554452564355e-2,3.1089051286931014e-4
5.13,7.896930083757805e-2,1.0210306991624227,-0.18229703311842899,0.18229703311842899,0.0,5.001661610414314e-2,3.3232208286104677e-4
5.14,7.711827269072179e-2,1.0228817273092792,-0.18790859625282608,0.18790859625282608,0.0,5.0017654820274024e-2,3.5309640547875827e-4
5.15,7.521300799848407e-2,1.024786992001517,-0.1931443421947175,0.1931443421947175,0.0,5.001865236846206e-2,3.730473692395424e-4
5.16,7.325731729024938e-2,1.0267426827097514,-0.1979937994522195,0.1979937994522195,0.0,5.001960077231201e-2,3.920154462384855e-4
5.17,7.12551119474342e-2,1.0287448880525665,-0.2024472691108171,0.2024472691108171,0.0,5.0020492448386494e-2,4.098489677281651e-4
5.18,6.921039638072414e-2,1.0307896036192765,-0.20649584423119305,0.20649584423119305,0.0,5.0021320266843666e-2,4.26405336871604e-4
5.19,6.712726002125263e-2,1.032872739978748,-0.2101314276631066,0.2101314276631066,0.0,5.002207760844716e-2,4.415521689414551e-4
5.2,6.500986914173863e-2,1.034990130858262,-0.21334674823969396,0.21334674823969396,0.0,5.002275841749351e-2,4.551683498685281e-4
5.21,6.286245852394116e-2,1.0371375414760595,-0.21613537531980193,0.21613537531980193,0.0,5.0023357250233595e-2,4.6714500467018224e-4
5.22,6.06893229890958e-2,1.0393106770109048,-0.2184917316492703,0.2184917316492703,0.0,5.002386931840084e-2,4.7738636801505837e-4
5.23,5.849480880827225e-2,1.0415051911917284,-0.22041110451544013,0.22041110451544013,0.0,5.0024290527498176e-2,4.858105499618007e-4
5.24,5.6283305009832155e-2,1.0437166949901684,-0.22188965517257908,0.22188965517257908,0.0,5.002461750953762e-2,4.923501907506947e-4
5.25,5.4059234601372394e-2,1.0459407653986281,-0.2229244265193729,0.2229244265193729,0.0,5.002484764997082e-2,4.969529994146285e-4
5.26,5.1827045723709886e-2,1.0481729542762905,-0.22351334901312794,0.22351334901312794,0.0,5.002497910859486e-2,4.995821718954676e-4
5.2700000000000005,4.959120275459996e-2,1.0504087972454004,-0.22365524480885676,0.22365524480885676,0.0,5.002501083426658e-2,5.002166853299008e-4
5.28,4.735617737998084e-2,1.0526438226200194,-0.22334983011496787,0.22334983011496787,0.0,5.002494257330752e-2,4.988514661487245e-4
5.29,4.512643965060176e-2,1.0548735603493984,-0.22259771576084905,0.22259771576084905,0.0,5.00247748715323e-2,4.95497430644253e-4
5.3,4.290644904192147e-2,1.0570935509580786,-0.22140040597520855,0.22140040597520855,0.0,5.002450906988429e-2,4.901813976840299e-4
5.3100000000000005,4.070064553515734e-2,1.0592993544648426,-0.21976029537761765,0.21976029537761765,0.0,5.002414729371354e-2,4.8294587426902987e-4
5.32,3.85134407373229e-2,1.061486559262677,-0.2176806641892715,0.2176806641892715,0.0,5.002369243578223e-2,4.7384871564290417e-4
5.33,3.634920905801381e-2,1.0636507909419861,-0.21516567167254683,0.21516567167254683,0.0,5.002314813313446e-2,4.629626626874431e-4
5.34,3.421227896058869e-2,1.0657877210394113,-0.21222034781247703,0.21222034781247703,0.0,5.0022518738014124e-2,4.5037476028075764e-4
5.3500000000000005,3.2106924305242396e-2,1.0678930756947578,-0.20885058325678227,0.20885058325678227,0.0,5.002180928306474e-2,4.3618566129305294e-4
5.36,3.0037355801285612e-2,1.0699626441987147,-0.20506311753457396,0.20506311753457396,0.0,5.0021025441087906e-2,4.205088217563983e-4
5.37,2.800771258572626e-2,1.071992287414274,-0.20086552557729648,0.20086552557729648,0.0,5.002017347968409e-2,4.0346959368012177e-4
5.38,2.6022053944995457e-2,1.0739779460550047,-0.1962662025688644,0.1962662025688644,0.0,5.0019260211136826e-2,3.852042227348023e-4
5.39,2.4084351196374663e-2,1.0759156488036257,-0.19127434715529462,0.19127434715529462,0.0,5.001829293794129e-2,3.6585875882413845e-4
5.4,2.219847974536112e-2,1.0778015202546394,-0.18589994304741422,0.18589994304741422,0.0,5.001727939441403e-2,3.455878882788193e-4
5.41,2.0368211334856855e-2,1.0796317886651436,-0.18015373905343898,0.18015373905343898,0.0,5.001622768484898e-2,3.2455369697786897e-4
5.42,1.8597206501682877e-2,1.0814027934983175,-0.17404722758135688,0.17404722758135688,0.0,5.001514621871584e-2,3.0292437431508835e-4
5.43,1.6889007255505534e-2,1.0831109927444948,-0.16759262165411207,0.16759262165411207,0.0,5.001404364341796e-2,2.8087286835745635e-4
5.44,1.5247029994817179e-2,1.0847529700051832,-0.160802830483559,0.160802830483559,0.0,5.00129287751473e-2,2.5857550294425225e-4
5.45,1.3674558674139189e-2,1.0863254413258612,-0.15369143365203886,0.15369143365203886,0.0,5.001181052839049e-2,2.3621056780803688e-4
5.46,1.2174738236112922e-2,1.0878252617638875,-0.1462726539532146,0.1462726539532146,0.0,5.0010697844648816e-2,2.1395689297459792e-4
5.47,1.075056832161443e-2,1.089249431678386,-0.13856132894648393,0.13856132894648393,0.0,5.000959962094121e-2,1.919924188224783e-4
5.48,9.404897270472709e-3,1.0905951027295278,-0.1305728812818603,0.1305728812818603,0.0,5.0008524638664585e-2,1.7049277328998162e-4
