time,posX,posY,posZ,oriW,oriX,oriY,oriZ,velX,velY,velZ,angX,angY,angZ
0.177000,0.000000,-0.054537,0.000000,-0.284333,-0.958726,0.000000,0.000000,0.000000,-1.736370,0.000000,50.000000,0.000000,0.000000
0.178000,0.000000,-0.056283,0.000000,-0.260283,-0.965532,0.000000,0.000000,0.000000,-1.746180,0.000000,50.000000,0.000000,0.000000
0.179000,0.000000,-0.058039,0.000000,-0.236071,-0.971736,0.000000,0.000000,0.000000,-1.755990,0.000000,50.000000,0.000000,0.000000
0.180000,0.000000,-0.059805,0.000000,-0.211712,-0.977332,0.000000,0.000000,0.000000,-1.765800,0.000000,50.000000,0.000000,0.000000
0.181000,0.000000,-0.061581,0.000000,-0.187220,-0.982318,0.000000,0.000000,0.000000,-1.775610,0.000000,50.000000,0.000000,0.000000
0.182000,0.000000,-0.063366,0.000000,-0.162611,-0.986690,0.000000,0.000000,0.000000,-1.785420,0.000000,50.000000,0.000000,0.000000
0.183000,0.000000,-0.065161,0.000000,-0.137901,-0.990446,0.000000,0.000000,0.000000,-1.795230,0.000000,50.000000,0.000000,0.000000
0.184000,0.000000,-0.066966,0.000000,-0.113104,-0.993583,0.000000,0.000000,0.000000,-1.805040,0.000000,50.000000,0.000000,0.000000
0.185000,0.000000,-0.068781,0.000000,-0.088237,-0.996099,0.000000,0.000000,0.000000,-1.814850,0.000000,50.000000,0.000000,0.000000
0.186000,0.000000,-0.070606,0.000000,-0.063315,-0.997994,0.000000,0.000000,0.000000,-1.824660,0.000000,50.000000,0.000000,0.000000
0.187000,0.000000,-0.072440,0.000000,-0.038353,-0.999264,0.000000,0.000000,0.000000,-1.834470,0.000000,50.000000,0.000000,0.000000
0.188000,0.000000,-0.074284,0.000000,-0.013367,-0.999911,0.000000,0.000000,0.000000,-1.844280,0.000000,50.000000,0.000000,0.000000
0.189000,0.000000,-0.076139,0.000000,0.011627,-0.999932,0.000000,0.000000,0.000000,-1.854090,0.000000,50.000000,0.000000,0.000000
