t,θ1,ω1,θ2,ω2
5.1300,0.347932,0.169912,1.009057,2.845841
5.1400,0.349803,0.203832,1.036962,2.735374
5.1500,0.352000,0.235069,1.063768,2.626046
5.1600,0.354495,0.263547,1.089487,2.517920
5.1700,0.357261,0.289229,1.114131,2.411027
5.1800,0.360270,0.312113,1.137712,2.305370
5.1900,0.363494,0.332220,1.160242,2.200935
5.2000,0.366905,0.349594,1.181734,2.097697
5.2100,0.370477,0.364295,1.202200,1.995619
5.2200,0.374183,0.376396,1.221650,1.894663
5.2300,0.377997,0.385980,1.240097,1.794785
5.2400,0.381894,0.393138,1.257550,1.695941
5.2500,0.385852,0.397970,1.274019,1.598086
5.2600,0.389846,0.400578,1.289514,1.501174
5.2700,0.393856,0.401071,1.304045,1.405162
5.2800,0.397861,0.399560,1.317621,1.310006
5.2900,0.401841,0.396158,1.330248,1.215663
5.3000,0.405778,0.390982,1.341936,1.122091
5.3100,0.409655,0.384147,1.352692,1.029248
5.3200,0.413456,0.375774,1.362524,0.937092
5.3300,0.417166,0.365980,1.371436,0.845583
5.3400,0.420771,0.354884,1.379437,0.754680
5.3500,0.424260,0.342608,1.386532,0.664342
5.3600,0.427620,0.329269,1.392726,0.574527
5.3700,0.430842,0.314989,1.398024,0.485195
5.3800,0.433917,0.299885,1.402431,0.396302
5.3900,0.436837,0.284078,1.405951,0.307807
5.4000,0.439596,0.267685,1.408589,0.219665
5.4100,0.442189,0.250825,1.410346,0.131834
5.4200,0.444612,0.233615,1.411226,0.044268
5.4300,0.446861,0.216171,1.411232,-0.043079
5.4400,0.448935,0.198611,1.410365,-0.130252
5.4500,0.450833,0.181049,1.408627,-0.217298
5.4600,0.452556,0.163601,1.406019,-0.304265
5.4700,0.454106,0.146379,1.402542,-0.391202
5.4800,0.455485,0.129497,1.398195,-0.478157
5.4900,0.456697,0.113068,1.392979,-0.565179
5.5000,0.457748,0.097201,1.386891,-0.652319
5.5100,0.458644,0.082006,1.379932,-0.739626
5.5200,0.459391,0.067593,1.372098,-0.827152
5.5300,0.459998,0.054067,1.363388,-0.914946
5.5400,0.460476,0.041534,1.353798,-1.003059
5.5500,0.460833,0.030096,1.343325,-1.091541
5.5600,0.461081,0.019854,1.331966,-1.180443
5.5700,0.461234,0.010905,1.319715,-1.269812
5.5800,0.461304,0.003343,1.306568,-1.359696
5.5900,0.461306,-0.002743,1.292519,-1.450142
5.6000,0.461255,-0.007269,1.277563,-1.541192
5.6100,0.461166,-0.010157,1.261693,-1.632886
5.6200,0.461057,-0.011336,1.244903,-1.725258
5.6300,0.460945,-0.010746,1.227186,-1.818338
5.6400,0.460848,-0.008336,1.208534,-1.912147
5.6500,0.460785,-0.004070,1.188940,-2.006695
5.6600,0.460773,0.002072,1.168398,-2.101978
5.6700,0.460832,0.010090,1.146898,-2.197976
5.6800,0.460981,0.019960,1.124436,-2.294647
5.6900,0.461238,0.031630,1.101003,-2.391919
5.7000,0.461619,0.045012,1.076596,-2.489687
5.7100,0.462143,0.059975,1.051208,-2.587802
5.7200,0.462824,0.076341,1.024839,-2.686062
5.7300,0.463674,0.093871,0.997488,-2.784200
5.7400,0.464704,0.112261,0.969157,-2.881874
5.7500,0.465921,0.131127,0.939853,-2.978650
5.7600,0.467326,0.149998,0.909589,-3.073990
5.7700,0.468919,0.168308,0.878380,-3.167245
5.7800,0.470689,0.185390,0.846253,-3.257639
5.7900,0.472620,0.200478,0.813240,-3.344272
5.8000,0.474689,0.212710,0.779384,-3.426126
5.8100,0.476861,0.221150,0.744737,-3.502082
5.8200,0.479096,0.224809,0.709366,-3.570952
5.8300,0.481338,0.222692,0.673346,-3.631531
5.8400,0.483527,0.213846,0.636766,-3.682658
5.8500,0.485590,0.197418,0.599728,-3.723291
5.8600,0.487448,0.172717,0.562339,-3.752576
5.8700,0.489015,0.139266,0.524716,-3.769922
5.8800,0.490203,0.096837,0.486981,-3.775036
5.8900,0.490922,0.045476,0.449256,-3.767951
5.9000,0.491084,-0.014514,0.411661,-3.749008
5.9100,0.490605,-0.082596,0.374313,-3.718818
5.9200,0.489407,-0.158051,0.337320,-3.678197
5.9300,0.487422,-0.240030,0.300781,-3.628097
5.9400,0.484588,-0.327612,0.264786,-3.569528
5.9500,0.480854,-0.419860,0.229415,-3.503497
5.9600,0.476178,-0.515855,0.194738,-3.430961
5.9700,0.470527,-0.614735,0.160815,-3.352783
5.9800,0.463877,-0.715709,0.127699,-3.269724
5.9900,0.456209,-0.818067,0.095435,-3.182426
6.0000,0.447513,-0.921188,0.064062,-3.091422
6.0100,0.437784,-1.024529,0.033617,-2.997141
6.0200,0.427023,-1.127627,0.004129,-2.899922
6.0300,0.415234,-1.230088,-0.024373,-2.800031
6.0400,0.402425,-1.331578,-0.051863,-2.697671
6.0500,0.388606,-1.431817,-0.078318,-2.593000
6.0600,0.373793,-1.530571,-0.103716,-2.486146
6.0700,0.358001,-1.627645,-0.128034,-2.377212
6.0800,0.341246,-1.722877,-0.151253,-2.266296
6.0900,0.323550,-1.816130,-0.173354,-2.153491
6.1000,0.304931,-1.907291,-0.194317,-2.038902
6.1100,0.285411,-1.996261,-0.214126,-1.922644
6.1200,0.265013,-2.082955,-0.232765,-1.804860
6.1300,0.243760,-2.167292,-0.250219,-1.685718
6.1400,0.221675,-2.249195,-0.266476,-1.565420
6.1500,0.198784,-2.328582,-0.281524,-1.444212
6.1600,0.175112,-2.405359,-0.295358,-1.322387
6.1700,0.150686,-2.479418,-0.307971,-1.200289
6.1800,0.125534,-2.550624,-0.319364,-1.078329
6.1900,0.099684,-2.618814,-0.329540,-0.956983
6.2000,0.073168,-2.683784,-0.338508,-0.836803
6.2100,0.046020,-2.745284,-0.346282,-0.718424
6.2200,0.018275,-2.803010,-0.352884,-0.602569
6.2300,-0.010027,-2.856600,-0.358344,-0.490051
6.2400,-0.038842,-2.905630,-0.362700,-0.381768
6.2500,-0.068123,-2.949615,-0.365997,-0.278703
6.2600,-0.097816,-2.988019,-0.368294,-0.181902
6.2700,-0.127862,-3.020260,-0.369660,-0.092454
6.2800,-0.158198,-3.045739,-0.370172,-0.011456
6.2900,-0.188753,-3.063862,-0.369921,0.060033
6.3000,-0.219449,-3.074072,-0.369006,0.121045
6.3100,-0.250206,-3.075894,-0.367537,0.170756
6.3200,-0.280938,-3.068963,-0.365631,0.208551
6.3300,-0.311555,-3.053065,-0.363407,0.234062
6.3400,-0.341969,-3.028156,-0.360991,0.247209
6.3500,-0.372089,-2.994370,-0.358504,0.248210
6.3600,-0.401828,-2.952022,-0.356065,0.237570
6.3700,-0.431102,-2.901582,-0.353789,0.216051
6.3800,-0.459834,-2.843646,-0.351777,0.184622
6.3900,-0.487953,-2.778900,-0.350125,0.144400
6.4000,-0.515392,-2.708081,-0.348915,0.096584
6.4100,-0.542096,-2.631935,-0.348215,0.042400
6.4200,-0.568016,-2.551192,-0.348084,-0.016953
6.4300,-0.593107,-2.466537,-0.348567,-0.080340
6.4400,-0.617335,-2.378595,-0.349701,-0.146724
6.4500,-0.640670,-2.287923,-0.351509,-0.215175
6.4600,-0.663086,-2.195007,-0.354008,-0.284882
6.4700,-0.684564,-2.100259,-0.357208,-0.355152
6.4800,-0.705087,-2.004028,-0.361111,-0.425407
6.4900,-0.724641,-1.906603,-0.365715,-0.495171
6.5000,-0.743216,-1.808219,-0.371012,-0.564066
6.5100,-0.760803,-1.709068,-0.376992,-0.631796
6.5200,-0.777395,-1.609300,-0.383643,-0.698141
6.5300,-0.792987,-1.509039,-0.390950,-0.762942
6.5400,-0.807574,-1.408378,-0.398896,-0.826098
6.5500,-0.821153,-1.307394,-0.407466,-0.887549
6.5600,-0.833721,-1.206144,-0.416642,-0.947279
6.5700,-0.845276,-1.104676,-0.426406,-1.005297
6.5800,-0.855814,-1.003027,-0.436742,-1.061641
6.5900,-0.865336,-0.901228,-0.447633,-1.116367
6.6000,-0.873838,-0.799308,-0.459064,-1.169545
6.6100,-0.881321,-0.697294,-0.471019,-1.221255
6.6200,-0.887784,-0.595215,-0.483485,-1.271581
6.6300,-0.893226,-0.493101,-0.496447,-1.320605
6.6400,-0.897646,-0.390990,-0.509893,-1.368405
6.6500,-0.901046,-0.288929,-0.523811,-1.415049
6.6600,-0.903425,-0.186976,-0.538190,-1.460587
6.6700,-0.904786,-0.085201,-0.553019,-1.505051
6.6800,-0.905130,0.016307,-0.568288,-1.548442
6.6900,-0.904461,0.117436,-0.583984,-1.590730
6.7000,-0.902783,0.218051,-0.600098,-1.631843
6.7100,-0.900102,0.317990,-0.616617,-1.671661
6.7200,-0.896426,0.417054,-0.633527,-1.710011
6.7300,-0.891765,0.515011,-0.650811,-1.746661
6.7400,-0.886130,0.611591,-0.668453,-1.781314
6.7500,-0.879538,0.706484,-0.686430,-1.813606
6.7600,-0.872007,0.799341,-0.704716,-1.843108
6.7700,-0.863560,0.889779,-0.723281,-1.869326
6.7800,-0.854221,0.977388,-0.742090,-1.891715
6.7900,-0.844023,1.061741,-0.761101,-1.909692
6.8000,-0.832999,1.142407,-0.780267,-1.922651
6.8100,-0.821188,1.218968,-0.799535,-1.929994
6.8200,-0.808634,1.291044,-0.818846,-1.931155
6.8300,-0.795383,1.358305,-0.838136,-1.925630
6.8400,-0.781485,1.420495,-0.857335,-1.913007
6.8500,-0.766991,1.477445,-0.876371,-1.892984
6.8600,-0.751954,1.529084,-0.895169,-1.865390
6.8700,-0.736427,1.575442,-0.913654,-1.830191
6.8800,-0.720462,1.616644,-0.931748,-1.787485
6.8900,-0.704111,1.652901,-0.949379,-1.737493
6.9000,-0.687420,1.684497,-0.966475,-1.680541
6.9100,-0.670435,1.711767,-0.982968,-1.617032
6.9200,-0.653198,1.735079,-0.998795,-1.547426
6.9300,-0.635745,1.754814,-1.013898,-1.472214
6.9400,-0.618112,1.771351,-1.028222,-1.391894
6.9500,-0.600328,1.785053,-1.041720,-1.306955
6.9600,-0.582419,1.796253,-1.054348,-1.217864
6.9700,-0.564410,1.805252,-1.066065,-1.125055
6.9800,-0.546321,1.812311,-1.076838,-1.028920
6.9900,-0.528170,1.817648,-1.086634,-0.929816
7.0000,-0.509973,1.821443,-1.095425,-0.828055
7.0100,-0.491745,1.823832,-1.103187,-0.723912
7.0200,-0.473501,1.824918,-1.109896,-0.617625
7.0300,-0.455251,1.824765,-1.115533,-0.509401
7.0400,-0.437009,1.823406,-1.120078,-0.399419
7.0500,-0.418787,1.820846,-1.123516,-0.287835
7.0600,-0.400597,1.817065,-1.125830,-0.174783
7.0700,-0.382450,1.812017,-1.127007,-0.060382
7.0800,-0.364361,1.805637,-1.127034,0.055263
7.0900,-0.346342,1.797845,-1.125898,0.172057
7.1000,-0.328409,1.788542,-1.123589,0.289913
7.1100,-0.310577,1.777617,-1.120096,0.408751
7.1200,-0.292862,1.764949,-1.115411,0.528496
7.1300,-0.275284,1.750406,-1.109524,0.649076
7.1400,-0.257861,1.733848,-1.102427,0.770422
7.1500,-0.240614,1.715131,-1.094113,0.892470
7.1600,-0.223566,1.694104,-1.084575,1.015159
7.1700,-0.206740,1.670614,-1.073808,1.138428
7.1800,-0.190162,1.644506,-1.061805,1.262223
7.1900,-0.173859,1.615624,-1.048562,1.386496
7.2000,-0.157860,1.583813,-1.034074,1.511202
7.2100,-0.142193,1.548920,-1.018336,1.636306
7.2200,-0.126892,1.510795,-1.001346,1.761780
7.2300,-0.111989,1.469294,-0.983100,1.887607
7.2400,-0.097518,1.424276,-0.963593,2.013781
7.2500,-0.083515,1.375608,-0.942823,2.140311
7.2600,-0.070018,1.323168,-0.920786,2.267218
7.2700,-0.057065,1.266840,-0.897477,2.394539
7.2800,-0.044695,1.206521,-0.872893,2.522329
7.2900,-0.032948,1.142123,-0.847029,2.650656
7.3000,-0.021866,1.073574,-0.819878,2.779602
7.3100,-0.011491,1.000823,-0.791434,2.909265
7.3200,-0.001864,0.923842,-0.761690,3.039744
7.3300,0.006972,0.842637,-0.730636,3.171145
7.3400,0.014975,0.757256,-0.698264,3.303560
7.3500,0.022104,0.667796,-0.664562,3.437056
7.3600,0.028318,0.574427,-0.629519,3.571658
7.3700,0.033580,0.477408,-0.593125,3.707312
7.3800,0.037855,0.377115,-0.555370,3.843857
7.3900,0.041113,0.274083,-0.516246,3.980966
7.4000,0.043330,0.169043,-0.475750,4.118094
7.4100,0.044491,0.062978,-0.433887,4.254395
7.4200,0.044590,-0.042819,-0.390669,4.388645
7.4300,0.043641,-0.146691,-0.346126,4.519158
7.4400,0.041670,-0.246576,-0.300306,4.643714
7.4500,0.038730,-0.340000,-0.253281,4.759543
7.4600,0.034901,-0.424129,-0.205155,4.863368
7.4700,0.030289,-0.495912,-0.156066,4.951578
7.4800,0.025034,-0.552319,-0.106188,5.020521
7.4900,0.019303,-0.590666,-0.055730,5.066922
7.5000,0.013288,-0.608976,-0.004933,5.088349
7.5100,0.007194,-0.606281,0.045949,5.083606
7.5200,0.001231,-0.582790,0.096653,5.052950
7.5300,-0.004397,-0.539850,0.146927,4.998043
7.5400,-0.009508,-0.479724,0.196542,4.921665
7.5500,-0.013944,-0.405262,0.245300,4.827279
7.5600,-0.017576,-0.319536,0.293040,4.718570
7.5700,-0.020307,-0.225548,0.339636,4.599068
7.5800,-0.022068,-0.126019,0.384996,4.471896
7.5900,-0.022817,-0.023286,0.429057,4.339643
7.6000,-0.022530,0.080732,0.471779,4.204346
7.6100,-0.021203,0.184508,0.513139,4.067530
7.6200,-0.018844,0.286866,0.553128,3.930288
7.6300,-0.015473,0.386915,0.591746,3.793358
7.6400,-0.011116,0.484002,0.628998,3.657208
7.6500,-0.005805,0.577653,0.664893,3.522108
7.6600,0.000424,0.667538,0.699444,3.388182
7.6700,0.007533,0.753436,0.732661,3.255456
7.6800,0.015479,0.835206,0.764557,3.123892
7.6900,0.024223,0.912773,0.795142,2.993415
7.7000,0.033721,0.986108,0.824428,2.863929
7.7100,0.043931,1.055220,0.852424,2.735331
7.7200,0.054811,1.120147,0.879138,2.607521
7.7300,0.066320,1.180950,0.904577,2.480408
7.7400,0.078417,1.237709,0.928748,2.353912
7.7500,0.091061,1.290519,0.951657,2.227969
7.7600,0.104214,1.339488,0.973309,2.102528
7.7700,0.117838,1.384734,0.993709,1.977554
7.7800,0.131897,1.426383,1.012861,1.853027
7.7900,0.146355,1.464572,1.030771,1.728939
7.8000,0.161177,1.499442,1.047442,1.605296
7.8100,0.176333,1.531137,1.062878,1.482113
7.8200,0.191790,1.559809,1.077085,1.359415
7.8300,0.207519,1.585610,1.090068,1.237235
7.8400,0.223493,1.608695,1.101832,1.115612
7.8500,0.239685,1.629217,1.112383,0.994589
7.8600,0.256069,1.647332,1.121726,0.874215
7.8700,0.272624,1.663192,1.129869,0.754541
7.8800,0.289326,1.676946,1.136819,0.635620
7.8900,0.306156,1.688739,1.142584,0.517509
7.9000,0.323095,1.698710,1.147172,0.400265
7.9100,0.340125,1.706992,1.150593,0.283947
7.9200,0.357230,1.713709,1.152855,0.168617
7.9300,0.374394,1.718976,1.153969,0.054341
7.9400,0.391605,1.722894,1.153945,-0.058814
7.9500,0.408848,1.725555,1.152796,-0.170771
7.9600,0.426112,1.727032,1.150534,-0.281449
7.9700,0.443385,1.727383,1.147172,-0.390755
7.9800,0.460656,1.726646,1.142724,-0.498584
7.9900,0.477914,1.724836,1.137205,-0.604818
8.0000,0.495149,1.721946,1.130633,-0.709317
8.0100,0.512349,1.717939,1.123025,-0.811921
8.0200,0.529504,1.712750,1.114402,-0.912444
8.0300,0.546600,1.706282,1.104784,-1.010668
8.0400,0.563625,1.698401,1.094197,-1.106345
8.0500,0.580563,1.688938,1.082667,-1.199190
8.0600,0.597397,1.677685,1.070224,-1.288881
8.0700,0.614110,1.664396,1.056901,-1.375057
8.0800,0.630678,1.648791,1.042735,-1.457323
8.0900,0.647077,1.630555,1.027769,-1.535252
8.1000,0.663279,1.609351,1.012046,-1.608396
8.1100,0.679253,1.584823,0.995618,-1.676297
8.1200,0.694963,1.556613,0.978539,-1.738498
8.1300,0.710372,1.524371,0.960869,-1.794572
8.1400,0.725436,1.487776,0.942670,-1.844133
8.1500,0.740112,1.446553,0.924009,-1.886865
8.1600,0.754351,1.400487,0.904956,-1.922541
8.1700,0.768105,1.349439,0.885582,-1.951038
8.1800,0.781323,1.293357,0.865959,-1.972353
8.1900,0.793955,1.232278,0.846159,-1.986605
8.2000,0.805952,1.166331,0.826250,-1.994028
8.2100,0.817266,1.095725,0.806300,-1.994964
8.2200,0.827852,1.020742,0.786371,-1.989839
8.2300,0.837668,0.941717,0.766521,-1.979145
8.2400,0.846674,0.859023,0.746805,-1.963410
8.2500,0.854837,0.773051,0.727268,-1.943174
8.2600,0.862126,0.684198,0.707954,-1.918969
8.2700,0.868513,0.592850,0.688900,-1.891295
8.2800,0.873976,0.499372,0.670139,-1.860611
8.2900,0.878494,0.404101,0.651697,-1.827324
8.3000,0.882053,0.307343,0.633600,-1.791781
8.3100,0.884637,0.209369,0.615868,-1.754271
8.3200,0.886237,0.110415,0.598520,-1.715024
8.3300,0.886843,0.010684,0.581573,-1.674217
8.3400,0.886448,-0.089649,0.565040,-1.631973
8.3500,0.885048,-0.190439,0.548938,-1.588375
8.3600,0.882639,-0.291563,0.533277,-1.543465
8.3700,0.879216,-0.392918,0.518073,-1.497255
8.3800,0.874780,-0.494420,0.503337,-1.449730
8.3900,0.869328,-0.595996,0.489083,-1.400855
8.4000,0.862860,-0.697586,0.475324,-1.350581
8.4100,0.855376,-0.799137,0.462076,-1.298850
8.4200,0.846877,-0.900604,0.449352,-1.245601
8.4300,0.837364,-1.001941,0.437169,-1.190774
8.4400,0.826839,-1.103106,0.425542,-1.134314
8.4500,0.815303,-1.204054,0.414488,-1.076180
8.4600,0.802759,-1.304735,0.404024,-1.016346
8.4700,0.789209,-1.405093,0.394167,-0.954809
8.4800,0.774658,-1.505059,0.384934,-0.891594
8.4900,0.759110,-1.604553,0.376341,-0.826764
8.5000,0.742569,-1.703475,0.368403,-0.760421
8.5100,0.725043,-1.801703,0.361137,-0.692718
8.5200,0.706538,-1.899084,0.354553,-0.623868
8.5300,0.687064,-1.995435,0.348662,-0.554152
8.5400,0.666633,-2.090529,0.343472,-0.483929
8.5500,0.645259,-2.184094,0.338984,-0.413644
8.5600,0.622958,-2.275801,0.335197,-0.343840
8.5700,0.599750,-2.365265,0.332103,-0.275164
8.5800,0.575661,-2.452035,0.329688,-0.208372
8.5900,0.550720,-2.535594,0.327927,-0.144329
8.6000,0.524962,-2.615362,0.326789,-0.084004
8.6100,0.498428,-2.690702,0.326231,-0.028454
8.6200,0.471165,-2.760933,0.326200,0.021194
8.6300,0.443228,-2.825353,0.326631,0.063782
8.6400,0.414680,-2.883261,0.327448,0.098165
8.6500,0.385587,-2.933995,0.328563,0.123259
8.6600,0.356026,-2.976964,0.329879,0.138104
8.6700,0.326075,-3.011683,0.331289,0.141913
8.6800,0.295821,-3.037805,0.332679,0.134128
8.6900,0.265349,-3.055143,0.333931,0.114449
8.7000,0.234747,-3.063674,0.334928,0.082854
8.7100,0.204104,-3.063542,0.335550,0.039594
8.7200,0.173504,-3.055035,0.335682,-0.014831
8.7300,0.143030,-3.038564,0.335218,-0.079712
8.7400,0.112758,-3.014624,0.334056,-0.154175
8.7500,0.082760,-2.983767,0.332106,-0.237242
8.7600,0.053104,-2.946562,0.329286,-0.327874
8.7700,0.023849,-2.903573,0.325527,-0.425020
8.7800,-0.004950,-2.855337,0.320768,-0.527654
8.7900,-0.033242,-2.802344,0.314959,-0.634798
8.8000,-0.060983,-2.745034,0.308060,-0.745546
8.8100,-0.088130,-2.683792,0.300038,-0.859069
8.8200,-0.114647,-2.618947,0.290871,-0.974624
8.8300,-0.140498,-2.550776,0.280541,-1.091552
8.8400,-0.165652,-2.479512,0.269038,-1.209274
8.8500,-0.190078,-2.405348,0.256355,-1.327285
8.8600,-0.213750,-2.328445,0.242493,-1.445153
8.8700,-0.236639,-2.248938,0.227454,-1.562506
8.8800,-0.258720,-2.166946,0.211245,-1.679027
8.8900,-0.279970,-2.082574,0.193877,-1.794450
8.9000,-0.300364,-1.995923,0.175361,-1.908550
8.9100,-0.319881,-1.907092,0.155711,-2.021138
8.9200,-0.338499,-1.816188,0.134943,-2.132054
8.9300,-0.356198,-1.723325,0.113076,-2.241160
8.9400,-0.372959,-1.628634,0.090127,-2.348334
8.9500,-0.388765,-1.532266,0.066116,-2.453464
8.9600,-0.403600,-1.434396,0.041065,-2.556433
8.9700,-0.417449,-1.335230,0.014995,-2.657118
8.9800,-0.430301,-1.235011,-0.012070,-2.755376
8.9900,-0.442146,-1.134024,-0.040104,-2.851032
9.0000,-0.452980,-1.032605,-0.069081,-2.943870
9.0100,-0.462798,-0.931145,-0.098971,-3.033617
9.0200,-0.471604,-0.830097,-0.129742,-3.119932
9.0300,-0.479403,-0.729984,-0.161357,-3.202394
9.0400,-0.486209,-0.631399,-0.193775,-3.280490
9.0500,-0.492039,-0.535010,-0.226950,-3.353613
9.0600,-0.496919,-0.441550,-0.260828,-3.421057
9.0700,-0.500882,-0.351810,-0.295350,-3.482033
9.0800,-0.503970,-0.266620,-0.330445,-3.535681
9.0900,-0.506232,-0.186816,-0.366036,-3.581109
9.1000,-0.507727,-0.113209,-0.402037,-3.617432
9.1100,-0.508520,-0.046534,-0.438351,-3.643836
9.1200,-0.508683,0.012595,-0.474878,-3.659630
9.1300,-0.508295,0.063729,-0.511507,-3.664313
9.1400,-0.507436,0.106626,-0.548126,-3.657621
9.1500,-0.506190,0.141270,-0.584621,-3.639558
9.1600,-0.504637,0.167879,-0.620880,-3.610405
9.1700,-0.502857,0.186888,-0.656794,-3.570707
9.1800,-0.500923,0.198914,-0.692262,-3.521226
9.1900,-0.498900,0.204716,-0.727189,-3.462894
9.2000,-0.496846,0.205144,-0.761494,-3.396747
9.2100,-0.494812,0.201086,-0.795102,-3.323865
9.2200,-0.492837,0.193428,-0.827952,-3.245315
9.2300,-0.490952,0.183018,-0.859993,-3.162114
9.2400,-0.489183,0.170639,-0.891182,-3.075193
9.2500,-0.487544,0.156994,-0.921487,-2.985386
9.2600,-0.486045,0.142702,-0.950882,-2.893414
9.2700,-0.484690,0.128290,-0.979350,-2.799895
9.2800,-0.483478,0.114203,-1.006877,-2.705339
9.2900,-0.482404,0.100806,-1.033455,-2.610169
9.3000,-0.481459,0.088393,-1.059079,-2.514719
9.3100,-0.480632,0.077196,-1.083749,-2.419258
9.3200,-0.479910,0.067392,-1.107465,-2.323988
9.3300,-0.479279,0.059111,-1.130230,-2.229064
9.3400,-0.478723,0.052442,-1.152048,-2.134599
9.3500,-0.478225,0.047442,-1.172924,-2.040670
9.3600,-0.477768,0.044140,-1.192863,-1.947327
9.3700,-0.477336,0.042541,-1.211872,-1.854597
9.3800,-0.476912,0.042629,-1.229957,-1.762490
9.3900,-0.476478,0.044372,-1.247124,-1.671001
9.4000,-0.476019,0.047727,-1.263379,-1.580114
9.4100,-0.475518,0.052636,-1.278729,-1.489804
9.4200,-0.474961,0.059035,-1.293177,-1.400040
9.4300,-0.474333,0.066849,-1.306731,-1.310785
9.4400,-0.473620,0.075998,-1.319395,-1.221997
9.4500,-0.472809,0.086397,-1.331172,-1.133634
9.4600,-0.471888,0.097957,-1.342069,-1.045648
9.4700,-0.470846,0.110582,-1.352086,-0.957993
9.4800,-0.469673,0.124176,-1.361229,-0.870619
9.4900,-0.468360,0.138639,-1.369500,-0.783476
9.5000,-0.466898,0.153869,-1.376899,-0.696514
9.5100,-0.465280,0.169760,-1.383430,-0.609684
9.5200,-0.463501,0.186208,-1.389093,-0.522934
9.5300,-0.461554,0.203103,-1.393889,-0.436216
9.5400,-0.459438,0.220338,-1.397818,-0.349480
9.5500,-0.457147,0.237800,-1.400878,-0.262676
9.5600,-0.454681,0.255379,-1.403071,-0.175757
9.5700,-0.452039,0.272962,-1.404393,-0.088674
9.5800,-0.449222,0.290434,-1.404844,-0.001383
9.5900,-0.446231,0.307680,-1.404420,0.086164
9.6000,-0.443070,0.324586,-1.403119,0.174012
9.6100,-0.439741,0.341034,-1.400938,0.262203
9.6200,-0.436251,0.356907,-1.397874,0.350782
9.6300,-0.432605,0.372086,-1.393921,0.439790
9.6400,-0.428812,0.386453,-1.389077,0.529269
9.6500,-0.424880,0.399888,-1.383334,0.619259
9.6600,-0.420818,0.412271,-1.376690,0.709799
9.6700,-0.416638,0.423483,-1.369136,0.800929
9.6800,-0.412352,0.433402,-1.360669,0.892687
9.6900,-0.407975,0.441908,-1.351280,0.985112
9.7000,-0.403519,0.448881,-1.340964,1.078241
9.7100,-0.399003,0.454202,-1.329713,1.172114
9.7200,-0.394441,0.457750,-1.317519,1.266769
9.7300,-0.389854,0.459409,-1.304375,1.362244
9.7400,-0.385260,0.459061,-1.290272,1.458581
9.7500,-0.380680,0.456593,-1.275200,1.555819
9.7600,-0.376135,0.451893,-1.259152,1.654001
9.7700,-0.371650,0.444853,-1.242117,1.753169
9.7800,-0.367246,0.435371,-1.224085,1.853366
9.7900,-0.362951,0.423348,-1.205046,1.954635
9.8000,-0.358788,0.408694,-1.184989,2.057021
9.8100,-0.354786,0.391328,-1.163902,2.160565
9.8200,-0.350971,0.371181,-1.141774,2.265306
9.8300,-0.347372,0.348196,-1.118592,2.371276
9.8400,-0.344017,0.322337,-1.094344,2.478498
9.8500,-0.340935,0.293589,-1.069017,2.586985
9.8600,-0.338154,0.261966,-1.042600,2.696724
9.8700,-0.335705,0.227516,-1.015079,2.807680
9.8800,-0.333613,0.190335,-0.986443,2.919775
9.8900,-0.331907,0.150572,-0.956680,3.032881
9.9000,-0.330610,0.108448,-0.925782,3.146800
9.9100,-0.329745,0.064268,-0.893742,3.261243
9.9200,-0.329330,0.018443,-0.860557,3.375808
9.9300,-0.329379,-0.028492,-0.826228,3.489948
9.9400,-0.329901,-0.075851,-0.790762,3.602942
9.9500,-0.330895,-0.122779,-0.754176,3.713862
9.9600,-0.332352,-0.168235,-0.716495,3.821552
9.9700,-0.334251,-0.210979,-0.677760,3.924602
9.9800,-0.336558,-0.249585,-0.638024,4.021362
9.9900,-0.339223,-0.282466,-0.597360,4.109968
10.0000,-0.342182,-0.307937,-0.555859,4.188412
10.0100,-0.345352,-0.324307,-0.513632,4.254661
10.0200,-0.348633,-0.329999,-0.470813,4.306802
10.0300,-0.351912,-0.323687,-0.427549,4.343221
10.0400,-0.355063,-0.304436,-0.384004,4.362769
10.0500,-0.357956,-0.271794,-0.340352,4.364891
10.0600,-0.360455,-0.225850,-0.296764,4.349688
10.0700,-0.362430,-0.167213,-0.253413,4.317888
10.0800,-0.363760,-0.096937,-0.210458,4.270749
10.0900,-0.364335,-0.016405,-0.168044,4.209899
10.1000,-0.364059,0.072814,-0.126300,4.137163
10.1100,-0.362855,0.169086,-0.085334,4.054399
10.1200,-0.360659,0.270819,-0.045239,3.963366
10.1300,-0.357425,0.376541,-0.006089,3.865641
10.1400,-0.353120,0.484937,0.032056,3.762570
10.1500,-0.347721,0.594871,0.069148,3.655256
10.1600,-0.341220,0.705382,0.105150,3.544569
10.1700,-0.333614,0.815675,0.140031,3.431172
10.1800,-0.324910,0.925100,0.173766,3.315549
10.1900,-0.315117,1.033136,0.206335,3.198044
10.2000,-0.304253,1.139364,0.237721,3.078886
10.2100,-0.292337,1.243458,0.267908,2.958221
10.2200,-0.279392,1.345165,0.296881,2.836135
10.2300,-0.265442,1.444290,0.324626,2.712671
10.2400,-0.250515,1.540691,0.351130,2.587849
10.2500,-0.234638,1.634267,0.376379,2.461677
10.2600,-0.217839,1.724950,0.400359,2.334159
10.2700,-0.200149,1.812701,0.423057,2.205307
10.2800,-0.181595,1.897506,0.444461,2.075145
10.2900,-0.162208,1.979368,0.464556,1.943714
