t,θ1,ω1,θ2,ω2
10.3000,-0.142018,2.058308,0.483331,1.811076
10.3100,-0.121052,2.134355,0.500774,1.677319
10.3200,-0.099340,2.207549,0.516874,1.542555
10.3300,-0.076910,2.277929,0.531622,1.406932
10.3400,-0.053791,2.345535,0.545010,1.270628
10.3500,-0.030009,2.410399,0.557033,1.133863
10.3600,-0.005592,2.472538,0.567687,0.996897
10.3700,0.019433,2.531951,0.576971,0.860041
10.3800,0.045038,2.588609,0.584889,0.723659
10.3900,0.071196,2.642446,0.591447,0.588179
10.4000,0.097877,2.693352,0.596657,0.454100
10.4100,0.125052,2.741161,0.600536,0.321999
10.4200,0.152689,2.785645,0.603106,0.192541
10.4300,0.180753,2.826504,0.604398,0.066487
10.4400,0.209206,2.863358,0.604450,-0.055305
10.4500,0.238006,2.895750,0.603310,-0.171879
10.4600,0.267104,2.923140,0.601033,-0.282188
10.4700,0.296450,2.944924,0.597690,-0.385118
10.4800,0.325982,2.960445,0.593360,-0.479512
10.4900,0.355636,2.969026,0.588132,-0.564219
10.5000,0.385337,2.970005,0.582111,-0.638151
10.5100,0.415008,2.962786,0.575409,-0.700349
10.5200,0.444564,2.946882,0.568146,-0.750057
10.5300,0.473916,2.921967,0.560451,-0.786785
10.5400,0.502973,2.887909,0.552454,-0.810365
10.5500,0.531644,2.844797,0.544287,-0.820973
10.5600,0.559840,2.792937,0.536076,-0.819132
10.5700,0.587475,2.732835,0.527943,-0.805674
10.5800,0.614471,2.665163,0.519998,-0.781686
10.5900,0.640756,2.590709,0.512340,-0.748436
10.6000,0.666265,2.510325,0.505055,-0.707289
10.6100,0.690945,2.424879,0.498216,-0.659635
10.6200,0.714749,2.335214,0.491880,-0.606820
10.6300,0.737638,2.242112,0.486093,-0.550100
10.6400,0.759582,2.146279,0.480887,-0.490607
10.6500,0.780557,2.048330,0.476286,-0.429328
10.6600,0.800543,1.948789,0.472304,-0.367106
10.6700,0.819529,1.848091,0.468945,-0.304638
10.6800,0.837503,1.746589,0.466210,-0.242484
10.6900,0.854459,1.644562,0.464093,-0.181085
10.7000,0.870393,1.542228,0.462585,-0.120772
10.7100,0.885303,1.439751,0.461673,-0.061783
10.7200,0.899188,1.337249,0.461344,-0.004277
10.7300,0.912048,1.234806,0.461582,0.051653
10.7400,0.923884,1.132476,0.462372,0.105973
10.7500,0.934698,1.030290,0.463696,0.158692
10.7600,0.944491,0.928259,0.465540,0.209859
10.7700,0.953264,0.826382,0.467889,0.259552
10.7800,0.961019,0.724645,0.470727,0.307874
10.7900,0.967757,0.623027,0.474042,0.354948
10.8000,0.973479,0.521501,0.477822,0.400913
10.8100,0.978187,0.420036,0.482057,0.445918
10.8200,0.981880,0.318597,0.486738,0.490118
10.8300,0.984559,0.217149,0.491857,0.533675
10.8400,0.986223,0.115657,0.497410,0.576751
10.8500,0.986872,0.014089,0.503391,0.619507
10.8600,0.986505,-0.087586,0.509799,0.662097
10.8700,0.985120,-0.189393,0.516633,0.704668
10.8800,0.982716,-0.291351,0.523893,0.747354
10.8900,0.979292,-0.393467,0.531581,0.790272
10.9000,0.974846,-0.495740,0.539699,0.833516
10.9100,0.969377,-0.598150,0.548252,0.877154
10.9200,0.962883,-0.700660,0.557244,0.921218
10.9300,0.955364,-0.803206,0.566678,0.965696
10.9400,0.946819,-0.905698,0.576559,1.010528
10.9500,0.937250,-1.008006,0.586890,1.055591
10.9600,0.926660,-1.109960,0.597671,1.100689
10.9700,0.915053,-1.211339,0.608903,1.145545
10.9800,0.902436,-1.311864,0.620580,1.189787
10.9900,0.888820,-1.411194,0.632695,1.232940
11.0000,0.874218,-1.508921,0.645233,1.274418
11.0100,0.858648,-1.604567,0.658175,1.313524
11.0200,0.842135,-1.697584,0.671493,1.349448
11.0300,0.824707,-1.787372,0.685150,1.381285
11.0400,0.806400,-1.873282,0.699102,1.408054
11.0500,0.787257,-1.954647,0.713291,1.428732
11.0600,0.767325,-2.030810,0.727653,1.442299
11.0700,0.746660,-2.101157,0.742110,1.447787
11.0800,0.725323,-2.165155,0.756579,1.444341
11.0900,0.703379,-2.222385,0.770965,1.431264
11.1000,0.680899,-2.272575,0.785170,1.408067
11.1100,0.657952,-2.315608,0.799092,1.374493
11.1200,0.634610,-2.351534,0.812625,1.330527
11.1300,0.610944,-2.380552,0.825668,1.276387
11.1400,0.587021,-2.402995,0.838121,1.212493
11.1500,0.562905,-2.419291,0.849887,1.139428
11.1600,0.538654,-2.429936,0.860881,1.057894
11.1700,0.514323,-2.435455,0.871020,0.968658
11.1800,0.489960,-2.436373,0.880231,0.872517
11.1900,0.465609,-2.433190,0.888450,0.770260
11.2000,0.441309,-2.426363,0.895618,0.662643
11.2100,0.417093,-2.416293,0.901687,0.550367
11.2200,0.392993,-2.403320,0.906612,0.434074
11.2300,0.369035,-2.387719,0.910357,0.314339
11.2400,0.345246,-2.369705,0.912889,0.191675
11.2500,0.321649,-2.349432,0.914182,0.066530
11.2600,0.298265,-2.327003,0.914213,-0.060701
11.2700,0.275116,-2.302473,0.912962,-0.189675
11.2800,0.252222,-2.275855,0.910415,-0.320090
11.2900,0.229606,-2.247127,0.906557,-0.451682
11.3000,0.207287,-2.216238,0.901378,-0.584219
11.3100,0.185288,-2.183113,0.894870,-0.717495
11.3200,0.163632,-2.147655,0.887026,-0.851329
11.3300,0.142343,-2.109754,0.877842,-0.985558
11.3400,0.121446,-2.069288,0.867314,-1.120039
11.3500,0.100967,-2.026129,0.855441,-1.254645
11.3600,0.080933,-1.980143,0.842221,-1.389263
11.3700,0.061374,-1.931194,0.827656,-1.523798
11.3800,0.042319,-1.879150,0.811746,-1.658169
11.3900,0.023801,-1.823879,0.794493,-1.792310
11.4000,0.005853,-1.765259,0.775900,-1.926173
11.4100,-0.011492,-1.703173,0.755971,-2.059726
11.4200,-0.028199,-1.637517,0.734707,-2.192953
11.4300,-0.044230,-1.568198,0.712113,-2.325859
11.4400,-0.059550,-1.495139,0.688191,-2.458463
11.4500,-0.074121,-1.418280,0.662944,-2.590801
11.4600,-0.087903,-1.337584,0.636376,-2.722925
11.4700,-0.100859,-1.253037,0.608486,-2.854894
11.4800,-0.112951,-1.164659,0.579278,-2.986776
11.4900,-0.124140,-1.072503,0.548751,-3.118632
11.5000,-0.134389,-0.976673,0.516905,-3.250511
11.5100,-0.143662,-0.877328,0.483741,-3.382430
11.5200,-0.151924,-0.774706,0.449257,-3.514355
11.5300,-0.159146,-0.669134,0.413454,-3.646170
11.5400,-0.165299,-0.561065,0.376334,-3.777644
11.5500,-0.170361,-0.451099,0.337903,-3.908383
11.5600,-0.174317,-0.340028,0.298171,-4.037778
11.5700,-0.177161,-0.228875,0.257155,-4.164943
11.5800,-0.178899,-0.118934,0.214884,-4.288651
11.5900,-0.179549,-0.011806,0.171399,-4.407274
11.6000,-0.179150,0.090584,0.126762,-4.518756
11.6100,-0.177761,0.186006,0.081056,-4.620615
11.6200,-0.175462,0.271997,0.034391,-4.710024
11.6300,-0.172361,0.346002,-0.013093,-4.783978
11.6400,-0.168590,0.405581,-0.061227,-4.839560
11.6500,-0.164304,0.448670,-0.109814,-4.874268
11.6600,-0.159676,0.473845,-0.158637,-4.886361
11.6700,-0.154889,0.480531,-0.207464,-4.875131
11.6800,-0.150126,0.469093,-0.256063,-4.841024
11.6900,-0.145564,0.440784,-0.304213,-4.785575
11.7000,-0.141360,0.397561,-0.351711,-4.711177
11.7100,-0.137654,0.341834,-0.398383,-4.620748
11.7200,-0.134557,0.276195,-0.444083,-4.517392
11.7300,-0.132155,0.203185,-0.488698,-4.404106
11.7400,-0.130510,0.125137,-0.532141,-4.283584
11.7500,-0.129662,0.044083,-0.574353,-4.158111
11.7600,-0.129632,-0.038277,-0.615293,-4.029535
11.7700,-0.130427,-0.120570,-0.654938,-3.899291
11.7800,-0.132040,-0.201712,-0.693277,-3.768446
11.7900,-0.134455,-0.280874,-0.730308,-3.637770
11.8000,-0.137649,-0.357430,-0.766035,-3.507788
11.8100,-0.141593,-0.430924,-0.800467,-3.378843
11.8200,-0.146256,-0.501031,-0.833616,-3.251142
11.8300,-0.151602,-0.567528,-0.865494,-3.124790
11.8400,-0.157594,-0.630276,-0.896116,-2.999825
11.8500,-0.164195,-0.689193,-0.925495,-2.876239
11.8600,-0.171365,-0.744250,-0.953645,-2.753995
11.8700,-0.179067,-0.795451,-0.980580,-2.633039
11.8800,-0.187261,-0.842831,-1.006310,-2.513311
11.8900,-0.195911,-0.886450,-1.030850,-2.394749
11.9000,-0.204978,-0.926381,-1.054209,-2.277294
11.9100,-0.214426,-0.962714,-1.076399,-2.160892
11.9200,-0.224221,-0.995552,-1.097430,-2.045498
11.9300,-0.234326,-1.025005,-1.117312,-1.931074
11.9400,-0.244710,-1.051191,-1.136055,-1.817589
11.9500,-0.255339,-1.074233,-1.153667,-1.705020
11.9600,-0.266184,-1.094261,-1.170158,-1.593351
11.9700,-0.277215,-1.111406,-1.185537,-1.482572
11.9800,-0.288403,-1.125806,-1.199813,-1.372678
11.9900,-0.299722,-1.137595,-1.212994,-1.263669
12.0000,-0.311147,-1.146913,-1.225089,-1.155547
12.0100,-0.322653,-1.153900,-1.236108,-1.048317
12.0200,-0.334218,-1.158692,-1.246058,-0.941986
12.0300,-0.345820,-1.161430,-1.254950,-0.836562
12.0400,-0.357440,-1.162250,-1.262793,-0.732051
12.0500,-0.369059,-1.161287,-1.269594,-0.628461
12.0600,-0.380660,-1.158674,-1.275365,-0.525797
12.0700,-0.392227,-1.154542,-1.280113,-0.424066
12.0800,-0.403746,-1.149018,-1.283849,-0.323269
12.0900,-0.415204,-1.142225,-1.286582,-0.223408
12.1000,-0.426587,-1.134282,-1.288321,-0.124483
12.1100,-0.437886,-1.125306,-1.289075,-0.026493
12.1200,-0.449090,-1.115407,-1.288854,0.070566
12.1300,-0.460191,-1.104689,-1.287666,0.166699
12.1400,-0.471181,-1.093251,-1.285523,0.261910
12.1500,-0.482054,-1.081188,-1.282431,0.356205
12.1600,-0.492803,-1.068584,-1.278402,0.449589
12.1700,-0.503424,-1.055519,-1.273443,0.542066
12.1800,-0.513912,-1.042062,-1.267563,0.633635
12.1900,-0.524264,-1.028277,-1.260773,0.724296
12.2000,-0.534477,-1.014214,-1.253080,0.814041
12.2100,-0.544548,-0.999914,-1.244495,0.902856
12.2200,-0.554475,-0.985407,-1.235026,0.990722
12.2300,-0.564255,-0.970709,-1.224684,1.077607
12.2400,-0.573888,-0.955822,-1.213478,1.163469
12.2500,-0.583371,-0.940730,-1.201418,1.248252
12.2600,-0.592702,-0.925403,-1.188517,1.331883
12.2700,-0.601878,-0.909788,-1.174785,1.414273
12.2800,-0.610897,-0.893814,-1.160236,1.495310
12.2900,-0.619753,-0.877386,-1.144883,1.574857
12.3000,-0.628442,-0.860385,-1.128744,1.652755
12.3100,-0.636958,-0.842667,-1.111834,1.728814
12.3200,-0.645293,-0.824062,-1.094174,1.802818
12.3300,-0.653436,-0.804375,-1.075786,1.874518
12.3400,-0.661376,-0.783382,-1.056693,1.943640
12.3500,-0.669098,-0.760840,-1.036923,2.009879
12.3600,-0.676587,-0.736482,-1.016506,2.072910
12.3700,-0.683821,-0.710028,-0.995476,2.132389
12.3800,-0.690779,-0.681186,-0.973871,2.187959
12.3900,-0.697436,-0.649664,-0.951731,2.239266
12.4000,-0.703763,-0.615178,-0.929101,2.285965
12.4100,-0.709729,-0.577460,-0.906028,2.327732
12.4200,-0.715300,-0.536272,-0.882564,2.364279
12.4300,-0.720442,-0.491412,-0.858761,2.395368
12.4400,-0.725116,-0.442727,-0.834675,2.420816
12.4500,-0.729283,-0.390120,-0.810364,2.440508
12.4600,-0.732905,-0.333552,-0.785885,2.454400
12.4700,-0.735941,-0.273043,-0.761295,2.462518
12.4800,-0.738353,-0.208676,-0.736653,2.464958
12.4900,-0.740102,-0.140586,-0.712014,2.461877
12.5000,-0.741153,-0.068958,-0.687433,2.453482
12.5100,-0.741470,0.005985,-0.662962,2.440020
12.5200,-0.741023,0.083987,-0.638649,2.421766
12.5300,-0.739781,0.164775,-0.614541,2.399007
12.5400,-0.737719,0.248062,-0.590683,2.372035
12.5500,-0.734813,0.333557,-0.567114,2.341132
12.5600,-0.731042,0.420974,-0.543872,2.306569
12.5700,-0.726388,0.510033,-0.520994,2.268593
12.5800,-0.720836,0.600466,-0.498511,2.227431
12.5900,-0.714375,0.692021,-0.476455,2.183284
12.6000,-0.706993,0.784458,-0.454855,2.136330
12.6100,-0.698683,0.877554,-0.433737,2.086722
12.6200,-0.689440,0.971102,-0.413129,2.034599
12.6300,-0.679261,1.064906,-0.393053,1.980080
12.6400,-0.668142,1.158782,-0.373535,1.923275
12.6500,-0.656085,1.252559,-0.354595,1.864289
12.6600,-0.643092,1.346069,-0.336256,1.803224
12.6700,-0.629165,1.439153,-0.318537,1.740188
12.6800,-0.614311,1.531652,-0.301458,1.675298
12.6900,-0.598535,1.623408,-0.285037,1.608688
12.7000,-0.581846,1.714259,-0.269290,1.540510
12.7100,-0.564253,1.804038,-0.254231,1.470946
12.7200,-0.545769,1.892567,-0.239875,1.400208
12.7300,-0.526407,1.979655,-0.226230,1.328549
12.7400,-0.506181,2.065094,-0.213306,1.256265
12.7500,-0.485111,2.148657,-0.201106,1.183701
12.7600,-0.463215,2.230089,-0.189631,1.111256
12.7700,-0.440517,2.309113,-0.178879,1.039390
12.7800,-0.417042,2.385416,-0.168840,0.968620
12.7900,-0.392819,2.458657,-0.159501,0.899528
12.8000,-0.367880,2.528460,-0.150842,0.832757
12.8100,-0.342263,2.594420,-0.142836,0.769004
12.8200,-0.316006,2.656102,-0.135449,0.709015
12.8300,-0.289156,2.713051,-0.128640,0.653570
12.8400,-0.261763,2.764801,-0.122360,0.603466
12.8500,-0.233879,2.810886,-0.116551,0.559496
12.8600,-0.205565,2.850859,-0.111147,0.522418
12.8700,-0.176884,2.884305,-0.106077,0.492931
12.8800,-0.147902,2.910860,-0.101261,0.471643
12.8900,-0.118691,2.930234,-0.096615,0.459040
12.9000,-0.089322,2.942217,-0.092050,0.455464
12.9100,-0.059871,2.946698,-0.087475,0.461093
12.9200,-0.030413,2.943666,-0.082797,0.475936
12.9300,-0.001023,2.933211,-0.077926,0.499826
12.9400,0.028227,2.915517,-0.072772,0.532437
12.9500,0.057264,2.890851,-0.067250,0.573299
12.9600,0.086022,2.859549,-0.061280,0.621820
12.9700,0.114435,2.821996,-0.054790,0.677321
12.9800,0.142442,2.778608,-0.047713,0.739060
12.9900,0.169989,2.729820,-0.039991,0.806261
13.0000,0.197022,2.676066,-0.031572,0.878140
13.0100,0.223495,2.617768,-0.022415,0.953930
13.0200,0.249364,2.555332,-0.012483,1.032891
13.0300,0.274589,2.489135,-0.001749,1.114327
13.0400,0.299135,2.419530,0.009810,1.197594
13.0500,0.322969,2.346836,0.022207,1.282103
13.0600,0.346062,2.271349,0.035454,1.367321
13.0700,0.368388,2.193335,0.049554,1.452772
13.0800,0.389921,2.113040,0.064509,1.538034
13.0900,0.410642,2.030689,0.080313,1.622735
13.1000,0.430529,1.946494,0.096960,1.706548
13.1100,0.449566,1.860654,0.114440,1.789187
13.1200,0.467737,1.773360,0.132739,1.870400
13.1300,0.485029,1.684802,0.151843,1.949964
13.1400,0.501430,1.595168,0.171733,2.027679
13.1500,0.516930,1.504650,0.192390,2.103364
13.1600,0.531521,1.413447,0.213793,2.176846
13.1700,0.545197,1.321769,0.235919,2.247959
13.1800,0.557955,1.229838,0.258743,2.316536
13.1900,0.569794,1.137891,0.282240,2.382401
13.2000,0.580714,1.046185,0.306382,2.445369
13.2100,0.590719,0.954993,0.331137,2.505234
13.2200,0.599816,0.864613,0.356475,2.561771
13.2300,0.608015,0.775361,0.382361,2.614726
13.2400,0.615328,0.687576,0.408757,2.663820
13.2500,0.621773,0.601612,0.435623,2.708749
13.2600,0.627368,0.517841,0.462917,2.749180
13.2700,0.632138,0.436639,0.490591,2.784765
13.2800,0.636110,0.358385,0.518595,2.815143
13.2900,0.639317,0.283448,0.546875,2.839953
13.3000,0.641792,0.212173,0.575374,2.858850
13.3100,0.643573,0.144871,0.604031,2.871521
13.3200,0.644703,0.081804,0.632783,2.877698
13.3300,0.645224,0.023173,0.661563,2.877181
13.3400,0.645182,-0.030892,0.690304,2.869847
13.3500,0.644622,-0.080343,0.718937,2.855664
13.3600,0.643590,-0.125213,0.747394,2.834695
13.3700,0.642133,-0.165618,0.775609,2.807102
13.3800,0.640292,-0.201752,0.803515,2.773133
13.3900,0.638111,-0.233875,0.831051,2.733121
13.4000,0.635627,-0.262302,0.858159,2.687460
13.4100,0.632876,-0.287391,0.884783,2.636594
13.4200,0.629889,-0.309522,0.910875,2.580997
13.4300,0.626694,-0.329089,0.936389,2.521155
13.4400,0.623315,-0.346482,0.961285,2.457551
13.4500,0.619770,-0.362082,0.985529,2.390651
13.4600,0.616078,-0.376245,1.009089,2.320896
13.4700,0.612249,-0.389301,1.031939,2.248690
13.4800,0.608294,-0.401549,1.054056,2.174401
13.4900,0.604220,-0.413253,1.075421,2.098355
13.5000,0.600030,-0.424644,1.096018,2.020839
13.5100,0.595728,-0.435918,1.115834,1.942096
13.5200,0.591312,-0.447240,1.134857,1.862336
13.5300,0.586782,-0.458744,1.153077,1.781731
13.5400,0.582136,-0.470535,1.170489,1.700423
13.5500,0.577370,-0.482695,1.187084,1.618524
13.5600,0.572481,-0.495282,1.202858,1.536122
13.5700,0.567463,-0.508333,1.217805,1.453285
13.5800,0.562312,-0.521866,1.231922,1.370058
13.5900,0.557024,-0.535885,1.245205,1.286474
13.6000,0.551593,-0.550379,1.257650,1.202550
13.6100,0.546015,-0.565323,1.269255,1.118292
13.6200,0.540285,-0.580682,1.280015,1.033697
13.6300,0.534400,-0.596412,1.289928,0.948754
13.6400,0.528356,-0.612459,1.298989,0.863445
13.6500,0.522150,-0.628762,1.307195,0.777748
13.6600,0.515780,-0.645252,1.314543,0.691637
13.6700,0.509245,-0.661855,1.321027,0.605083
13.6800,0.502543,-0.678492,1.326643,0.518054
13.6900,0.495675,-0.695077,1.331386,0.430518
13.7000,0.488642,-0.711521,1.335251,0.342443
13.7100,0.481445,-0.727730,1.338233,0.253795
13.7200,0.474088,-0.743607,1.340325,0.164543
13.7300,0.466575,-0.759049,1.341522,0.074654
13.7400,0.458909,-0.773952,1.341816,-0.015901
13.7500,0.451098,-0.788209,1.341201,-0.107153
13.7600,0.443148,-0.801708,1.339670,-0.199127
13.7700,0.435067,-0.814335,1.337216,-0.291850
13.7800,0.426864,-0.825974,1.333831,-0.385346
13.7900,0.418551,-0.836507,1.329507,-0.479636
13.8000,0.410138,-0.845812,1.324235,-0.574740
13.8100,0.401639,-0.853767,1.318009,-0.670677
13.8200,0.393068,-0.860247,1.310819,-0.767464
13.8300,0.384439,-0.865126,1.302657,-0.865117
13.8400,0.375771,-0.868277,1.293514,-0.963649
13.8500,0.367080,-0.869572,1.283381,-1.063076
13.8600,0.358386,-0.868881,1.272249,-1.163410
13.8700,0.349709,-0.866077,1.260110,-1.264666
13.8800,0.341072,-0.861031,1.246953,-1.366859
13.8900,0.332497,-0.853616,1.232769,-1.470004
13.9000,0.324008,-0.843705,1.217549,-1.574120
13.9100,0.315631,-0.831176,1.201284,-1.679228
13.9200,0.307394,-0.815906,1.183962,-1.785351
13.9300,0.299323,-0.797779,1.165573,-1.892515
13.9400,0.291448,-0.776682,1.146108,-2.000752
13.9500,0.283799,-0.752510,1.125554,-2.110094
13.9600,0.276408,-0.725165,1.103902,-2.220581
13.9700,0.269307,-0.694558,1.081139,-2.332251
13.9800,0.262528,-0.660613,1.057253,-2.445147
13.9900,0.256106,-0.623270,1.032232,-2.559309
14.0000,0.250074,-0.582489,1.006062,-2.674773
14.0100,0.244468,-0.538253,0.978732,-2.791565
14.0200,0.239321,-0.490579,0.950227,-2.909695
14.0300,0.234667,-0.439522,0.920533,-3.029149
14.0400,0.230541,-0.385188,0.889639,-3.149870
14.0500,0.226974,-0.327750,0.857532,-3.271750
14.0600,0.223996,-0.267462,0.824201,-3.394600
14.0700,0.221633,-0.204679,0.789638,-3.518127
14.0800,0.219909,-0.139888,0.753838,-3.641899
14.0900,0.218840,-0.073731,0.716801,-3.765307
14.1000,0.218436,-0.007043,0.678536,-3.887517
14.1100,0.218697,0.059124,0.639058,-4.007427
14.1200,0.219612,0.123465,0.598399,-4.123624
14.1300,0.221155,0.184418,0.556604,-4.234361
14.1400,0.223284,0.240164,0.513737,-4.337558
14.1500,0.225935,0.288678,0.469886,-4.430850
14.1600,0.229026,0.327819,0.425162,-4.511695
14.1700,0.232453,0.355468,0.379702,-4.577549
14.1800,0.236090,0.369714,0.333669,-4.626095
14.1900,0.239797,0.369054,0.287244,-4.655501
14.2000,0.243419,0.352574,0.240626,-4.664646
14.2100,0.246795,0.320066,0.194020,-4.653273
14.2200,0.249768,0.272051,0.147627,-4.622017
14.2300,0.252188,0.209706,0.101641,-4.572300
14.2400,0.253920,0.134707,0.056236,-4.506129
14.2500,0.254847,0.049035,0.011565,-4.425847
14.2600,0.254872,-0.045216,-0.032242,-4.333886
14.2700,0.253921,-0.145999,-0.075081,-4.232566
14.2800,0.251937,-0.251425,-0.116869,-4.123961
14.2900,0.248882,-0.359831,-0.157542,-4.009829
14.3000,0.244735,-0.469797,-0.197052,-3.891595
14.3100,0.239485,-0.580149,-0.235364,-3.770365
14.3200,0.233134,-0.689934,-0.272452,-3.646964
14.3300,0.225691,-0.798393,-0.308298,-3.521986
14.3400,0.217172,-0.904932,-0.342888,-3.395833
14.3500,0.207600,-1.009090,-0.376212,-3.268768
14.3600,0.197000,-1.110518,-0.408261,-3.140942
14.3700,0.185400,-1.208954,-0.439028,-3.012435
14.3800,0.172831,-1.304211,-0.468507,-2.883273
14.3900,0.159327,-1.396155,-0.496691,-2.753451
14.4000,0.144920,-1.484703,-0.523574,-2.622948
14.4100,0.129644,-1.569808,-0.549148,-2.491739
14.4200,0.113535,-1.651455,-0.573406,-2.359800
14.4300,0.096626,-1.729658,-0.596342,-2.227118
14.4400,0.078953,-1.804451,-0.617946,-2.093693
14.4500,0.060549,-1.875886,-0.638213,-1.959542
14.4600,0.041446,-1.944031,-0.657135,-1.824698
14.4700,0.021679,-2.008966,-0.674705,-1.689218
14.4800,0.001277,-2.070781,-0.690917,-1.553176
14.4900,-0.019727,-2.129570,-0.705767,-1.416669
14.5000,-0.041304,-2.185431,-0.719250,-1.279817
14.5100,-0.063426,-2.238460,-0.731363,-1.142763
14.5200,-0.086064,-2.288751,-0.742105,-1.005676
14.5300,-0.109192,-2.336383,-0.751477,-0.868751
14.5400,-0.132783,-2.381426,-0.759481,-0.732217
14.5500,-0.156812,-2.423926,-0.766123,-0.596335
14.5600,-0.181253,-2.463905,-0.771411,-0.461405
14.5700,-0.206082,-2.501353,-0.775355,-0.327772
14.5800,-0.231272,-2.536216,-0.777972,-0.195834
14.5900,-0.256797,-2.568396,-0.779279,-0.066046
14.6000,-0.282630,-2.597740,-0.779302,0.061071
14.6100,-0.308742,-2.624031,-0.778069,0.184926
14.6200,-0.335100,-2.646986,-0.775616,0.304850
14.6300,-0.361669,-2.666252,-0.771987,0.420095
14.6400,-0.388411,-2.681403,-0.767233,0.529841
14.6500,-0.415282,-2.691953,-0.761412,0.633202
14.6600,-0.442233,-2.697358,-0.754593,0.729247
14.6700,-0.469210,-2.697042,-0.746854,0.817029
14.6800,-0.496153,-2.690424,-0.738283,0.895625
14.6900,-0.522996,-2.676950,-0.728975,0.964187
14.7000,-0.549667,-2.656134,-0.719035,1.021994
14.7100,-0.576093,-2.627599,-0.708573,1.068515
14.7200,-0.602193,-2.591113,-0.697704,1.103454
14.7300,-0.627888,-2.546617,-0.686543,1.126787
14.7400,-0.653099,-2.494240,-0.675206,1.138778
14.7500,-0.677748,-2.434293,-0.663803,1.139969
14.7600,-0.701761,-2.367253,-0.652440,1.131149
14.7700,-0.725071,-2.293730,-0.641210,1.113303
14.7800,-0.747616,-2.214425,-0.630200,1.087548
14.7900,-0.769343,-2.130088,-0.619482,1.055068
14.8000,-0.790204,-2.041477,-0.609117,1.017050
14.8100,-0.810161,-1.949323,-0.599156,0.974637
14.8200,-0.829181,-1.854308,-0.589636,0.928885
14.8300,-0.847239,-1.757041,-0.580586,0.880736
14.8400,-0.864316,-1.658056,-0.572026,0.831010
14.8500,-0.880396,-1.557807,-0.563969,0.780396
14.8600,-0.895469,-1.456671,-0.556419,0.729458
14.8700,-0.909528,-1.354951,-0.549379,0.678642
14.8800,-0.922567,-1.252890,-0.542845,0.628290
14.8900,-0.934585,-1.150673,-0.536811,0.578649
14.9000,-0.945580,-1.048437,-0.531269,0.529886
14.9100,-0.955554,-0.946283,-0.526210,0.482099
14.9200,-0.964507,-0.844275,-0.521624,0.435331
14.9300,-0.972440,-0.742453,-0.517500,0.389572
14.9400,-0.979356,-0.640837,-0.513829,0.344778
14.9500,-0.985258,-0.539427,-0.510601,0.300870
14.9600,-0.990146,-0.438212,-0.507809,0.257744
14.9700,-0.994022,-0.337171,-0.505444,0.215276
14.9800,-0.996889,-0.236275,-0.503502,0.173326
14.9900,-0.998748,-0.135488,-0.501977,0.131743
15.0000,-0.999599,-0.034773,-0.500866,0.090367
15.0100,-0.999444,0.065912,-0.500169,0.049033
15.0200,-0.998281,0.166608,-0.499886,0.007576
15.0300,-0.996111,0.267357,-0.500018,-0.034171
15.0400,-0.992934,0.368199,-0.500571,-0.076369
15.0500,-0.988747,0.469170,-0.501548,-0.119172
15.0600,-0.983550,0.570303,-0.502957,-0.162726
15.0700,-0.977340,0.671623,-0.504805,-0.207161
15.0800,-0.970117,0.773147,-0.507103,-0.252589
15.0900,-0.961877,0.874880,-0.509861,-0.299099
15.1000,-0.952618,0.976814,-0.513089,-0.346751
15.1100,-0.942340,1.078919,-0.516800,-0.395568
15.1200,-0.931040,1.181143,-0.521004,-0.445530
15.1300,-0.918717,1.283404,-0.525714,-0.496563
15.1400,-0.905372,1.385585,-0.530939,-0.548528
15.1500,-0.891006,1.487522,-0.536687,-0.601210
15.1600,-0.875623,1.589003,-0.542964,-0.654308
15.1700,-0.859228,1.689752,-0.549773,-0.707416
15.1800,-0.841831,1.789425,-0.557111,-0.760015
15.1900,-0.823445,1.887601,-0.564969,-0.811461
15.2000,-0.804086,1.983778,-0.573334,-0.860977
15.2100,-0.783778,2.077370,-0.582180,-0.907653
15.2200,-0.762549,2.167716,-0.591474,-0.950456
15.2300,-0.740437,2.254087,-0.601172,-0.988245
15.2400,-0.717484,2.335712,-0.611218,-1.019806
15.2500,-0.693741,2.411806,-0.621543,-1.043901
15.2600,-0.669268,2.481609,-0.632067,-1.059324
15.2700,-0.644132,2.544433,-0.642697,-1.064969
15.2800,-0.618405,2.599704,-0.653331,-1.059901
15.2900,-0.592165,2.646999,-0.663857,-1.043416
15.3000,-0.565492,2.686083,-0.674159,-1.015084
15.3100,-0.538471,2.716909,-0.684119,-0.974777
15.3200,-0.511181,2.739626,-0.693616,-0.922663
15.3300,-0.483704,2.754546,-0.702534,-0.859179
15.3400,-0.456115,2.762117,-0.710763,-0.784988
15.3500,-0.428484,2.762880,-0.718201,-0.700918
15.3600,-0.400878,2.757427,-0.724752,-0.607904
15.3700,-0.373355,2.746359,-0.730332,-0.506933
15.3800,-0.345968,2.730256,-0.734867,-0.398995
15.3900,-0.318764,2.709653,-0.738292,-0.285043
15.4000,-0.291788,2.685022,-0.740551,-0.165975
15.4100,-0.265076,2.656764,-0.741597,-0.042611
15.4200,-0.238664,2.625208,-0.741392,0.084308
15.4300,-0.212582,2.590612,-0.739902,0.214123
15.4400,-0.186861,2.553166,-0.737101,0.346255
15.4500,-0.161528,2.513001,-0.732970,0.480195
