1.500: pos=(1.253,-9.675,0.000)  ori=(0.732,0.000,0.682,0.000)
1.520: pos=(1.267,-9.921,0.000)  ori=(0.725,0.000,0.689,0.000)
1.540: pos=(1.281,-10.170,0.000)  ori=(0.718,0.000,0.696,0.000)
1.560: pos=(1.294,-10.421,0.000)  ori=(0.711,0.000,0.703,0.000)
1.580: pos=(1.308,-10.675,0.000)  ori=(0.704,0.000,0.710,0.000)
1.600: pos=(1.321,-10.932,0.000)  ori=(0.697,0.000,0.717,0.000)
1.620: pos=(1.335,-11.191,0.000)  ori=(0.690,0.000,0.724,0.000)
1.640: pos=(1.348,-11.453,0.000)  ori=(0.682,0.000,0.731,0.000)
1.660: pos=(1.361,-11.718,0.000)  ori=(0.675,0.000,0.738,0.000)
1.680: pos=(1.375,-11.985,0.000)  ori=(0.667,0.000,0.745,0.000)
1.700: pos=(1.388,-12.254,0.000)  ori=(0.660,0.000,0.751,0.000)
1.720: pos=(1.401,-12.527,0.000)  ori=(0.652,0.000,0.758,0.000)
1.740: pos=(1.414,-12.801,0.000)  ori=(0.645,0.000,0.764,0.000)
1.760: pos=(1.427,-13.079,0.000)  ori=(0.637,0.000,0.771,0.000)
1.780: pos=(1.440,-13.359,0.000)  ori=(0.629,0.000,0.777,0.000)
1.800: pos=(1.452,-13.641,0.000)  ori=(0.622,0.000,0.783,0.000)
1.820: pos=(1.465,-13.926,0.000)  ori=(0.614,0.000,0.789,0.000)
1.840: pos=(1.478,-14.214,0.000)  ori=(0.606,0.000,0.796,0.000)
1.860: pos=(1.490,-14.504,0.000)  ori=(0.598,0.000,0.802,0.000)
1.880: pos=(1.503,-14.796,0.000)  ori=(0.590,0.000,0.808,0.000)
1.900: pos=(1.515,-15.091,0.000)  ori=(0.582,0.000,0.813,0.000)
1.920: pos=(1.528,-15.388,0.000)  ori=(0.574,0.000,0.819,0.000)
1.940: pos=(1.540,-15.688,0.000)  ori=(0.565,0.000,0.825,0.000)
1.960: pos=(1.553,-15.990,0.000)  ori=(0.557,0.000,0.830,0.000)
1.980: pos=(1.565,-16.295,0.000)  ori=(0.549,0.000,0.836,0.000)
2.000: pos=(1.577,-16.602,0.000)  ori=(0.540,0.000,0.841,0.000)
2.020: pos=(1.589,-16.911,0.000)  ori=(0.532,0.000,0.847,0.000)
2.040: pos=(1.601,-17.223,0.000)  ori=(0.523,0.000,0.852,0.000)
2.060: pos=(1.613,-17.537,0.000)  ori=(0.515,0.000,0.857,0.000)
2.080: pos=(1.625,-17.854,0.000)  ori=(0.506,0.000,0.862,0.000)
2.100: pos=(1.637,-18.172,0.000)  ori=(0.498,0.000,0.867,0.000)
2.120: pos=(1.649,-18.493,0.000)  ori=(0.489,0.000,0.872,0.000)
2.140: pos=(1.660,-18.817,0.000)  ori=(0.480,0.000,0.877,0.000)
2.160: pos=(1.672,-19.143,0.000)  ori=(0.471,0.000,0.882,0.000)
2.180: pos=(1.684,-19.471,0.000)  ori=(0.463,0.000,0.887,0.000)
2.200: pos=(1.695,-19.801,0.000)  ori=(0.454,0.000,0.891,0.000)
2.220: pos=(1.707,-20.134,0.000)  ori=(0.445,0.000,0.896,0.000)
2.240: pos=(1.718,-20.469,0.000)  ori=(0.436,0.000,0.900,0.000)
2.260: pos=(1.730,-20.806,0.000)  ori=(0.427,0.000,0.904,0.000)
2.280: pos=(1.741,-21.145,0.000)  ori=(0.418,0.000,0.909,0.000)
2.300: pos=(1.752,-21.487,0.000)  ori=(0.409,0.000,0.913,0.000)
2.320: pos=(1.764,-21.831,0.000)  ori=(0.399,0.000,0.917,0.000)
2.340: pos=(1.775,-22.177,0.000)  ori=(0.390,0.000,0.921,0.000)
2.360: pos=(1.786,-22.525,0.000)  ori=(0.381,0.000,0.925,0.000)
2.380: pos=(1.797,-22.875,0.000)  ori=(0.372,0.000,0.928,0.000)
2.400: pos=(1.808,-23.228,0.000)  ori=(0.362,0.000,0.932,0.000)
2.420: pos=(1.819,-23.583,0.000)  ori=(0.353,0.000,0.936,0.000)
2.440: pos=(1.830,-23.940,0.000)  ori=(0.344,0.000,0.939,0.000)
2.460: pos=(1.841,-24.299,0.000)  ori=(0.334,0.000,0.942,0.000)
2.480: pos=(1.852,-24.660,0.000)  ori=(0.325,0.000,0.946,0.000)
2.500: pos=(1.862,-25.023,0.000)  ori=(0.315,0.000,0.949,0.000)
2.520: pos=(1.873,-25.388,0.000)  ori=(0.306,0.000,0.952,0.000)
2.540: pos=(1.884,-25.756,0.000)  ori=(0.296,0.000,0.955,0.000)
2.560: pos=(1.894,-26.125,0.000)  ori=(0.287,0.000,0.958,0.000)
2.580: pos=(1.905,-26.497,0.000)  ori=(0.277,0.000,0.961,0.000)
2.600: pos=(1.915,-26.871,0.000)  ori=(0.268,0.000,0.964,0.000)
2.620: pos=(1.926,-27.247,0.000)  ori=(0.258,0.000,0.966,0.000)
2.640: pos=(1.936,-27.624,0.000)  ori=(0.248,0.000,0.969,0.000)
2.660: pos=(1.946,-28.004,0.000)  ori=(0.239,0.000,0.971,0.000)
2.680: pos=(1.957,-28.386,0.000)  ori=(0.229,0.000,0.973,0.000)
2.700: pos=(1.967,-28.770,0.000)  ori=(0.219,0.000,0.976,0.000)
2.720: pos=(1.977,-29.156,0.000)  ori=(0.209,0.000,0.978,0.000)
2.740: pos=(1.987,-29.544,0.000)  ori=(0.199,0.000,0.980,0.000)
2.760: pos=(1.997,-29.934,0.000)  ori=(0.190,0.000,0.982,0.000)
2.780: pos=(2.007,-30.325,0.000)  ori=(0.180,0.000,0.984,0.000)
2.800: pos=(2.017,-30.719,0.000)  ori=(0.170,0.000,0.985,0.000)
2.820: pos=(2.027,-31.115,0.000)  ori=(0.160,0.000,0.987,0.000)
2.840: pos=(2.037,-31.513,0.000)  ori=(0.150,0.000,0.989,0.000)
2.860: pos=(2.047,-31.912,0.000)  ori=(0.140,0.000,0.990,0.000)
2.880: pos=(2.057,-32.314,0.000)  ori=(0.130,0.000,0.991,0.000)
2.900: pos=(2.066,-32.717,0.000)  ori=(0.121,0.000,0.993,0.000)
2.920: pos=(2.076,-33.123,0.000)  ori=(0.111,0.000,0.994,0.000)
2.940: pos=(2.086,-33.530,0.000)  ori=(0.101,0.000,0.995,0.000)
2.960: pos=(2.095,-33.939,0.000)  ori=(0.091,0.000,0.996,0.000)
2.980: pos=(2.105,-34.350,0.000)  ori=(0.081,0.000,0.997,0.000)
3.000: pos=(2.114,-34.763,0.000)  ori=(0.071,0.000,0.997,0.000)
3.020: pos=(2.124,-35.178,0.000)  ori=(0.061,0.000,0.998,0.000)
3.040: pos=(2.133,-35.595,0.000)  ori=(0.051,0.000,0.999,0.000)
3.060: pos=(2.142,-36.013,0.000)  ori=(0.041,0.000,0.999,0.000)
3.080: pos=(2.152,-36.434,0.000)  ori=(0.031,0.000,1.000,0.000)
3.100: pos=(2.161,-36.856,0.000)  ori=(0.021,0.000,1.000,0.000)
3.120: pos=(2.170,-37.280,0.000)  ori=(0.011,0.000,1.000,0.000)
3.140: pos=(2.179,-37.705,0.000)  ori=(0.001,0.000,1.000,0.000)
3.160: pos=(2.188,-38.133,0.000)  ori=(-0.009,0.000,1.000,0.000)
3.180: pos=(2.197,-38.562,0.000)  ori=(-0.019,0.000,1.000,0.000)
3.200: pos=(2.206,-38.993,0.000)  ori=(-0.029,0.000,1.000,0.000)
3.220: pos=(2.215,-39.426,0.000)  ori=(-0.039,0.000,0.999,0.000)
3.240: pos=(2.224,-39.861,0.000)  ori=(-0.049,0.000,0.999,0.000)
3.260: pos=(2.233,-40.297,0.000)  ori=(-0.059,0.000,0.998,0.000)
3.280: pos=(2.242,-40.735,0.000)  ori=(-0.069,0.000,0.998,0.000)
3.300: pos=(2.251,-41.175,0.000)  ori=(-0.079,0.000,0.997,0.000)
3.320: pos=(2.259,-41.617,0.000)  ori=(-0.089,0.000,0.996,0.000)
3.340: pos=(2.268,-42.060,0.000)  ori=(-0.099,0.000,0.995,0.000)
3.360: pos=(2.277,-42.505,0.000)  ori=(-0.109,0.000,0.994,0.000)
3.380: pos=(2.285,-42.952,0.000)  ori=(-0.119,0.000,0.993,0.000)
3.400: pos=(2.294,-43.400,0.000)  ori=(-0.129,0.000,0.992,0.000)
3.420: pos=(2.303,-43.850,0.000)  ori=(-0.139,0.000,0.990,0.000)
3.440: pos=(2.311,-44.302,0.000)  ori=(-0.149,0.000,0.989,0.000)
3.460: pos=(2.319,-44.755,0.000)  ori=(-0.158,0.000,0.987,0.000)
3.480: pos=(2.328,-45.210,0.000)  ori=(-0.168,0.000,0.986,0.000)
3.500: pos=(2.336,-45.667,0.000)  ori=(-0.178,0.000,0.984,0.000)
3.520: pos=(2.345,-46.126,0.000)  ori=(-0.188,0.000,0.982,0.000)
3.540: pos=(2.353,-46.586,0.000)  ori=(-0.198,0.000,0.980,0.000)
3.560: pos=(2.361,-47.047,0.000)  ori=(-0.208,0.000,0.978,0.000)
3.580: pos=(2.369,-47.510,0.000)  ori=(-0.217,0.000,0.976,0.000)
3.600: pos=(2.377,-47.975,0.000)  ori=(-0.227,0.000,0.974,0.000)
3.620: pos=(2.386,-48.442,0.000)  ori=(-0.237,0.000,0.972,0.000)
3.640: pos=(2.394,-48.910,0.000)  ori=(-0.247,0.000,0.969,0.000)
3.660: pos=(2.402,-49.379,0.000)  ori=(-0.256,0.000,0.967,0.000)
3.680: pos=(2.410,-49.851,0.000)  ori=(-0.266,0.000,0.964,0.000)
3.700: pos=(2.418,-50.323,0.000)  ori=(-0.276,0.000,0.961,0.000)
3.720: pos=(2.425,-50.798,0.000)  ori=(-0.285,0.000,0.958,0.000)
3.740: pos=(2.433,-51.274,0.000)  ori=(-0.295,0.000,0.956,0.000)
3.760: pos=(2.441,-51.751,0.000)  ori=(-0.304,0.000,0.953,0.000)
3.780: pos=(2.449,-52.230,0.000)  ori=(-0.314,0.000,0.950,0.000)
3.800: pos=(2.457,-52.710,0.000)  ori=(-0.323,0.000,0.946,0.000)
3.820: pos=(2.464,-53.192,0.000)  ori=(-0.333,0.000,0.943,0.000)
3.840: pos=(2.472,-53.676,0.000)  ori=(-0.342,0.000,0.940,0.000)
3.860: pos=(2.480,-54.161,0.000)  ori=(-0.351,0.000,0.936,0.000)
3.880: pos=(2.487,-54.647,0.000)  ori=(-0.361,0.000,0.933,0.000)
3.900: pos=(2.495,-55.135,0.000)  ori=(-0.370,0.000,0.929,0.000)
3.920: pos=(2.502,-55.625,0.000)  ori=(-0.379,0.000,0.925,0.000)
3.940: pos=(2.510,-56.116,0.000)  ori=(-0.389,0.000,0.921,0.000)
3.960: pos=(2.517,-56.608,0.000)  ori=(-0.398,0.000,0.917,0.000)
3.980: pos=(2.525,-57.102,0.000)  ori=(-0.407,0.000,0.913,0.000)
4.000: pos=(2.532,-57.598,0.000)  ori=(-0.416,0.000,0.909,0.000)
